,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X002456.SZ,X300124.SZ,X600487.SH,X600066.SH,X300003.SZ,X601877.SH,X002241.SZ,X000100.SZ,X600809.SH,X002294.SZ,X600271.SH,X600867.SH,X300136.SZ,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X000981.SZ,X600089.SH,X000157.SZ,X600498.SH,X600177.SH,X600707.SH,X000596.SZ,X300142.SZ,X600699.SH,X002179.SZ,X002180.SZ,X002049.SZ,X600584.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0349541461014855,0.51489415698972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166633699651548,0,0,0.041490264512066,0,0,0,0,0,0,0,0.092309237785639,0.0155479438868287,0,0,0,0,0,0,0,-0.00491940299995925,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0364092575385433,0,0,0,0,0,0,0,0.323000418497014,0,0,0.0424445518933703,0,0,0,0,0,0,0,0,0,0,0,0,-0.000742845995185827,-0.0455043250984019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152886361083132,0,0,0,0,0,0,0,0.000742607909563491,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120184392096462,0,0,0,0.225816997896845,0,0,0,0.0455709231744163,0,0,0,0,0,0,0,0,0,0.120995773965133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386933578648474,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.306855735691579,0,0,0,0,0.164662830859581,0,0,0,0.061178395841582,0,0,0.0390480300220058,0,0,0,0,0,0,0,-0.0524458366911317,0,0,0,0,0,0.0526361918616294,-0.0166201812082245,0,0.177674958160555,0,0,0,0,0,0,0,0,0,0.127485192182434,0,0,0,-0.011361269652185,0,0,0,0,-0.00698300476901505,0,0,0,0,0,0
X000858.SZ,0.136958264311926,0,0,0.230526519311727,0,0,0,0.0344165132970463,0,0,0,0,0.551326026962136,0.0339547085163527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124510725938815,-0.0132223199469386,0,0,0,0,0,0
X600276.SH,0,0,0.163673847894846,0,0.0537832346990472,0,0,0,0,0,0.0459700722571366,0,0,0.0208639921287859,0,0,0,0,0,0,0,0.212548212792438,0,0,0,0,0,0.0742580862121193,0,0,0,0,0,0.105999674746719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274065005216313,0,0,0,0.00255958157862601,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.421789544931911,0,0,0,0,0,0,0.0378968272421587,0,0,0,0,0,0.150560723016707,0,0.06748545287664,0,0,0,0,0,0.000634655849759837,0,0,0,0,0,0.142021184209129,0,0,0,0,0,0,0,0,0,0,0,0,0.073333707077578,0,0,0,-0.00874995717087764,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.160868957190734,0,0,0,0,0,0,0,0,0,0,0,-0.0275897736205848,0,0,0,0,0,0,0,0,0,0,0,-0.0315077719945775,0,0,0,0,0.403570374999687,0,0,0,0,0,0,0,0,0.190323745559211,0.00602749794158577,0,0,0,0.0482945932927442,0,0,0,-0.0115954231579951,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.169102809994608,0,0,0,0,0,0,0,0,-0.0660894022860277,0,0.155837357144164,0,-0.114278208945185,0,0.321764213240471,0,0,0,0.315369948045057,0,0,0,0.157382479869426,0,0,0,0,0,0,0,0,0,0,0,0,0.14557565536058,0,0,0,0,0,0,0,0,0,0.00556745233900295,0,0,0,0,0,0
X600690.SH,0,0,0,0.0736986435473536,0.463766279458904,0,0,0.0319582712176012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100614251285393,0,0,0.138347947333044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618103075227955,0.0187936341465272,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337586866997784,0,0,0,0.0287380748488063,0,0,0,0.0892929606331808,0,0,0,0.027871772078457,0,0,0,0,0,0.010118906790104,0,0,0,0,0,0,0,0.166070222454526,0,0,0,0,0,0,0,0.18343174462541,0.153761856803411,0,0,-0.0186033314471401,0,0,0,0,0,0,0
X600741.SH,0,0.620306829799517,0,0,0,0,0,0.0423148858358871,0.223707714387099,0,0,0,0,0,0,0,0,-0.0953681540938892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00985749989472122,0.00904095999053377,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.50350779095029,0,0,0,0,0,0,0,0,0,0,0,0,0.0657689888640851,0,0,0,0,0,0,0,0,0,0.0487661157112095,0,0,0,0.0243471506520233,0,0,0,0,0,0,0,0,0,0,0.204348707352714,0,0,0,0,0,0,0,0,0,-0.000319346049945759,0,0,0,0,0,0
X002236.SZ,0,0,0.487509127692275,0,0.141210872034239,0,0,0,0,0,0.0151568028936223,0,0,0,0,0,0,0.116668814768599,0,0.230580627704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533137618411266,0,0,0,0,0,-0.00147299436312953,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.000783684791558898,0,0,0.0220558630684081,0,0,0,0,0,0.343529837474952,0,0,0,0,0,0,0,0,0,-0.112322819153475,0,0.0494977302496997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189968033968879,0.0720604424053348,0,0,0.0111893187223247,-0.0236911928448344,0,0,0,0,0,0
X000338.SZ,0,0,0.071456148911065,0.00716247280007782,0,0,0.0202520342042471,0,0,0,0,0,0,0.113611105109937,0,0,0.303750177957382,0,0,0,0.056216612040335,0,0,0,0,0,0,0,0,0,0,0,0,0.0617855990433593,0,0,0,0,0,0,0,0,0,0,0,0,0.0335011950544727,0,0,0,0,-0.00385775577278764,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0877233609182102,0,0,0,0,0,0,0,0.15504677042596,0,0.0657467920798793,0,0.169620161694174,0,0,0,0,0,0.0411040499564125,0,0.0502684939774843,0.130188107249614,0,0,0,0,0,0,0,0,0.0300442438493672,0,0,0,0,0,0,0,0,0,0.141690839520837,0,0,0,0,0,-0.128242353533207,0,-0.0159560922972797,0,0,0,0,0,0,0
