,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000625.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600809.SH,X002085.SZ,X300136.SZ,X600487.SH,X002008.SZ,X002508.SZ,X600271.SH,X600089.SH,X000157.SZ,X600177.SH,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X600699.SH,X000559.SZ,X600372.SH,X000981.SZ,X600566.SH,X600498.SH,X002074.SZ,X002179.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0519818940790071,0,0.211102498189105,0,0,0,0,0,0,0.131626130899936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116952119049779,0,0,0,0,0.027278531347768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854478350911674,0,0,0,0,-0.000757962150940307,0,0,0,0,0,0
X600104.SH,0,0,0,0.10228036695389,0,0,0,0,0,0,0.0279226005448058,0,0.106048795240482,0.366658040818066,0,-0.0576858560145738,0,0,0,0,0.114578906875749,0,0.0206461847970974,0,0.257796471493335,0,0,0,0,0,0,0,-0.0254960823233422,0,0,0,-0.0107757190642431,0,0,0,0,0,0,0,0,0,-0.336866434196437,0,0,0,0,0.00399531285475011,-0.0226486419243588,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.170942177074393,0,0.191916122524057,0.210562262990783,0,0,0,0,0,0,0,0,0,0,0,0,0.0710640149279891,0,0,0,0.0858280927259787,0,0,0,0,0,0,0,0,0,0.0771727081691652,0,0,0,0,0,0,0,0,0,0,0.0129455358482202,0,0,0,0,0,0,0
X000651.SZ,0,0.0940240213396116,0,0,0.0761992590484858,0,0,0,0,0,0.0654451441348482,0,0.0327633216535508,0.0535686453483456,0,0,0,0.047614277245736,0,0,0,0,0,0,0,0,0,0,0,0,0.128583555192177,0,0,0,0,0,0,0,0,-0.0420049997459755,0,0,0,0,0,0,0,0,0,0,0,-0.00328856423411091,0.00142114142673527,0,0,0,0,0,0
X000858.SZ,0,0,0.0460670438298648,0.149615493034072,0,0,0,0,0,0,0,0.419637970562518,0.0745453174229993,0,0,0,0,0,0,0,0,0,0,0,0,0.117347846957783,0,0,0,-0.0435824841892661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110432342327676,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.307635386897195,0,0,0,0,0,0,0,-0.00188394444930997,0.0328343071577634,0,-0.0630857373969238,0,0,0,0,0,0,0,-0.15244298341282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117071367123119,-0.0325795820122324,0,-0.128462597360422,0.0210922843576271,-0.0172940694027555,0,0,0,0,0,0
X000725.SZ,0,0,0.139673631607065,0,0,0,0,0,0.0303078273699514,0,0,0,0,0.00466063126095796,0,0,0,0,0.304096608109098,0,0,0,0,0,0,0.0306963910045196,0.196573131808211,0,0.108273923676782,0,0,0,0,0,0,0,0,0,0,0.092295040017591,0,0,0,0,0,0,0.122620377737852,0,0.124544356531085,0,0,-0.0009617562819802,0,0,0,0,0,0,0
X002304.SZ,0,0.00842918445264175,0,0,0.302018836479413,0,0,0,0,0,0,0.340585416619352,0,0.00545471793264355,0,0,0,0.0413085962805584,0.01123619331995,-0.161176462104037,0,0,0,0,0,0.09645388583606,0,-0.0318405550759601,0,0,0,0,0,0,0,0,0,0,-0.0195353292348093,0.00729876609612525,0,0,0,0,0,0,0,0,0,0,0,-0.0106679389174241,0.0152601203515574,0,0,0,0,0,0
X000063.SZ,0,0,0.096719628234461,0,0,0,0,0,0,0.0270045274518331,0,0,0.134295814740484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194381343500288,0.0020618538706217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394548864528653,0.07913334631649,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0300649456890651,0,0,0.28031897423987,0.351991513597276,0,0.148972807754877,0,0,0.0698077723930242,0,0.194836881023989,0,0.0456934558667959,0,0,0,0,0.114415286406266,0,-0.0275306426234606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805908566030128,0.00166273388151683,0,0,0,0,0,0
