,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X000596.SZ,X000661.SZ,X002049.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X600702.SH,X600779.SH,X002236.SZ,X000157.SZ,X002074.SZ,X600584.SH,X601799.SH,X002007.SZ,X002414.SZ,X600884.SH,X000733.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.461738515450789,0,0,0.00654054667192834,0,0,0,0,0,0,0,0,0,0,0,0.0377043338742277,0,0,0,0,0,0,0,0,0,0.0315744732586777,0,0,0,0.00636877686463442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287438593317988,0,0
X000858.SZ,0.040340301501419,0,0,0,0.271867427017229,0.119291902952197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06753592606866,0,0,0,0,0,0,0.0203663444921253,0,0,0.00210671005280097,0.230544114469727,0,0,0,0,0,0,0,0,-0.0187255272468029,0,0,0,0,0,0,-0.0131263920270724,0,0,0,0,0,0,0
X002415.SZ,0,0.209902108456597,0,0,0,0,0,0,0.123255920207206,0,0,0,0,0,0,0,0,0.0509629028110754,0,0,0,0,0,0,0,0,-0.0247781672041098,0,0.0401359331058887,0,0,0,0,0,0,0,0,0,0,0,0,0.00992645898219907,0,0.0841237279601464,0,-0.0539905664021437,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.225333917401169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272920126774342,0,0,0,0,0.472210907385054,0,0,0.144081910016799,0.030428453331211,0,0,0.00472717479631142,0,0,0,0,0,0.0165603986054987,0,0,0,0,0,0,0,0,0,0,0,0.0448311494556636,0,0
X000568.SZ,0,0.426589809353465,0,0.01425165698491,0,0.00787296894479399,0,0,0,0,0,0,0,0,-0.0382024012890251,0,0.0197800632434352,0,0,0,0,0,0,0.0519436513579363,0,0,-0.0213666287995911,0,0,0,0,0.154909100862142,0,0,0.0361296391796965,0.0392180673764715,0,0,0,0,0,0,0,-0.0449512857867654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.257085448156562,0,0,0,0,0,0,0.0921742913326365,0,0,0,0,0.188832938198494,0,0,0,0,0,0,0,0,0,0,0.0403750656670542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351788460951424,0,0,0,0,0,0
X002304.SZ,0,0.0127181766454043,0,0.143724093607926,0,0,0,0,0,0,0,0,0,0.0209624853211474,0,0,0,0,-0.109248306079652,0,0,0.00615594321406723,0,0.0943032459360537,0,-0.0194534275493616,0,0,0.037469639111757,0,0,0.234311537066951,-0.0397950189468725,0,0,0.0558644748925434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00248538442429005,0,0,0,0,0,0
X002475.SZ,0,0,0,0.051535026824524,0,0,0,0,0,0,0,0.0489932114159188,0,0,0,0,0.0179222729784978,0,0,0,0,0,0.0801449415258161,0,0,0.122739229652314,-0.00895430401545648,0,0,0,-0.22429897544033,0,0.101296258220277,0,0,-1.73472347597681e-18,0,0,0,0,0,0.106778363356277,0,0.0287609486156029,0,0,0,0,0,0.0075854177657589,0,-0.00147611767211089,0,0,0,0,0.0108525810627414,0,0
X600690.SH,0,0,0,0,0,0.137860897885637,0.0209710424268905,0,0,0,0,0,0,0.0173651030744399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167949952204786,0,-0.00340047884484754,0,0,0.17481041512973,0,0.107507132786215,0,0,0,0.0215436343917929,0,0,0,0,0,0,0,0,0,0,-0.0135168641170311,0,0,0,-0.0407197449740032,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275587454791476,0,0,0,0,0,0.0245187134500538,0,0.188493175659891,0,0,-0.0586814433128379,0,-8.67361737988404e-19,0,0.0236616463096478,0,0,0.0931154374435718,0,0.184693464143551,0,0,0,0.0437367689030215,0,0,0,0,0,0.0179733716416085,-0.062142972054983,0,0,0,0,0,0,0,-0.0252761802014083,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0271600663940502,0,0,0,0,0,0,0,0.0708006500161431,0,0,0,0,0,0,0,0,0,0,0,0,0.0380476564044627,0,0,0,0,0,0,0,0,0,0,0,0,0.0020725555485912,0,0,0,0.136249647385721,0,-0.0482214288837456,0,0,0,0,0,0,0,0,0.0313435914529871,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0737942874606093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882649266031864,0,0,0,0,0,0,0,0,0.0687408772816558,0,0.55078591803588,0.0745710873041403,0,0,0.0209241181048014,0,0,0.0167388536328894,0,0,0,0,0,0,0,0.0213865721230274,0,0,0,0.0945272874769149,0,0
X000725.SZ,0,0,0,0,0,-0.0355156289698661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446894686750959,0,0,0,-0.0255882173400452,0,0.349109145321359,0.109723676855413,0,0,0,-0.00199386893172843,0.0601915491685852,-0.0214398983667349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448650375267207,0,0,0,0,0,0,-0.00365735873447369,0,0
X300014.SZ,0,0,0,-0.0495031863165829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630684224544329,0,0,0.288930193483579,0,0,0,0.132162747487314,-0.0384247628017362,0,0,0,0,0.0322298351104156,0,0.0464482028221731,0,-0.105962770954402,0.162093582196422,0,0,0.222175393434112,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0555467778031653,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148472071555478,0,0.13625013789814,0,0.066304001295798,0,-0.159527223883077,0,0,0,0,0.0888974063228377,0.370550643117859,0,0,0,0,-0.0242330135498503,0,0.299093396540419,0,0,0.0757213998394647,0,-0.158209352507304,-0.0470926633360815,0,-0.183876015204449,0,0,0.353544371353583,-0.474063397800735,0,0,0,0,0,0,0.0587781712302598,0,0,0,0,0.0179869918067766,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168235246174499,0,0,0,0,0,0,0,0,0,0,0,-0.0338320807287398,0.157994076826127,0,0,-0.0113825134820022,0,0,0,0,-0.0316143042305604,0,0,0,0,0,0.037063269425843,0,-0.117142095712083,0,0.108603312481329,0,0,0.109630897946125,0,0,0.00312602816638081,0.0212911819648054,0,0,0,0,0,0
X300124.SZ,0.0287459098147055,0,0,0,0.226377265510929,0,0,0.183269409626004,0,0,0,0,0,0.20516027669819,0,0,0,0.102325025324469,0,0.232074514568717,0,0,0,0,0,0.264790348901807,0.00435823460862873,0,0,0,0,0,0,0,0,0,0,0.14324597410324,0,0.028169504601274,0,0,0.0821547872924158,-0.0191829569717851,0,0,0,0,0,0,0,-0.0470936025057893,0,0,0,0,-0.0347611339021957,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126429729744131,0,0.00979381003498568,0,0,0,0.278636218459385,0,0,0,0.0560039993382009,0,0,0,0,0,0,0.0174550750100375,0.194287629108246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00843612668936228,0,0,0,0.028212319039082,0,0.0276871443770783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829225137164222,0,0,0.103210262474975,0,0,0,0,0,-0.0192350557570001,0,0,0,0,0,0,0,-0.00853316891866127,0,0,0,0,-0.238181307421486,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0948200545724692,0,0,-0.0666474309078092,0,0.166196899321888,0,0,0,0,0,0,0,0,0,0.116967118917445,0.0470036430148593,0,0.049524642773908,0.00678291805582293,0,0,0,0,0,0,0.0252256857990267,0,0,0,0,0,0,0,0,0,0,0.0406256107681806,0,0,-0.00974376657355801,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20495672876041,0.0426711516055095,0,0,0.133897658073911,0,0,0,0,0,0,0,0,0.245282835502045,0,0,0,0,0,0,0,0,0,0,0,0.176203442623661,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156776333890877,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33104620152758,0,0,0,0,0,0,0,0,0,0,0,0,0.0209470847904705,0.10869545456353,0.000426650766000762,0,-1.0842021724855e-19,0,0,0.0670909750727665,0,0,0,0,0.0474230263594562,0,0,0,0.198806688385718,0,0,0,0,0,0,0,0,-0.0301309729495667,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.408542453314442,0,0,0,0,0,0,0,0,0,-0.00587296791144966,0,0,0,0,0,-0.206221073420516,0,0,0.17867353244975,0,0,0,0,0.182800740088532,0.0294770952059208,0,0,0,0,-0.103998014724402,0,0,0,0,0,-0.0864757703212996,0,0,0,0,0.349435164424617,0,0,-0.0646963842298373,0,0,0,0,-0.146234738816443,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207018539013843,0,0,0,0.0316153779380036,0,-0.0169616537274578,0,0,0,0,0.331717656340145,0.0371217029149181,0,0,0,0,0,0.0294257779823698,0.0510367070873574,0,0,0,0,0,0,0,-0.0253926479486658,0,0,0,0,0,0,0
X000661.SZ,0,0.14005064450506,0,0,0.374699094947799,0,0,0,0,0,0,0,0,0.384032593111026,0,0,0,0,0,0,0,0,0,0,0,0,-0.166959532163104,0,0,0,0,0,0,0,0.0170782795053998,0,0.162925208887013,0,-0.154476572168709,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X002049.SZ,0,0,0,-0.109026721509117,0,0,-0.0901885931553396,0,0,0,0,0,0,0,0.307111569503353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450401567093967,0,0.0378180894170858,0,0,-0.0884687975827639,0,0,0,0,0,0,0,0,0,0,0.30699764329325,0,0,0,0,0,0,-0.0020442216114159,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239689114157128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533410128829302,0,0,0,0.0899105924959003,0,0,0,0,0.211649885299982,0.18464292894658,0,0,0,0,0.0235793511494427,0,0,0.0214789354336842,0,0,0,-0.157164642255811,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.557517963843395,-0.00756137008075936,0,0,-0.00276891392379194,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0147073192053681,0,4.33680868994202e-19,0.0775195955776609,0,0,0,0,0,0.195877311152959,0,0,0,0,0,0,0.0850689064733334,0,0,0,0,0,0.0110092600916127,0,0,0,-0.0434639279188394,0,0
