,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600276.SH,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X300124.SZ,X002371.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600884.SH,X600460.SH,X600702.SH,X000157.SZ,X002414.SZ,X000799.SZ,X600584.SH,X002236.SZ,X600563.SH,X601799.SH,X002176.SZ,X000800.SZ,X600418.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.31069751508652,0,0,0,0,0,0,0,0,0,0,0,-0.0335787716502085,0,0,0,0,0,0,0,0,0,0,0,0.00255311170733167,0,0,0,0,0,0.0880284861164464,0,0,0,0.0407435049752832,0,0,0,0,0,0,0.0103962104951206,0.0159081178969594,0,-0.027965161627412,0,0.00889608018202236,0,0,2.16840434497101e-19,0,0,0,-0.00103577896032254,0,0
X000858.SZ,0,0,0.153203956656778,0,0,0,0,0,0,0,0,0,0,0,0.0909569388311983,0,0,0,0.0309374757191328,0,0.00660461765465862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253499797403687,0,0,0,0,0,0.00806635138540901,-0.0212838975276183,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.318835206898393,0,0,0,0,0,0,0,0,0,0,0.0752721960516035,-0.124868460338901,0,0,0,0,0.00607554548473036,0,0,0,0,0,-0.0290570429128028,0,0,0,0,0,0.0864973816904642,0,0,0,0,0.0153510358693826,0.125174417745422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.243409478362387,0.0679659754854851,0,0,0.0440981324281291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395709590862034,0,0,0.00321245818993335,0,0,0,0,0.0137409727260542,0,0,0,0,0.0230583938846723,0,0,0,0,0.270338741476322,0,0,0.0967767052770039,0,0,0,0,0,0,0,0,0,-0.0336704705345405,0,0,0,0,-0.0140673267531133,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0807158145721965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822632755167725,0,0.53024780056393,-0.00522790523250819,-0.0177515750973497,0,0,0,-0.0893322140964349,0,0,0.0530595770188763,0,0,0,0.0215662879853967,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958078362404781,0,0,0,0,0,0.319682812724844,0,0,0,0,0,0,0,0,0,0,-0.0526005205472848,0,0,0,0,0.0815730596025761,0,0,0,0,0,0,0.156555154416171,0.0798563635092854,0,0,0.0185668052530483,0,0,-0.179974811723199,0,0,0,0,-0.0259422444905565,0,0
X002304.SZ,0,0,0,0.21101595737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853299517378704,0,0,0,0,0.0665873720295161,0,0,0,0,0.268000017781805,0,0,0,0,0,0,0,0.0294855355952093,-0.0394742323676308,0.0326843499508824,0,0,0.0131136227671364,0,0,0,0,-0.0154773376424676,0,0
X600690.SH,0,0,0,0,0,0.0332392587887669,0,0,0,0,0,0.533050721537659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312043668211324,0,0,0,0,0,0.0937056966107475,0,0,0,0,0,0,0.0577846191831141,0,0,0,0,0,0,3.46944695195361e-18,0,-0.032371137234471,-0.0556310259583792,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.102438652144984,0,0,0,0,0,0,0,0,0,0,0,0.023955904400886,0,0,0,0,0.132880742094075,0,0,0,0,0.151920691148544,0,0.0382662769321056,0.248699504828634,-0.10433241785801,0,0,0.196256508107726,0,0,0,0,0,0,0,0,0.0138048194236545,0,0,0,0,0,0,0,0.0246070558450738,0,0,0,0.0198187874137084,0,0
X300014.SZ,0,0,0,0,0,0.0902373769486735,0,0,0,0,0,0,0,0,0,0.0093043227532562,0,0,0,0,0,0,0,0,0,0,0,0.0370419277129574,0,0.172728498927574,0,0,0.2639825009482,0,0,0,0.259786244967326,0,0.0125021121764312,0,0,0,0,0,0,0.129958198682249,0,0,0.0551259505591625,0,0,0,-0.0197360751872912,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.105652666330118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16779768877102,0.00214628984042126,0,0,0.095356072518406,0,0,0,0,0,0,0,0,0.160621715899589,0,0,0,0,-0.00809351221471414,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0313466393320674,0,0,0,0.0788645030176562,0,0.118774734194983,0,0,0,0,0.0157299243604331,0,0,0,0,0.206480643070572,-0.00403868604725889,0,0,0,-0.106048720747466,0,0,0,0,0.196211325711542,0,0,0,0,0.0702833372586779,0,-0.0300888090095196,0,0,0.0215791779920289,-8.67361737988404e-19,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0693268856503781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234378126612135,0,0,0,0,0,0,0,0,0,0,0.1263646762645,0,0,0,0,0,0.0967391790393972,0,0,0,0,0,0,0.0775061651142674,-0.0177502303882801,0,0,0,0.0984034389959143,0,0
X300124.SZ,0,0,0,0,0,0.114071809490086,0,0,0,0.0839717705320808,0,0,0,0,-0.0271057574976574,0,0,0,0,0,0,0.027972376950871,0,0,0,0,0.168818816507908,0,0,0,0,-0.105545940982971,0,0,0,0,0,0,0,0,-0.0369360448790833,0,0,0,0.0812439033566338,0,0,0,0,0.168621870328946,0,0,0,0,0,0,0.0169958755544895,0,0
X002371.SZ,0,0,0,0,0,0.16677482605303,0,0,0,0.0353631541729865,0,0,0,0,0,0,0,0,0.0493256981190937,-0.0577188471840167,0,0,0,0.368913300571917,0,0,-0.176003494301597,0,0.165132538573227,0,0,0.0134638484912541,0,0,0,0,0,0.393613207735525,0,0,0.0748419336756269,0,0,0,0,0,0,-0.0933994206581569,0,0,0,0,-0.0234328998257248,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.283090324138241,0,0,-0.0812013653824012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131708340538709,0,0,0,0.129308298798435,0,-0.057525152900018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747329656831457,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214588570862924,0,0,0,0,0,0,0,0,0,0,0,0,0.0413936434083396,0.22949660022259,0,0,0,0,0,0,0,0,0,0,0.0389056996082726,0,0,0,0,0,-0.00206792838457474,0,0,0,-0.0105312836018773,0,0
X003816.SZ,0,0,0,0,0,0,0.0719747999308527,0.108798861653083,0,0,0,0,0,0,0,0,0,0,0,0.12091031232534,0,0,0,0,0,0,0,-0.0140800264991985,-4.33680868994202e-19,0,0,0,0,0,0,0.00588024509178364,0,0,0,0,0,0,0,0.0593817462980526,0,0,0.0243125202154623,0,0,0,0,0.0139066334733281,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151856899711893,0,0,0,0,0,0,0.0111751123140322,0,0,0,0,0,0,0,0,0,0,0.104044818954834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599996068212386,0.0226325375486237,0,0,0.129903021215441,0,0,0,0,0.0173573664146658,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0501691783612135,0,0,0,0,0,0,0,0,0.0209188293279901,0,0.0266639164762134,0.0328040011314453,0,0,0,0,0,0,0,0.062360568142225,0,0,0.156040643519348,0,0,0.0672418829301571,0.1732041708542,0,0,0,0,0,-0.0772327298268161,0,0,0,0,0,0,0,0,0,0,0.0388936854383979,0,0
X000596.SZ,0,0.254590146169721,0.154409765642001,0,0,0,0.250639243343071,0,0,0.14618605426747,0,0,0,0,0,-0.0511905424207102,0,0,0,0,0,-0.125136356813987,0,0,0,0,0,0,-0.0711398489515959,0,0,0,0,0,-0.146120356274756,0,0,0,0.256792537628213,0,0,0,0,0,0.0619042786930474,0,0,0,0.0994523299033241,0.032850804256087,0,3.46944695195361e-18,-0.00146040274393164,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.55931624453599,0,0,0,0,0,0,0,0,0.015644138579799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619478728408047,0,0,0,0,-0.0871005403914157,-0.0962239167326091,0,0,0,0,0,0,0,0,0,0,-0.0154004025711503,0,-0.051917160353811,0,0,0,0.0316793895475064,0,0,0,0,-0.00822600783954082,0,0
