,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X002236.SZ,X600271.SH,X002456.SZ,X600118.SH,X002085.SZ,X600177.SH,X000157.SZ,X002292.SZ,X600372.SH,X002426.SZ,X300124.SZ,X002007.SZ,X000559.SZ,X600867.SH,X300003.SZ,X600089.SH,X002294.SZ,X002180.SZ,X002506.SZ,X600522.SH,X002074.SZ,X601877.SH,X000981.SZ,X000623.SZ,X002508.SZ,X600498.SH,X300136.SZ,X000869.SZ,X000050.SZ,X000536.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,8.67361737988404e-19,0,0.338130281832097,0,0,0.0307767285514795,0,0.0143040791253467,0.0836754751289291,0,0.00748730660000249,0,0.0382156942185511,0,0,0,0,0,0,0.0355639240274991,0,0,0,0,0,0,-0.0413598109919522,0,0,0,0,0,0,0,0,0,0.00372498773224388,0,0,0,0.0436780575043607,0,0.0130036327385467,0.0641555857839321,0,0,0,0,0,0.0279764364916268,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0720207767097725,0,0.191935956081689,0,0,3.46944695195361e-18,0,0,0,0.0970528442044446,0.0519415279851234,0,0.110644501482938,0,-0.0529045466073058,0,0,0,0,0,0,0,0.0371650033679177,0,0,0,0,0.0982823297386008,0,0,0,0,0,0,0,0.00743447237479838,-0.147072700361896,0,0,0,0,0.00884484115231168,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.231122212002485,0,0,0,0,0,0,0,0,0,0,0,-0.0629803656870975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120231765436269,0.2838055089025,0,0.0883309420914652,0,0,0,0,0,0.00989375023496991,0.211163170724257,0,0,0,-0.199755905769228,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625559283394747,0.0768309049548084,0,0,0,0,0,0,0.0647510763306846,0,0,0,0,0.143500536262996,0,0,0,0,-0.00629373586218649,0,0,0,-0.0568328518736644,-0.0259956811502725,0,0,0.482730927988799,0,0,0,0,0,0,0,0.0138942614662824,0,0,0,0,0,0
X000858.SZ,0.0950355414685846,0,0.0591063644908562,0,0,0,0.0293068350968087,0,0.0152915574327827,0,0.0160864516603989,0,0,0.0971006168700131,0.374665360203467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183116581473625,0,0,0,0,0,0,0,0,0.0960846158026078,0,0,0,0,0,0,0,0,0.0183037796760102,0,0,0.0118961885320119,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.120277940681516,0,0,-1.73472347597681e-18,0.05271873674749,0,0,-0.0507825494819986,-0.0676667749526819,0,0,0,0,0,0,-0.0166877282890873,0,0,0,0,0,0,0,0,0,0.186432925366227,0,0,0,0.106460300633506,0,0,0,0,0,0.0216444151377505,0,0,0,0,-0.00219018920537312,-0.0112410616733702,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.282751200316927,0,0,0,0,0,0,0,0,0,0.00133859300886931,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0602219694305974,0.0812513260158556,0,0,0,0,0,0,0,0,0,0,0.016462383920555,0,0,0,0.0463680144350849,0,0,0.0540831096329613,0,-0.00305476261615823,0,0,0,0,0,0,0
X000725.SZ,0,0,0.111638621429641,0,0,0,0,0,0,0,0,0,0,0.124057500950121,0,0,0,0.0272143116683898,0.091329816592085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196769785926361,0.0541153903072335,0,0,0,0,0,0,0,0,-0.0305343648359783,0,0,0,0,0,0
X000625.SZ,0,0,0.138006883267549,0,0.0834404984042968,0,0,0,0,0,0,0.110411683208193,0,0,0,0,0,0,0,0,0,0,0,0.0606972714408157,0,0,0,0,0.0389415406608819,0,0,0,0,0,0,0,0,0,0,0.0106371711790423,0,0,0,0,0,0,0,0,0,0,0.0289369648557437,0,0,0,0,0,0,0
X000063.SZ,0,0.0484109121154674,0.0587840215488253,0,0,0,0,0,0,0,0,0,0,0.0472815247506115,0,0,0,0.183399080119927,0.00286524550906307,0,0,0,0,0,0,0,0,0,0.0197534720479884,0,0,0,0.284338639807075,0,0,0,0,0,0.0197174619632545,0,0,0,0.251948332671382,0,0,0,0,0,0,0,-0.00156221231234919,0,0,0,0,-0.252876857730312,0,0
X600690.SH,0,0,0,0,0.122265697227216,0,0,0,0,0.130901943560803,0,0,0,0.0667096972709287,0,0,0,0,0.0235588461310569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806489364180326,0,0,0,0,0,0,0,0,0,0,0,0,0.0645419558988778,0.0351169720297237,0,0,0,0,0,0
X600741.SH,0,0.0572786136057618,0,0,0,0,0,-0.0502584253099593,0.111289307157334,0,0,0,0.0385204978967498,0,0,0,0.0164102251850437,0,0,0,0,0,0,0,0,0,0,0,0.00266688813698515,0,0,0,0,0,0,0,0,0,0,0,0.00960427702784089,0,0.0200820367050457,0,0.037155247854485,0.0177743687100588,0.311249042908902,0,0,0,0.0172790280353712,-0.00915768417665101,0,0,0,0,0,0
X600703.SH,0,0,0.0109193441217366,0.0531203026730765,0.00322849629547615,-0.10894835973869,0,0,0.38092026030067,0,0,0,0,0.0649780963389463,0,0,0,0,-0.05817472092679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173186408168151,0,-0.0356624710788187,0,-0.0390755765746379,0,0,-0.085101633339125,0,0,0.0504830110228151,0,0,0,0.133905331618721,0,0,0.045416790073631,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.199771760947709,0,0,0.0916443041981774,0,0,0,0,0,0,0,0,0,0,0,0,0.0694101455756788,0,0.388223720462678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108357583250557,0,0,0,0,0,0,0.290922199534636,0,0,-0.0389055395205896,0.108451199902258,0,0,0,0,0
X000568.SZ,0,0,0,0,0.310252877723316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550167913965929,0,0,0.00574022700963338,0,0.0620085069021175,0,0,0,0,0,0,0,0.16738702679938,0,0,0,0,0.156129859877842,0,0,0,0,0.0130007462427168,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0331592749358039,-0.0202552888534058,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194294717963517,0,0,0,0.0959500905700815,0.00623295466998647,0,0,0,0,0.0358791473459446,0,-0.0218069554142447,0.0460476780853241,0,0,0,0,0,0,0,0.102106780204285,0,0,0,0.0641750691249795,0,0,0,0.0337917600717627,0,0,0,0,0,0.230141702932997,0,-0.0128065416941346,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0738605041178851,0,0,0,0,0,0,0,0,-0.0700647881284824,0.249993051557921,0,0,0.180407776993463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271320257055302,0,0,0,0,0,0,0,0.0217467973175924,0,0,0,0,0,0.000214509357746407,0,0.0868105669123059,0,0,0,0,0
