,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600703.SH,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X601877.SH,X300142.SZ,X002007.SZ,X000100.SZ,X000157.SZ,X000066.SZ,X300136.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X600271.SH,X002008.SZ,X300014.SZ,X000977.SZ,X002463.SZ,X600177.SH,X002506.SZ,X002129.SZ,X002456.SZ,X600066.SH,X002371.SZ,X600498.SH,X600867.SH,X002508.SZ,X002180.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.22656888725698,0,0,0,0,0,0.159336882410344,0,0,0.225693420588637,0,0,0,0,0,0,0,0.00808025847634635,0,0,0.0166868235550951,0,0,0.0136176203379704,0,0,0,0,-0.0232047603048581,0,0,0,0,0,0,-0.0680826366298858,0.00663536520282882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199238008117621,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0561056287673001,0,0,0.466514034851636,0,0,0,0,0,0.0743241298069228,0,0,0,0.0256877215391621,8.67361737988404e-19,0.00486547853122392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219951486587954,0,0,0,0,0.057967973353217,0,0.0154327711297747,0,0,0,0,0,0,0,0,0,0,0,-0.0149636711398479,0,0
X600276.SH,0.00505606904755215,0,0,0,0,0,0,0,0.0626182790009036,0,0.198415356861138,0,0,0,0,0,0,0.0986726077906408,0,0,0,0,0,0,0,0,0,0,0,0.00311014789575003,0,0,0,0,0.12148129696249,0.070866392120442,-0.0599185379899325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359333056401967,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173980479954359,0,0,0,0,0,0.105298545831632,0,0,0,0,0,0,0,-0.0745384719597496,1.73472347597681e-18,0,-0.0157936147965888,0,0,-0.0777864287340169,0,0,0,0,0.0920471602667756,0,0,0,0,0,0.0857907709576143,0,0.0967951854413225,0,0,-0.00604962417015412,0,0,0,0.0241251510223582,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521302491215601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193756107955678,0,0,0,0,0,0,0,0,0.0542853855984165,0,0,0,0,0,0,0,0,-0.0470018246602736,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.106523690074972,0,0,0,0.187904032464825,0,0,0,0.0478603029842544,0,0,0,0,0.0383814596167249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401514290751486,-0.0137343883619179,0,0,0.00953564972254913,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115400288153813,0,0.0440857241294482,0,0,0,0.126550171387938,0.0179009016704683,0,0,-0.0443545993069418,0,-3.46944695195361e-18,0,0,0,-0.0774377954847622,0,0,0,0,0,0,0,0.0383800340882508,0,0,0,0,0,0,0,0,0,0,0.0536045195755977,0,0,0.0525065977527829,0,0,0,0,0.106316209101696,0,0
X002475.SZ,0,0.194286641908393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108605655205484,0.132575861311985,0,0,0,0,0.137739419729139,0,-0.00991301442618178,0.0300902438594854,0,0,0,0.146505273116735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482863153486605,0,0
X002304.SZ,0.212266973573685,0.0572782113146629,0.069511558365849,0,0,0,0.111720382626164,0.0338541315136324,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.022978584119364,0,0.0446331989426931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000947799916809677,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150820800596509,0,0,0,0,0.00292985884491557,0,0
X000063.SZ,0,0,0,0,0.0182517752493742,0,0,0.151502823394355,0,0,0.0663110129554784,0,0,0,0,0.0537274272555483,0.0786948091318933,0,0,0.170500583379508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105563988316264,0.00085017849413174,0,0,0,0,0,0,0.0135240956161378,0,0,0,0,0,0,0.0192014601129461,0,0,0,0,0,0,0
X000568.SZ,0.220180647515353,0.525859982562377,0,0,0,0,0,0,0,0.0421899569736914,0,0,0,0,0,0,0.0163959130296565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00496949606070741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328816789614478,0,0,0,0.0435968172158949,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.126725587838477,0,0,0,0,0,0,0,0,0.0587319613263641,0,0,0,0.052170105071922,0,0,0,0,0,0,0.029414932925815,0.0583476284029105,0,0,0,0.0391832252584313,8.67361737988404e-19,0,0,0,0,0,0,0.0630257535682765,0,0,0.000344717309140024,0,0,0,0.0398279707486365,0,0.0172839713618316,0,0,0,0,0.00637015958036452,0,0
