,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000338.SZ,X600031.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002463.SZ,X002241.SZ,X000157.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X600522.SH,X000977.SZ,X002028.SZ,X600741.SH,X002236.SZ,X600183.SH,X000921.SZ,X002049.SZ,X601877.SH,X600487.SH,X002223.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X000400.SZ,X002129.SZ,X600418.SH,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127683566151148,0,0,0,0.127113913238551,0,0,0,0.204124927914266,0,0,0,0,0,0,0,0,0.0493989048982168,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486301000577838,0,0,0,0,0,0,0,0,0,0,-0.013531065151697,0,0,0,0.0136762050581623,-0.0266070884768788,-0.0172173739252686,0,0,0,0.0149007900367461,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0135665578421738,0,0.107208079718578,0,0,0,0.402825622738766,0,0,0,0,0,0,0,0,0.217078366153473,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0125231178378121,0,0,0,0,0,0,0,0,0,0,0.0392722046678028,0,-0.0131847913633687,0,0,0.0107282361197505,0.0357422485210743,0,0,-0.0241180417420973,0,0,0,0.00251172006918506,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13772286832179,0,0,0.00790796524657054,0.0372264230454327,0.123500830637408,0,0,0,0,0,0,0,0,0,0.00262316548697567,0,0,0,0.14102551222484,0,0,0,0,0,0,0,0,0,0.152073115633353,0.0369444118706358,0,0,0,0,0.0126295820586896,-0.174931644944728,0,0,0.0217094909232014,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402293062343488,0,0,0,0.0836277534223125,0.478385848512025,0,0,0,0,0.00537921332805957,0,0,0,0,0,0,-0.00108807177967112,0,0,0,0,0,0,0,0,0.0214131280507817,0,0,0.0632331090553355,0,0.0414472983508426,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0386671399227085,0,0,0,0,0.173017878394655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156588141772466,0,0,0,0,-0.168105618731345,0,0,0,0,0,0,0,0,0.00679440539553096,0.0515405917120349,0,0,0,0.103136346496313,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.110296557868575,0,0,0,0,-0.0217608985341551,0,-0.0599772969724174,0,0,0.204750465210348,0.00485299358714607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368656676483957,0,0,0,0,0,0,0.0154738271738126,0,0,0,0,0,0,0.0243977970345489,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0534514685953843,0,0,0,0,0,0,0,0,0.0326978975833868,0.125428636332301,0.0872973849088253,0.0117812720701479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285094826743392,0,0,0,0,0,0,-0.00958356316112236,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191697858473392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334194900289955,0,0,0.102294738857822,-0.0361633314681465,0,0,0,0,0,-0.048086227886833,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.330425589193609,0,0,0,0,0.114249038498699,0,0,0,0,0,0,0,-0.0597207550984014,0,0,0,0.071296147729519,0,0.100934782566768,0,0,0.0880996839133824,0,0,0,0,0,0,0,0,0,0,0.0191724500187036,0,0,0,0,0,0,0,0,-0.0174149410154388,0,0,0,0,0.00495646444461745,0,0,0,0,0,0,0
X000568.SZ,0,0.821457746527736,0,0,0,0,0,0,0,0,0.022155751307472,0,0,0,0,0,0,0.0139841258601675,0,0.152378975464166,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0639845272516124,0,0,0,0,0,0,0,0,0,0,-0.105252658044466,0,0,0,0,0,0,0,0.165918723782699,0,0,-0.000688219098758935,-0.0386299845665559,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0626911933600876,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0731269685570826,0,0,0,0,0,0,0,0,0,0.307736305819261,0,0,0,0,0,0,0,0.124807083366698,0,0,0,0,0,0,0,0,0.0667655413267318,0,0,0,0,0.0205138055310247,0.0843943931633004,0,0,0,0,0
X600104.SH,0,0,0,0.043302211373286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766985333914786,0,0,0,0.0654794652667861,0,0,0,0,0,0,0,0,0,0,-0.0392273332203392,0,0,0,-0.0403847415526963,0,0,0,0,-0.0323008975585502,0,0,0,0,0.0171251816150648,0,0.0791621013539777,0,0,-0.0668860346281192,0.0267746298910921,0,0,0,0,0,0
X000725.SZ,0,0,0,0.00779581395908759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216075060235127,0,0,0,0.1383706499798,0,0,0,0,0,0,0.163938452509079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677192763510351,0.0506811470714252,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.090114713334,0,0,-0.0109595872153992,0,0,0,0,0.0589513816692771,0,0,0,0,0,0,0.0871288750636261,0,0.105702082763075,0,0,0,0,0,0.0454917876645579,0,0,0,0,0,0,0,0,0,0,0.194481700263954,0,-0.0355999439493798,-0.0470062667132832,0.0766739641898387,0.0508861327999135,0,0,0,0,0,0,0.0257658786896084,-0.307296532642948,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0493717260495022,0.158635021421007,0,0,0,0.00659477822119542,0,0,0,0,0,0,0,0,0.621469314470897,0,-0.0365208064615567,0,0,0.0914570105109472,-0.0982892833904735,0,0,0,0,0,0,0,0,0,0,0,0,-0.127604389668473,0.0959524027253585,0,0.063862955193482,-0.00481963837086212,0,0,-0.0223880485274333,0,0,0,0,0,0
