,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X300014.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600741.SH,X600089.SH,X002074.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X600884.SH,X601799.SH,X600584.SH,X000733.SZ,X002180.SZ,X600563.SH,X600522.SH,X002414.SZ,X600183.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.438995551096889,0,0.0514808831406098,0.0603032861578606,0,0,0,0,0,0,0,0,0,-0.0754546462997792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00568416874173825,0,0,0,0,0,0,0.0472810932345838,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0087057713627239,0,0,0,0,0,0
X000858.SZ,0,0,0,0.301338135963626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0857885619772217,0,0,0,0,0,0.167887779970036,0,0,0,0,0,0,0,0,0.107863592748645,0.0531684073686996,0,0.100815568196169,0,0,0,0,0,0,-0.0570487268440108,-0.0287397270516264,0,0,0,0,0,-0.0134092681555921,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.111159355041273,0.142020557095081,0,0,0,0,0,0,0,0,0,0,0,0,0.0265091937684923,0,0,0,-0.118493171546977,0,0,0,0,0,0.0166494773195833,-0.00393650567603479,-0.0250721254277358,0,0.0761593630294903,0,0,0.0608752252232373,0,0,0,0,0,0,0,0,0,0,0,0.013105033363089,0,0,0,0,0,0,0
X600809.SH,0,0.183189930197922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758007638329294,0,0,0,0.0644278802995398,-0.154212738386869,0,0,0,0,0.334593101892143,0,0.0475861246700785,0,0,0,0,0,-0.0271269183472221,-0.0503248085706815,-0.0527960200892654,0,0,0,0,0,0,-0.0140369251811319,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,-0.0333487024267262,0,0,0,0,0,0,0,0,0,0.0011813564933944,0,0,0,0,0,0,0.222473932733701,0,0,0,0,0,0,0,0,0,0,0,0,0.209266347895483,-0.0388108192506521,0.186734598756579,0,-0.113605525779025,0,0,-0.131661938690564,0,0,-0.129003674170209,-0.00213951153235177,0,0,0,0,0,0.0298147463559095,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0622354148757808,0,0,0.0876048824028968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733611228391829,0,0.0988220798629624,0.0363480677850179,-0.0621948952028743,0.0336064476710168,0,0.149289787639481,0,0,0,0,0,0,0,0,-0.116719742137047,0,0,0,0,0,0,0,0,0,-0.195471830519783,0,0,0,0,0,0,-0.0345270212766676,0,0
X300014.SZ,0,0,-0.27107617840866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475760088791292,0.124721368507142,0,0,0,0,0,0,0.0651634813991955,0.108873950573688,0.0124565905018244,0,0.0584127983772856,0,0,0,0,0.0201968948724836,0,0,0,0,0,0.0418484247601036,0,0,0,0,0,0,0,0,0,0,0,0,0.0819697246887571,0,0,0,0.0548642745646529,0,0
X002475.SZ,0.113234526063256,0.170011115908254,0,0,0,0,0,0,0,0,0,0.0646216121626961,0.10616590792538,0.0270803013293332,0,0,0.0948897716848231,0,0,0,0.0304059040723304,0,0,0,0,0,0,-0.00993440704455729,-0.0391731393785669,0.0302481034861426,0.0540237553533602,0,0,0,0,0,0,0,0,-0.0817701203587563,0,0,-0.122002824928202,0,0,0.127603381742756,0,0,0,0,0,0.0113332454350167,0,0,0,0,0.103366977767768,0,0
X002304.SZ,0,0.18313212902415,0,0.240497050086409,0,0,0,0,0,0.20726007533763,0,0,0,0,0,0,0,0,0,-0.117251243662406,0,0,0.0274723808687439,0,0,0,0,0,0.0242574727020167,0,0,0,0,0,0,0,0.138688368372345,0.080433200243544,0,0,0,0,0,0,0,-0.0334170491925187,0,0,0,0,0,0.0109989485201814,0,0,0,0,-0.0301412717843984,0,0
X600690.SH,0,0,0,0,0,0.0562946341430271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209030685641178,0,0,0,0,0,0,0,0,0.0135225116823941,-0.135595081329093,0.104441964465688,0,0,0,0,0,0,0,0.0351269812648807,-0.00988569723102886,0,0,0,0,0,-0.019125323740805,0,0,0,0,0,0,0,0,0,0,0,0,0
