,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X600703.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002508.SZ,X002007.SZ,X000066.SZ,X300136.SZ,X600699.SH,X000981.SZ,X300003.SZ,X600867.SH,X002294.SZ,X600487.SH,X002074.SZ,X000559.SZ,X002180.SZ,X002008.SZ,X002292.SZ,X600498.SH,X600809.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0767254309963657,0,0,0,0,0,0,0,0.00960104406063299,0,0,0,0,0,0,0,0,0,0,0.00985506313289231,0,0,0,0,0,0,0,0,0,0,0,-0.0216611648019323,0,0,0,0,0,0,0.0536966130141294,0,0.0499798974316337,0,0,0,0,0.136220770641743,0,0,-0.0173097533599081,0.00958492498331078,0,0,0,0,0,0
X600104.SH,0,0,-0.0231104632619788,0,0,0,0,0,0,0,0,0,0,0,0.382922743701885,0,0,-0.0824369593575256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171595281039153,0.00786689500966549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146683490081193,0.00540790158605046,0,0,0,0,0,0
X002415.SZ,0,0,0,0.141502785238025,0,0,0,0,0,0,0.0640886763539808,0,0,0,0,0,0,0.0956995616094738,0,0.203109346803999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226619202533731,0,0,0,0,0,-0.0846604421099346,0.0760343069476408,0,0,-0.0153573148745585,0.0094906160288631,0,0,0,0,0,0
X000651.SZ,0,0,0.0153175111514859,0,0,0,0,0,0,0,0,0,0,0.0993065068924593,0,0,0,0,0,0.134952642240905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795184344402301,0,0,0,0,0.0535888937211982,0,0,0,0,0.169034291134777,0,-0.0221535538420185,-0.00103144753881906,0.00424701222795904,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0811659334484697,0,0,0,0,0.154221582792497,0,0,0,0,0.387111867514111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293011743994745,0,0,0,0,0,0,0,0,0,0.00193822909034272,0.0030979326350287,0,0,0,0,0,0
X002304.SZ,0,0.118991892415001,0,0.113495084620279,0,0,0,0,0,0,0,0,0.0446222226126831,0.106806985589671,0.231696706719651,0,0,0,0,0,0.0774505832413953,0,0,0,0,0,0,0,0,-0.0414112933712944,0,0,0,0,0.0149015611387299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151813326117747,0,-0.0584550945599348,0,-0.00253742079209009,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.183398659432525,0,0,0,0,0,0,-0.0267180679929513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166492201242254,0,-0.0771399318137103,0.0194575456291608,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.222089541017022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107300491697752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153992253720078,0,0,0.0215974474485893,0,0,0,0,-0.0230477217801168,0.00458878020944636,0,0,0,0,0,0
X000625.SZ,0,0.183291134429185,0,0.0575385652855408,0.100841139855585,0,0,0.045963375463075,0,0,0,0,0,0,0.0430758423729538,0,0,0.183330072520149,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00507051740571377,0.00142457224409619,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674514436973357,0,0,0,0.0296834166647993,0.0208185877420434,0,0,0.0387516951528334,0.106737272777398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158714639801434,0.00896361887856399,-0.0049746049428895,0,0,0,0,0,0
