,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X002304.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X002371.SZ,X300014.SZ,X601877.SH,X600183.SH,X300003.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X002007.SZ,X000625.SZ,X002008.SZ,X000977.SZ,X300142.SZ,X002129.SZ,X300136.SZ,X600271.SH,X002180.SZ,X000066.SZ,X002463.SZ,X002179.SZ,X600584.SH,X600177.SH,X600066.SH,X002049.SZ,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0565844045353715,0.0237324377187072,0,0.0217544934367363,0,0,0.11936030573562,0,0.167438915096266,0,0,0,0,0,0,0.0989278855264391,0,0,0,0,0,0,0,0.121693188185353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275176450174286,-0.0372531912013657,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00240413016174089,0,0,0,0,0,0,0.0099576047718676,0.484940087225966,0,0,0,0,0,0,0,0.0290405436765969,0,0,0,0.000534558156780526,0,0,0,0,0,0.00347863075650511,0,0,0.0472166335231125,0,0,0,0,0,0,0.0739677356445518,0,0,0,0,0,0,0,0,0,0,0,-0.00948714272159036,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.260603552922686,0,0,0,0,0,0,0,0.167062610832172,0,0,0,0,0,0,0,0,0,0,0.08336296025682,0,-0.127526183805381,0,0,0,0,0,0,0,0,0,0.0605777785171162,0.0468538103956104,0,0.108152185547025,0,0,0,0,0,0,0,0,0,0.14028705261076,0,-0.0316051207173892,0.0505835963447603,0,0,0,0,0,0
X600276.SH,0.215974878173507,0,0,0,0,0,0.00567295452145107,0,0,0,0,0,0,0.134104658283571,0,0.119200579871921,0,0,0.100353952081853,0,0,0,0,0,0,0,0,0.0180012451873179,0,0,0,0.195642503515889,0.0120073909567748,0,-0.114711897081189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335682283204658,-0.00770064665718176,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.259890281638014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177016385946542,0,0,0,0,0,0,0.15846740108099,0,0,0.233566773702109,0,0,0,0.141154499337018,0,0,0,0,0,0,-0.0142148757688607,0,0,0,0,0,0,0,0.00685432041924331,0,0,0,0,0.0142046828604743,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.109180351132757,0.0776494891657711,0,0,0.0848376525093248,0,0,0,0.0122730307175073,0,0,0,0,0,0,0,0,0.0323118214381917,0.184215801662451,0.0642213002831233,0,0,0.0392812187506975,0,0,-0.0631191333868654,0,0,0,0,0,0,0,0,0,-0.0294505986335227,-0.127329504473847,0,0,0,0,-0.00818041361838219,0,0,0,0,0.00285742744496643,0,0
X002475.SZ,0.0105247891563561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578913772477218,0,0,0,0,0.374543329164887,0,0,0.0566289075735592,0,0,0,0,0.0836708027647882,0,0,0,0,0,0,0,0,0,0.0120198828011899,0,0,0.00119322930768114,0.221454391302464,0,0,0,0,0,0,0,0,0,-0.0553942584389044,0.0754156746868976,0,0,0,0.00613443708926893,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190366371418567,0,0,0,0,0,0,0,0,0,-0.0468950768384757,-0.0661983429416611,0,0,0,0,0,0.0306802114994682,0,0,0,0,0.00358915304297164,0,0.157290814818968,0.158719355906308,0,3.46944695195361e-18,0.148667909143814,0,0,0,0,0,0,0,0,0,-0.0139824010366068,0.0357922701698306,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198009589107224,0,0,0,0,0,0,0,0.000549572792695642,0,0,0,0,0,0.191804391502253,0,0,0,0,0.134356038548655,0,0.160857306187278,0.06358343090227,0,0,0,0,0,0,0,0,0.0672543745121095,0,0.115639995241773,0,0,-0.023678228004219,0.0214092344184971,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116275666962755,0,0,0,0,0.30661227405849,0,0,0.0952619695490308,0,0,0,0,0,0,0,0,0,0.0958814872716092,0,0,0,0,0,0.0547573618735325,0.0178902368993833,0,0,0,0,0,0,0,0,0,0,-0.0147748363883567,0,0,0,0,0,0
X002304.SZ,0,0.0711118192271492,0.139038290762897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967407054763975,0,0,0,0,0,0,0,0,0,0,0,0.0400789305680619,0,0,0,0.0072558028883666,0,0.0518425878145583,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0689145522652532,0.0391322109726207,0,0,0,0,0,0
X600031.SH,0.0207678133476504,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.166423120126602,0,0,0,0.0691106601767042,0,0,0,0.0483195599030193,0.13562032219677,0.080816375209375,0,0,0,0,0,0,0,0.385488516736018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239714150379258,0.0398408105094247,0,0,0,0.0168031104041739,0,0
X000568.SZ,0,0.660979379905703,0,0,0,0,0,0,0,0,0,0.0136545288294322,0,0,0,0,0,0,0.114857022623617,0,0,0,0,0,0,0,0,0.0119980118934717,0,0,0,0,0,0,0,0,0,0,0,0,0.0143015044527767,0,0,0.0135121025437636,0,0,0.00307535436750164,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.27419784768457,0,0,0,0,0.0286908271115621,0,0,0,0,0,0,0,0,0,0,0,-0.103014975246198,0.135614726776484,0,0,0,0,0,0.0126073040677826,0.165361327466002,0,0,0,0,0.010474752266943,0,0,0,0,0,0,0,0,0.104474997210753,0,-0.0146334779029532,0,0,0,0,0,-0.0858831262405013,0,-0.029096844704107,-0.0437785256617767,0,0,0,-0.0936410285262508,0,0
X000338.SZ,0,0,0,0,0,0,0.184595257881407,0,0,0,0,0.196357585993656,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549289159220523,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0205325908153001,0.0819694316887699,0,0,0,0,0,0,0,0,0,0,-0.0323785901163676,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.265016361103178,0,0,0,0,0,-0.106341504735618,0,0,0.141113634294683,0,0,0,0,0,0.244661716516291,0,0,0,0,0,0,0,0,0.0474038640529553,0,0,0,0,0,0,0,0.0519265648015723,0,0,0,0.0652700024637683,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303505393457771,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416985878977228,0,0,0,0.0649784768988666,0,0,0,0.0939036965646238,0.104046212873001,0,0.0728271592666063,0,0,0,0.159409736436042,0,-0.0962655973436646,0,0.0967462601794778,0,0,0,0,0,0,0,0,0.144893621404404,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327734662208176,0,0
X600741.SH,0,0,0,0,0.0513869806210528,0,0.0405774421707392,0,0,0.0586981811663412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310258452680019,0.108386183220326,0,-0.0176785734271371,0,0.0639696071115265,0,0,0,0,0,0,0,0.117110422585272,0,0,0,0,0,0,0,0,0,0,0.020842599865557,0,0,0,0,0.00263416993098356,0,0
X600809.SH,0,0,0,0.141175868956475,0,0,0,0,0,0,0,0,0.217818608115059,0,0,0.0339227461970492,0,0,0,0.0821041780144902,0,0,0,0,0.0273776506264804,0,0,0.00886423905985738,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433963285883495,-0.0308910328797913,0,0,0,-0.00460022970827174,0,0
