,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X600703.SH,X600741.SH,X002292.SZ,X000100.SZ,X600066.SH,X600031.SH,X002241.SZ,X002236.SZ,X600118.SH,X600177.SH,X600372.SH,X002506.SZ,X000559.SZ,X000157.SZ,X002475.SZ,X000568.SZ,X000338.SZ,X002085.SZ,X300003.SZ,X600089.SH,X300124.SZ,X002074.SZ,X002294.SZ,X600867.SH,X002456.SZ,X002426.SZ,X002465.SZ,X600498.SH,X002180.SZ,X002007.SZ,X002008.SZ,X000869.SZ,X601877.SH,X002508.SZ,X000977.SZ,X000050.SZ,X002049.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0957301933269419,0,0,0.416028712197422,0,0,0,0,0,0,0,0,-0.0041096714515683,0,0,0,0,0,0,0,-0.0500232158453483,0,0,0,0,0,0,0,0,0,-0.0568268403833184,0.0451419622929577,0,0,0,0,0,-0.0789535250630308,0.0955448247224806,0,0,0.0532525674026822,0,0,0,0,0,0,0,-0.0218460649697143,0.0430404699787584,0,-0.149240732685717,0,0,0,0
X600104.SH,0.070134303815929,0,0.159488546913037,0,0,0,0,0,0,0,0,0,0,0.377007883563561,-0.0191893317853066,0,0,0,0,0,0,0,0,-0.0283376644234059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010347486611764,0,0,0,0,0,0,0,0,0,0,-0.00936282932799973,0,0,0,0,0,0,0
X002415.SZ,0,0.113773543461196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295970090831544,0,0,0,0,0,0,0,0.038601174996456,0.0197724986636798,0,0,0,0,0,0,0,0,0.106910518531136,0,0,0.105874206287409,0,0,0,0,0,0.0406598851138575,0,0,0,0,0.0387259432146444,0,0,0,0.0438818730359467,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0490337348356746,0,0,0,0,0,0,0.0499237039688862,0,0,0,0,0,0,0,0,0,0,0,0.0190335529029558,0.0332904626342642,0.0135530364719696,0,0,0,0,0,0.0414965152929505,0,0,0,0.00338978083388323,0,0,0,0,-0.0451210021936465,0,0,0,0,0,0,0,0,0,0,0,0,0.0407302196909247,0.00377293966350018,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.137187395382085,0,0,0,0,0,0,0,0,0.10116363585764,0,0,0,0,0.0196682457755356,0,0,0,0,0,0,0,0.23358391026928,0,0,0,0,0,0,0,0,0,0,0,0.0303588921957952,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00623413728876638,0,0,0,0,0,0,0
X002304.SZ,0.205033002457071,0.115381727998973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922883631402212,0,0,0,0,0,0,0,0,0.0555905964990635,0.109247234902141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102865855678503,0.0148952696194552,0,0,0,0.0877313677007073,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.177075098501555,0,0,0,0,0,0,0.0468230108553054,0,0,0,0,0,0.0877397184823818,0,0.0430580534063678,0,0,0,-0.0258158015234553,0,0,-0.119366662176124,0,0,0,0,0,0,0,0,0,0.122749441989729,0,0,0.0556902403382195,0,0.0769323459819126,0,-0.0908236454425977,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0111893035743561,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784213663165141,0,0,0,0,0,0,0,0,0.0923341009495781,0.149594892943476,0,0,0,0,0,0,0,0,0,0,0,0.0659738212635365,0,0,0.0713962009202694,0,0,0.0549562170065598,0,0,0,0,0.0403420912509835,0,0,0,0.00124064487877187,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.110434496534821,0,0,0,0.0221992996025721,0,0,0,0.0572370102777072,0,0,0,0.026186884223908,0,0.116623159946918,0.0574349900404727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368537887964584,0,0,0,0,0,0,0.0240559714709365,0,0.094216127072783,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.482581170330713,0.0282099520472021,0,0.17977844204806,0,0,0,0,0.0582721056866098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321215438859326,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0755684571560651,0,0,0,0,0.145625087499435,0,0,0,0.199098556362899,0,0,0,0.145441578150638,0,0,0,0,0,0,0,0.0421570735013469,0,0,0,0,0,0.0368676290168058,0,0,0,0,0,0,0,0,0,0,0,0.0510273456236423,-0.184270839287733,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285140972837493,0,0,0,0,0.05937292851705,0.0904976722725182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114677873468343,0,0,0.0753229148360103,0,0,0,0.0166431696502229,0.049244766622675,0,0,0,0.0250949335247489,0.0075631956004351,0,0,0,0,0,0
X600741.SH,0,0,0.0559319905396161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156570384908033,0,0,0,0.146073556806729,0,0,0.0402555360959561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028512380336841,0,0,0,0,0,3.46944695195361e-18,0.154949907592771,0,0,0,0.0171559598818141,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274739992665527,0,0,0,0,0.299633929257651,0,0,0,0,0.138939872648153,0,0,0,0,0.153226348659073,0,0,0.203665360377671,0,0,0,0,0,0,0,0,0,0,0.195458678027364,0,0,0,0,0,0,0,0,0,0,0
