,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X000596.SZ,X600703.SH,X600271.SH,X000661.SZ,X002236.SZ,X600809.SH,X000100.SZ,X000625.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X300142.SZ,X600487.SH,X000157.SZ,X002007.SZ,X002456.SZ,X600498.SH,X002506.SZ,X600776.SH,X000977.SZ,X600522.SH,X600066.SH,X000050.SZ,X600867.SH,X002241.SZ,X600177.SH,X002179.SZ,X600566.SH,X600089.SH,X002129.SZ,X002508.SZ,X300146.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.228406911304271,0,0,0,0.0382456529164802,0,0,0,0,0,0,0,0,0,0,0.0396373664593569,0,0,0,0,0.0381164710015778,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216859822961159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205215895729647,-0.00444862766695611,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.198959373043726,0,0,0.143404130002826,0,0,0.0979962338323615,0,0,0,0,0,0,0,0.115909448176708,0.235556332873453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398302134848939,0,0,0,0,0.00404924886870368,0,0,0,0,0,-0.0078415808809941,0,0,0,0,-0.0201804924920905,0,0
X000651.SZ,0,0.289564284480607,0,0,0,0,0,0,0,0.0192095577201457,0,0,0,0,0,0,0,0,0,0,0.116554345577521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211578011173936,0,0,0,-0.0146478157028515,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122002616365007,0,0,0,0,-0.00645554439069169,0,0
X600104.SH,0,0,0,0,0,0,0,0.0428122335469761,0,0,0.00789343381219401,0,0.034909977238716,0.251967272402339,0.0262385061703848,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0554147442432513,0,0,0,0,0,0,0,0,0,0,0,0.0750232723998851,0,0.047742001373575,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447080255873627,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00857077071209398,0.0397603637555885,0,0.027272343660755,0,0,0,0.0843046574655761,0,0,0,0,0,0.296564290131079,0,0,0.0080821178505806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395937017269665,0,0,0,0,0.0121702890717428,0.0693145653618848,0.000260520610845154,0,0,0,-0.0202020431755471,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.139807265504272,0,0,0,0,0,0,0,0,0,0,0.0622413274878051,0,0.0909294343958443,0,0,0,0,0,0.0836362664296013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654525747845384,0.131834521557013,0,0,0,0.012958103081202,0,0,0,0,0,0,0
X002304.SZ,0,0.0530960816579471,0.126900611025106,0,0,0,0,0,0,0,0.0580967813379678,0.0264151714698165,0,0.132186077057316,0,0,0.157779032058093,0,0,0,0,0.173442113563406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728993188384517,0,0,0,0,0,0,0,0.0902677722553181,0.00296262150536325,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0873061557543801,0,0,0,0,0,0,0,0,0,0,0,0,0.06831067979349,0.00107645736815448,0,0,0,0,0,0.00558672787800902,0,0,0,0.0124166679879409,0,0,0.0770666538015119,0,0,0,0,0,0,0.303569301289401,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,-0.0101739240575837,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0531780864028895,0,0,0,0.166805544745609,0,0,0,0,0,0,0.0717981950768434,0,0,0,0.195201653488842,0.049584892436163,0.00135123751345751,0,0,0,0,0,0,0,0,0,0.0115805000661504,-3.46944695195361e-18,0,0,0.0732180947157896,0,0,0,0,0,0,0.119210503320032,0,0,0,0,0,-0.0380547915726272,0,0,0,0,0.0259582429402802,0,0
X600690.SH,0,0.251651271991403,0,0,0,0,0,0,0,0,0,0,0,0,0.109379518392152,0,0,0,0,0,0,0,0,0.0996429931308084,0,0,0,0,0,0,0,0.0497853784541264,0,0,0,0,0,0,0,0.00106398243511953,0,0,0,0,0,0,0.337442853994365,0,0,0,0,-0.00378191724157241,-0.0304369721689725,0,0,0,0,0,0
