,X600519.SH,X000858.SZ,X600809.SH,X600690.SH,X002415.SZ,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600066.SH,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002236.SZ,X002241.SZ,X002028.SZ,X000977.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X002180.SZ,X600487.SH,X600060.SH,X600566.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0959133118171404,0,0,0,0.269719386063505,0,0,0,0,0,0,0,0,0,0,0.0225851240355309,0,0,0,0.0111556197195383,0,0,0,0.0113549190965063,0,0,0,0,0,0,0,-0.000521674446956734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012023857982361,-0.000248441895065865,-0.0184317170745003,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.322582270508146,0,0,0,0,0,0,0,0,0,0,0.130437766907313,0,0,0,0.0245135861105391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629186207124257,0,0.0573967905201015,0,0.0485258823229042,0,0,0,0,0,0,0,0,0,-0.0227143523205015,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.306544036244605,0,0,0,0,0,0,0,0.0299855061464297,0,0,0,0.0440022880187787,0,0,-4.33680868994202e-19,0,0,0,0.00802846895368083,0,0,0,0,0,0,0,-0.0196159628946119,0,0,0,0,0,0,0,0,0,0,0,0.0665927608656734,0,0,0,0,0,-0.0703381037568903,0.0345252193260419,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0938486428491547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649913457912518,0,-0.0069135144709283,0,-0.0588294634052319,0.149288845092005,0,-0.0229093700512347,0,0,0,0,0,0,0.00553054396253765,0,0,0,0,-0.0139613799981761,0,0,0,0,0.0740468881473574,0.0512024787425337,0,0,0,0,-0.0840804559245642,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.115857482361681,0,0.0531203702634531,0,0,0,0,0,0,0,0,0.0497822911346212,0,0,0,0,0,0,0,0,0,0,0,0,0.137864478070185,0,0,0,0,0,0.0639208086149046,6.93889390390723e-18,0,0.0747953868972979,0,0,0.0542044321977091,0,0,0.00955192784055557,0,0,0,0,0,-0.00397349817941228,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670300918253009,0,0.141439227973142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134126379973418,0,0.00504632394509509,0,0,0.156988912666147,0,0,-0.0499097912955677,0.157971597473058,0,0,0.0359003344669732,0,0,0,0,0,0,0
X000568.SZ,0,0.955539511804151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836361137267092,0.0891210175146282,0,0,0.00795337899179785,0,0,-0.0941994471332028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431591339554819,0,0,0,0,0,0,0,0,0,0.0419815431061475,0.034882628677091,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.00412677147902704,0.0111647975852254,0,0,0,0,0.0930939329278135,0,0,0,0,-0.193671110785179,0,0.0382563457771261,0,0.138921809635494,0,0,0,0.0696785154148054,0.0026003689029294,0,-0.0169674113383764,0.182180573766083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00561092962829528,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677223633792007,0,0,0,0,0,0,0,0,0,0.308877699167655,0,0,0.112973200536269,0,0,0,0,0.342095018381219,0,0,0,0,0,0.0293695939982461,0,0.0442269237014946,0,0,0,0,0.121541871340772,0,0,0,0,0,0,0,0,-0.176997337837584,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.276474947302686,0,-0.0390623236480505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101146345345566,0,-0.133466888226228,0,0,0,0,0.132755287086406,0,0,0,0,0,0,0,0,0,0.0270196060381707,0,0,0.25147231238227,0,0.0673539104125885,-0.0261559786404476,-0.0412902342653237,0,0,0,0,0,0
