,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X002506.SZ,X000100.SZ,X002241.SZ,X600066.SH,X600118.SH,X600031.SH,X000559.SZ,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002049.SZ,X002475.SZ,X002465.SZ,X600089.SH,X000568.SZ,X000338.SZ,X600177.SH,X300124.SZ,X600498.SH,X002294.SZ,X601877.SH,X002456.SZ,X000869.SZ,X300003.SZ,X600867.SH,X002129.SZ,X002085.SZ,X002074.SZ,X002426.SZ,X000547.SZ,X300146.SZ,X000977.SZ,X600582.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0643019200041348,0,0,0,0,0,0,0.0995563109618944,0,0,0,0.00331051654551545,0,0,0,0,0,0,0,0,0,0,0.098824844287526,0,0.004175844823128,0,0,0,0,0.0303746951958673,0,0.012976168573491,0.0149453411605843,0.00994307203828915,0,0,0.0280538057890945,0,0,0,0,0,0.00725021186296776,0,0,0,0,0,0
X600104.SH,0,0,0,0.0732956273842639,0,0,0,0,0.115381391705005,0,0,0,0,0,0.0130449023553766,0.126827420554699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435104084082992,0,0,0,0.0295331177160398,1.0842021724855e-19,0.0124773948147636,0,0,0,0,0.0431755523273772,0.0447749796338142,0,0,0,0,0,0,0,0.0100512378603278,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754974186643218,0,0,0,0.0739582913914394,0,0,0,0.0508783572845034,0,0,0,0,0,0.391457440654748,0,0,0,0.086679489361864,0,0,0,0.0385235335936773,0,0,0,0,0,0,0,1.73472347597681e-18,0.0234944873265991,0,0,0.0469528894922939,0,0,-0.0287727628784276,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.103563283612965,0,0,0.00447479613266548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.285132324370906,0,0,0,0,0,0,0,0,0.0272728336505987,0,0,0,0,0,0,0,0,0,0.0381323796788526,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0483235619266243,0,0,0.059606472543068,0.0175565612420747,0.0201933926627344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043602199383594,0,0,0,0,0,0.115071108408563,0,0,0,0,0.0335471001212709,0,0.0714741359791066,0,0,0,0.0449387548484049,0,0,-0.00198226758737813,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0132891218357116,0,0,0.0378339675960334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101717768585241,0,0,0,0,0.0226297832992068,0,0,0,0.0708808637685217,0,0,0,0.0528837088828511,0.018501638061364,0,0,0.190142146227187,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0545460445190697,0,0,0,0,0,0,0.111447527584665,0,0,0,0,0,0.0240706949290257,0,0.0812578373499382,0,0,0,0,0,0,0,0,0,0,0.128902817864652,0,0.125619796482967,0,0,0,0,0,0,0,0.00986838208894733,0,0,0,0,0,0.056963311128387,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.13122106902309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0416456931737668,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.106923722865322,0,0,0,0,0,0,0.0838575074269985,0,0,0,0,0,-0.0296576895644074,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0623210443200461,0,0,0,0,0,0,0.227251881057466,0,0,0,0,0,0,0,0,0,0,0.0901437641888591,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0285204177315869,0,0,0,0,0.0472329010127911,0,0.14817512009478,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950480480747913,0,0,0,0.0456791557045116,0,0,0,0,0,0,0,0,0.0383977179151396,0,0.161449264363055,0.160116156915791,0,0,0,0,0,0,0,0.0390877209401261,0,0,0.0860108089230818,0.0298551559208039,0,0,0.104919970563978,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
