,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X601877.SH,X000625.SZ,X600183.SH,X300124.SZ,X300014.SZ,X000157.SZ,X002371.SZ,X002007.SZ,X000066.SZ,X300142.SZ,X002008.SZ,X600271.SH,X300136.SZ,X002456.SZ,X002463.SZ,X000977.SZ,X002179.SZ,X002180.SZ,X600177.SH,X002129.SZ,X600584.SH,X600487.SH,X000050.SZ,X002049.SZ,X600498.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.00808822268072608,0,0,0,0,0,0.241877950507992,0,0,0,0,0,0,0.265078264587431,0,0,0,0.161144903228432,0,0,0,0,0,0,0,0,0,0.0679005898585422,0,-0.0212073413701628,0,0,-0.0635793094027752,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402375465655046,-0.032419978229307,0,0,0,-0.0230337548656793,0,0
X000858.SZ,0,0,0.0157064014162145,0.0221887509482348,0,0,0,0,0,0,0,0,0.560442926148465,0.032551218169892,0,0,0,0,0,0.0379772560856142,0.0424215108728311,0,0,0,0,0,0,0,0.0171714886615066,0,0,0,0.0258039095581878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011888971093388,0,0,0,-0.0116893489180636,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955896564483062,0,0,0,0,0,0,0,0,0.0588850674237338,0,0,0,-0.104631595008604,0,0,0,0,0.0730994387321513,0,0,0,0,0,0,0,0,0,0.113185094978906,0,0.0146402998741319,0,0,0,0,0,0.0146010656869121,0,-0.0240590991667347,-1.0842021724855e-19,0,0,0,-0.0866291953785806,0,0
X600276.SH,0.173271619331642,0,0,0,0,0,0,0,0,0,0,0,0,0.0899229751099732,0,0.265016855322501,0,-6.93889390390723e-18,0,0.100298348567905,0,0,0,0,0,0.158075762259488,0,0,0,0,0,0.135946851830857,0,0,0,0,0,0,0,-0.0981094339907699,0,0,0,0,0,0,0,0,0,0,0,0.0146960176086584,-0.0126303273655861,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0789946419008462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481931180810296,0.235409966702588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131118924696838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040929601614458,0,0,0,0,0.0148182163817421,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488198542231631,0,0,0,0,0,0,0,0,0,0,0.0104915477020961,0,0.116956587076848,0,0,-0.0134239706712297,0.16557325763653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107592956390199,0,0.00206280043758761,0.00184769445851165,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726388637242752,0,0,0,0,0,0.322782242641376,0,0,0,0,0,0,0,0.0619501128279179,0,0,0,0.106988205580988,0,0.195490257468718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505909078919551,0,0,0,0.0615811872860107,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.12480992784633,0,0,0.130928612820092,0,0,0,0,0,0,-0.0159390795368136,0,0,0,0,0,8.67361737988404e-19,0,-0.0786256764652649,0,-0.0733325967412876,0,0,0,0,0.172536338381529,0.129615510244716,0.0710258867595008,0.0926002241548522,0,0,0,0,0,0,0,0.0168892272010326,0,0,0,0,0,0.020818045732953,0,0,0,0,0,0
X002304.SZ,0,0,0.00282910314736725,0,0,0,0,0,0,0,0,0,0,0.0686667163962045,0,0,0,0,0,0.0853830619460291,0,0,0,0,0,0,0.0260103563482024,0,0,0,0,0.184482080883764,0,-0.029851095217412,0,0,0,0,0,0,0,0,0,-0.0258137132231657,0,0,0,0.0317369269855337,0,0,0,-0.0447928439599248,0.0317465838279858,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172028303160803,0,0,0,0,0,0.0858666126788646,0,0.00950515701826297,0,0.048663861246207,0,0,0,0,0.0356687241593391,0.043906481567854,0,0,0.00682913849124566,0,0.0507169073729348,0.103806455313212,0,0.0064621217687555,0,0,0,0,0,-0.0164865210081289,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216570780071264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091065657799293,0,0.0747863224515365,0,0,0,0.0948390332190983,0,0,0.0572499502773348,0,0,0,0,0,0.241982345901598,0,0.0510844226289064,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0500599709367851,0,0,0,0,0,0,0,0.275268413765867,0,0,0.127858279391935,-0.0304583492740017,0.109967184664775,0.0540408290485903,0,0,0,0,0,-0.0292159334156944,0,0,0,-0.018185148843924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228240909379985,0,0,0.0176701395312613,0,0,0.00656051891173197,0,0,0,0,0,0
X000568.SZ,0.188230956043809,0.39491373036727,0,0,0,0,0.0739266587117968,0,0,0,0,0,0,0,0,0,0,0.109913704325856,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0131892441334493,0,0,0,0,0,0,0,0,0,0,0,0,0.0298068368008845,0,0,0,0,0,-0.00882250393167426,0.0194510930596613,0,0,0,0,0,0
X600690.SH,0.148290132629175,0,0.217417740636483,0,0,0,0,0,0,-0.0116530713490779,0,0,0,0,0,0,0,0,0,0.0725728637939862,-0.125002503865508,0,0,0.166013930505977,0,0,0.0497091691104474,0,0,0,0,0,0,0,0,0,0,0,0.170765454104055,0,0,0,0,0,-0.038407882751061,0,0,0,0,-0.0593863139618783,0,0,-0.0647017043117214,0,0,0,-0.107053780936282,0,0
X000338.SZ,0,0,0,0,0,0,0.171243527197143,0,0,0,0,0.222847593623647,0,0,0,-0.0651395550905405,0,0,0,0,0,0,0,-0.00401047321262637,0,0,0,0,-0.0601157101316533,0,0,0,0.122624852690376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175174956208479,0,-0.0209973005428913,-0.0117477391166539,0,0,0,0,0,0
X000661.SZ,0,0,0,0.33609548632479,0,0,0,0,0,-0.060387453977212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113095954777937,0,0,0,0,0,0,0.0925039667679661,0,0,0.010703181313937,0,0,0,0,0,0,0,0.00178510117740117,0,0,0,0,0,0,0,0,0,0.0441781004130593,-0.0306480365242069,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.186856670245141,0,0.121768804324512,0,0,0.126992186810802,0,0,0,0,0,0,0,0,0.0312565664691444,0,0,0,0,0,0,0.101077755350508,-0.0847290547031478,0,0.0262798732620392,0,0,0,0.00862252674883584,0,0,0,0,0.0230895073543042,0,0,0.0906853358143428,0,0,0,0,0,0,0,0,0,0,0,0.00755805305821732,0,0,0,0,0,0
X600809.SH,0,0,0,0.0420645936923399,0,0,0,0,0,0,0,0,0.371831523979313,0,0,0.0252685198325614,0,0,0,0.0933221778017182,0.0504291815520556,0,0,0.108988438857103,0,0,0,0,0.0479187914682047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174669910352141,-0.0217639593131842,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.110991863593544,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0711175970402902,0.0383311042315431,0,0.0315053260712128,0,0.0742272939993014,0,0,0,0,0,0,0.159603071260082,0,0.0271918653123468,0,0,0,0,0.240464692869824,0,0,0,0,0,0,0.0156289866392809,0,0,0,0,0,0,0
X000596.SZ,0.166315056811461,0,0,0,0,0,0,0,0,0,0,0.308324007519705,0.0985504762391981,0.032532061005859,0,0,0,0.0627188783791071,0,0,-0.063186812140872,0,0,0.0927164169405265,0,0,0,0,0,0.0524318483410424,-0.138050310384392,0,0,0,0,0,-0.0307387300485849,0,0,0,0,1.73472347597681e-18,0,0,0.0928895574972311,0,0,-0.018108825297408,0,0,0,-0.0382742528879202,0.0218507524039574,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.228647785106555,0,0,0,0,0,0,0,0,0.130322867357942,0,0,0.304312738783702,0,0,0,0,0.0504140842395255,0,0,0,0,0.0598060120961789,0,0,0.0142780922849985,0,0,0,0,0,0.0609629422686076,0,0.21316966208193,0,0.071179732377511,0,0,0,0,0,0,0,0,0,-0.0150376859435047,-1.73472347597681e-18,0,0,0,-0.0442175583262722,0,0
X002236.SZ,0,0,0,0,0.174209319579477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937100460158209,0,0,0,0,0,0,0,0,0,0,0,0.0374986396403831,0,0,0,0,0.021133716787833,0.0581741561048086,0,0,8.67361737988404e-19,0,0,0.233553675605106,0,0,0,0.0128895042377666,0,0,0.00171068208037719,-1.73472347597681e-18,0,0,0,0.0213810555153839,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.399941903774685,0,0,0,0,0,0,0,0,0,0,0.0169299299392273,0,0,0,0,0,0,0,0,0,0,0,0.0294535940803634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3547838830447,0,0,0,0,0,0,0,0,0,0.00255530498111765,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543135382095429,0,0.116016573838438,0,0,0,0.0629141347233637,0,0,0,0,0,-0.0338903492232719,0,0,0.109092476756324,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.00603371243334892,0,0,0.132677113126585,0,0,0,0,0,0,0,0,0,0.0549602270373582,-0.0279394899477204,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137365520929708,0,0,0,0,0,0,0,0,-0.054589150987392,0,0,0,0,0,0,0,0.0663302873317653,0,0,0,0,0.113219147868002,0,0,0.0883444236597914,0,0,0,0,0.0175783160763241,-3.5061606870355e-05,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11940199511024,0,-0.0637753394532834,0.224425801625747,0,0,0,0,0,0.0149719705834387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240089579022453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158162649295293,0,0
