,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002236.SZ,X600118.SH,X002049.SZ,X002475.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X600177.SH,X300003.SZ,X600089.SH,X002294.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X002180.SZ,X002465.SZ,X002007.SZ,X601877.SH,X600498.SH,X000869.SZ,X002456.SZ,X002512.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0876167976572933,0.337897989036127,0,0.128389935251503,0,0,0,0,0,0,0,0.0406310167854591,-0.038049157474899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382898830493531,0,-0.00838771437592374,0,0,0,0,0,0,0
X600104.SH,0,0,0.257117389151859,0,0,0,0,0,0,0,0,0,0.0303025171846382,0,0,0.263709137984732,0.078725674613672,0,0,0,0,0,0,0,0,0,0,0,0.00965819469576087,0,0,0,0,0.0228694159026686,0,0,0,0,0,0,0.026592606679104,0,0,0,0,0,0,0,0.00705090105300126,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.16905540423588,0,0,0,0,0,0,0,0,0,0,0.06059250897371,0,0,0,0,0.114177125926388,0,0,0,0,0,0,0.0195612680526316,0,0,0,0,0,0,0,0.192576459041607,0,0.0918259650998648,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.175903576224568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0557695295081534,0,0,0.145332750473179,0.179048432089323,0,0,0,0,0,0,0,0,0,0.0346062548661886,0.00531165855791537,0,0,0,0,0,0
X002304.SZ,0.100537471765248,0,0.0815840400107802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310691104093406,0,0.205269192679226,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0482859133174171,0,0,0,0.0494953852190235,0.107812668826067,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0261845788332583,0,0,0.0579318885829059,0,0,0.0842928016599549,0,0,0,0,0,0,0,0,0.0797331189714388,0,0,0,0,0,0,0,0,0,0.00341483749417729,0,0,0.0424831714757441,0,0,0,0.0139188633298054,0.031822249776414,0,0.0103713075565983,0,0,0,0.0347529182573388,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937698015642806,0,0,0,0,0,0,0,0.043375491278374,0,0.0404868884264518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000359910426908303,0.00510271859522209,0.281630002896306,0.0332634010206251,0,0,0,0.0200062376908179,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.198283891196241,0,0,0,0,0.0257451358041577,0,0,0,0.0266839949376017,0,0.101626565182537,0,0,0,0,0.187267627545141,0,0.137246335410143,0,0,0,0.0173905184731228,0,0,0,0,0,0,0.111142650030329,0,0,0,0,0,-0.00610660395700995,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974468739679963,0,0,0,0,0,0,0,0,0,0.116161075667991,0,0,0,0,0.334221363850892,0,0,0,0.0128822752445878,0,0,0,0.00256535588742677,0,0,0,0.032569158249713,0,0,0,0.0572805534219872,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0179970196966509,0,0,0,0,0,0,0,0,0,0,0.30870179825577,0,0,0,0,0.182754043728247,0,0,0,0,0.0994855790863794,0.0493276316957626,0,0,0,0,0.104997385389606,0,0.0216594820505843,0,0,0,0.0114832040631767,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0280869861634529,0,0.0103734621027096,0,0.160890194531627,0,0,0,0.225808974515687,0,0,0,0,0,0,0,0,0,0,0,-0.0916179502077467,0,0.06581547788662,0,0,0,0,0,0,0,0,-0.0647406331608257,-0.0384385961378503,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332326241093167,0,0,0,0,0.146210357960041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775243508274014,0.126579933523507,0,0,0.0523664320901334,0,0,0,0,0,0,0.0196191474078899,0,0.157767900712579,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000100.SZ,0,0,0.117012875805618,0,0,0,0,0,0.199054213130599,0,0,0.0199940725055139,0,0,0,0,0,0,0,0,0.100494037829825,0.114776344843084,0,0.0257253547908842,0,0,0,0,0,0,0,0,0,0,0,0,0.0218832553551511,0,0,0,0.0524626002489658,0.0315256595301776,0,0.0947591782878303,0,0,0,0.0246915034554519,-0.0295786312973925,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213780784426964,0,0,0,0,0.022637510860828,0,0,0,0,0,0,0,0,0,0.350928479371895,0,0,0,0,0,0,0,-0.0728394032204046,0,0.0967736852043312,0,0.664041549262889,0,0.0421055805011808,-0.144761425715415,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.100258970109297,0,0,0,0,0,0,0,0,0,0,0,0.00195340440826881,0,0.0812862544023781,0,0,0,0,0,0,0.0972936882088836,0.0861016946974039,0,0,0,0.0336194723465258,0,0,0,0.153294041572624,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0.152301756322977,0,0,0,0,0,0,0,0,0,0.0352978526280776,0,0,0,0,0,0,0,0,0,0.0250166101983783,0,0.0192689281487875,0,0,0,0.27409965347419,0,0,0,0,0,0,0,0,0,0,0,0,0.00589655695689158,0,0.13609664074813,0,0,0,-0.00413846520860382,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.138757332727094,0,0,0,0,0,0,0,0,0,0,0,0.0125230850147915,0,0,0.213092049993272,0.0298218317761664,0.143371685293332,0,0.16585781524174,0,0.147722662664223,0,0,0.0139406315517614,0,0.0299275034863263,0,0,0,0,0,0,0,0,0,0,0,0.00844426890708088,-0.0267395233876331,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.103384208193256,0,0,0,0,0,0.00386365390189757,0,0,0,0,0,0,0,0.152945784403835,0,0.138723631362681,0,0,0,0,0.0326291830722823,0,0,0,0,0,0,0,0,0,0,0,0.214276551857805,0,0,0.146727383353683,0,0,0,0,-0.0850411160716888,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337334637572645,0,0,0,0,0,0,0,0.102606869342841,0,0.0596439853577089,0,0.354270099467176,0,0,0.124260613048721,0,0,0.0562135100528516,0,0,0,0,0,0.0230807940591089,0,0,0,0.0270896225605965,0,0.1799195253085,0,0,0,0.0219748338977705,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0.015240807844592,0,0,-0.0174541949511619,0,0,0.0105452814203136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890409945156832,0,0,0,0,0.0105757078503426,0,0,0,0,0.0511187841444786,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336284116679182,0,0,0,0,0,0,0,0,0,0.0617050633855193,0,0,0,0.140122481980855,0,0.0178604306390029,0,0,0,0,0.158812357346564,6.93889390390723e-18,0.0752926721971335,0.175267592316652,0,0,0,0,0,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0678897843229877,0,0,0,0,0,0,0,0,0,0,0.213725012493839,0,0,0,0,0,0,0.0797077159991815,0,0,0,0,0,0,0,0,0,0,0.0290689280693869,0,0.145664127129353,0,0.169009215930778,0,0.0197559127888922,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456547792152631,0,0,0,0,0.0909096758169524,0,0,0,0,0.207474539932795,0,0,0,0,0,0,0,0,0,0.0441703649045034,0.0582097448658998,0,0,0,0,0,0.0116605097754479,0,0,0.0165423702239818,0,0.318087492684856,0,-0.113408747026283,0.0780486725623802,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103330789930623,0,0,0,0,0,0,0,0.130060772544961,1.73472347597681e-18,0,0,0,0.0980639252484437,0,0.0247885187661419,0,0,0,0,0.085372873490381,0,0,0,0,0,0,0.335820834128473,0,0,0.0553797338037157,0,0.124761452429426,0,-0.016664515123205,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0203582463008907,0,0,0,0,0,0,0,0,0.356432709184116,0,0,0,0,0.076132698496673,0,0.0258900191082202,0,0,0,0,1.38777878078145e-17,0,0.30170137112879,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.015088007880775,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509597313674297,0,0,0.142227885401895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183697543930603,0,0,0,0,0.207701416715906,0,0,0,0,0.0181816929857862,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461068789649092,0,0,0,0,0.0708626248553767,0,0,0,0,0.0961110329973057,0,0,0,0,0.13851150956658,0,0,0,0,0,0,0,0,0,0,0,0.063149226497153,0.0955871467749699,0,0.131966722366128,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.0868578154158767,0,0,0,0.0565133278521024,0,0,0,0,0,0,0,0,0,0.0609659966196252,0,0,0,0,0.0735579075130787,0,0,0,0,0,0,0,0,0,0,0.104266317597975,0.0729223174927239,0,0,0.00951688143730449,0,0.15734460700523,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.135057333740158,0,0,0,0.0774820361825271,0,0,0,0.157847106225569,0,0,0,0,0,0,0.26201524435786,0,0.160067139606968,0,0,0,0,0,0,0.135225039133387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305399906953092,0,0,0,0,0.236487887971035,0,0,0,0.0816997188148471,0.117506152548038,0,0,0,0,0,0,0,0,0,0,0,0,0.0729424737465258,0,0,0,0.0312161891649168,0,0,-1.73472347597681e-18,0,0,0,0.00581910808010368,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101992764518999,0,0,0,0,0,0,0,0.0177162897329068,0,0.120558791082432,0,0,0,0,0.19504128684246,0,0,0,0,0,0.0201337841202943,0,0,0,0,0,0,0,0,0.123675402035474,0,0.128046360143264,0,0,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388378190148519,0.0799082793771688,0,0,0.00293144257831457,0,0.15568496549694,0,0,0,0,0,0,0.107745278593767,0,0.0846293758180805,0,0.0989975516970669,0,0,0,0,0.0347176468573211,0,0.0397383362736274,0,0.0194385872239278,0,0,0,0,0,0,0,0,0,0,0
