,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X600031.SH,X300003.SZ,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X002456.SZ,X601877.SH,X600066.SH,X600271.SH,X000625.SZ,X600487.SH,X000596.SZ,X002294.SZ,X000100.SZ,X600566.SH,X002241.SZ,X000981.SZ,X000661.SZ,X300136.SZ,X300142.SZ,X002508.SZ,X000050.SZ,X002180.SZ,X000157.SZ,X002007.SZ,X002038.SZ,X002179.SZ,X600522.SH,X000977.SZ,X000869.SZ,X600498.SH,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.261454318233396,0,0,0.0392898315689453,0,0,0,0.0662927879996313,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0316744161698657,0,0,0,0,0,0,0.0266052447681073,0,0,0,0.0114315120864631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377955609348906,0.032511542608233,0,0,0,-0.00561093616880834,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.153513873856562,0,0,0.293695601852919,0,0,0,0,0,0.054824159529279,0,0,0,0,0,0,0,0,0,0,0,0,0.0614405502267876,0,0,0,0,0,0,0,0,0,0.0532514695588818,0,0,0,0,0,0,-0.0067106507596764,-0.0128214496675031,0,0,0,0,0,-0.0584847093095691,0,0,-0.0384708046457142,0,0,0,0,0,0
X002415.SZ,0.0850791231314325,0,0,0,0,0,0.0652350605945703,0,0,0,0,0,0,0,0,0.149759318916527,0,0.0385244534595285,0,0,0,0,0,0,0,0,0,0.184400098653135,0,0,0,0.105961823126515,0.113114864976653,0,0,0,0,0.118961277929108,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.251006326119766,0,0,0,0.198933175091962,0,0.010737549458488,0,0,0.0369793777063347,0.307606530336921,0,0,0,0,0,0,0,0,0.0861295201796347,0,0,0,0,0,0,0,0,0.010749706258798,-0.0687272395029229,0,0,0,0,0,0,0,0,0,0,0,0,-0.00458783800487854,0,0,0,0,0,0,0,0,-0.0113686903965442,-0.0176111293077203,0,0,0,0,0,0
X000651.SZ,0,0,0,0.251056479248401,0,0,0,0,0,0.628469032256083,0,0.0468458149175457,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0258915509093728,0,0.0486673114522456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162906298765388,0,0,-0.0335334587124095,0,0,0,-0.0924299963644587,0,0,0,0,0,0.0196257656077641,0.0603317048746938,0,0,0,0,0,0
X600276.SH,0.129023086423171,0,0,0,0,0,0,0,0,0,0.112934104876678,0,0,0,0,0,0,0.315836580717207,0,0.0208088134651131,0,0,0,0,0,-0.0927350528353942,0,0,-0.031306917416874,0.0974675017504299,0,0.0590134053630411,0,0,0.204256643636648,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.152119675490349,0,0,0,0,-0.0288341085994537,0.0219276910948342,0,0,0,0,0,0
X002304.SZ,0,0,0.171434542898666,0,0,0,0,0,0,0,0,0,0,0,0,0.0199229419258931,0,0,0,0.154976775067536,0.0407465304920892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200741614309119,-0.0279281193287239,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0755035164518732,0,0,0,0,0,0,0,0,0,0,0.0349347176941336,0,0,0,0,0,0,0,0,0.124812468757639,0,0,0.116171766725874,0,0,0,0,0,0,0,0.0468894723640399,0,0,0,-0.0477270343191481,0,0,0,0,0.0502180364612139,0,0,0,0,0,0,-0.0110865513914718,0.00947455251919145,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0413976101415287,0,0,0,0,0,0,0,0,0.0171168314165665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444695761331989,0,0.00479450476304599,-0.0749868209131564,0,0,0,0,0,0
X600690.SH,0,0,0,0.364144106210546,0,0,0.0967494100964909,0,0,0,0,0,0.019039153624169,0,0,0,0,0,0,0.0659494369705373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100247685652832,-0.009385545797006,0,0,0,0,0,0
