,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X601877.SH,X000625.SZ,X002008.SZ,X000100.SZ,X600487.SH,X600066.SH,X300136.SZ,X300124.SZ,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X600089.SH,X600498.SH,X002294.SZ,X600699.SH,X600867.SH,X000981.SZ,X002085.SZ,X600271.SH,X000596.SZ,X000050.SZ,X600584.SH,X000157.SZ,X600177.SH,X600566.SH,X300142.SZ,X000559.SZ,X600118.SH,X002180.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.243786914986045,0,0,0.174612004788607,0.127222680567145,0,0.0203876914358737,0,0.00777906637099503,-0.0519864580660787,-0.0706342489137889,0,0,0,0,0,0.0273859252204961,0,0,0,0,0,0,0,0.0280843451990264,0,0.0898076937194961,0,0,0,0,0,0.0894626846433359,0,0,0.0906622642536424,0.00385947072150451,0,0,0,0,0,0,0.129433386100536,0,0,0,0,0.00397269141651787,0.00545096531487656,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520142459013744,0,0.0524048582596112,0,0,0,0,0,0,0,0,0,0.0598732828781816,0.165414625096734,0,0.0389645033699541,0,0.0699840802259243,0,0,0,0,0.0169118320850411,0,0,0,0,0,0,0,0,0,0,0,0,0.0667058362317637,0,0,0.00737215578276896,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0833158424885574,0,0,0.316700437819307,0,0.10527518115142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117315586384049,0,0,0,0,0,0
X000858.SZ,0.0567442571252255,0,0,0,0,0,0,0.116695316239673,0,0,0,0.321122641078041,0,0,0,0,0,0,0,0.0291851618127503,0,0,0,0,0,0,0,0.241204810991822,0,0.0104972671107771,0,0,0,0,0,0,0,0,0,0,0.0165008016511423,0,0,0,0,0,0.0841607693433931,0,-0.00424603182751233,0,0,-0.0181068180189944,0,0,0,0,0,0,0
X000651.SZ,0,-0.00122391348288134,0.131463129636527,0.251711062672547,0,0,0,0.0102431715902337,0,0,0,0,0.0456074585623545,0.0668462055099187,0,0,0,0,0.264131025677812,0,0,0,0,0,0,0,0,0,0.0998653879695083,0,0,0,0,0,0,0,0,0,0,0,-0.0698252173612409,0,0,0,0,0,0,0,0.0740477449671295,0,0,0,0.00488031667609927,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.112393518387457,0,0,0,0,0,0.185998389448625,0,0,0,0,0,0,-0.0696218910015098,0.207175328851464,0,0,0.167706917374699,0,0,0,0,0,0,0,0,0,0.217816913301225,0,0,0,0,0.243471895714371,0,0,0,0,0,0.134690824397186,0.107377829290591,0,0,-0.0186692918917474,-0.0328895711950631,0.03943975481181,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0870181384752377,0,0,0,0.236303942694197,0,0,0,0,0,0,0,-0.174431599746877,0,0,0,0.0455691615981811,0,0,0,0,0,0.00299007744846638,0,0,0.0788193707225202,0,0,0.122255847240905,0,0,0,0,0,0,0,0,0,0,0,0.0096465123704249,-0.0507202943611535,0,0,0,0,0,0.0145113105945159,0,0,0,0,0,0
X002304.SZ,0,0,0,0.413306314158498,0,-0.011223124453532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672248933745281,0,0,0.0882837584160892,0,0,0,0.0851757586285079,0,0,0,-0.0383975039270415,0,0,0,0.00974695833508276,0,0,-0.0854756866775176,0,0,-0.0786352006930506,0.0692537859916749,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.150051448956437,-0.0271281586685178,0,0,0,0,0,0,0,0,0,0,0,0,0.0461773124127397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598792841178072,-0.000100091472674887,0,0,0,0,0.0271551561859351,0.299784393445161,0,0,0,0,0,0,0,0,0,-0.0307293694126706,0.0459937410726571,0,0,0,0,0,0
X600703.SH,0,0,0.0537582983760199,0,0,0.0557169316964885,0.168116649263928,-0.108707940362339,0,0,0.142796921274246,0,0,0,0,0,0,0,0,-0.149521073653763,0,0,0,0,0,0,0,0,0,0,0,0,0.0324313692656885,0,0.247074315279565,0,0,0,0,0,0,-0.113352019157457,0,0,0,0,0,0,0,0,0,0.017120761191707,-0.0206806722395259,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0350046698984599,0,-0.00992527047807267,0.104547362684454,0,0,0,0.0520415098484805,0,0,0,0,0,0,0,0.0725859411366298,0,0,0,0.059696486932909,0,0,0.0361050401402499,0.287058179734168,0,0,0,0,0,0,0,0,0,0,0,-0.144610537978965,0,0,0,0,0,0,0,0.0835437462530312,0,-0.00138471275901615,-0.0109524832341043,0,0,0,0,0,0
X000568.SZ,0,0,0,0.253053964586408,0.0941037483860979,0,0,0,0,0,0,0,0,0,0.0331950118171042,0,0,0,0,0,0,0,0,0,0,0.00862118440310728,0,0,0,0,0,0,0,0,0,0.033800519618654,0,0,0,0.101502621679393,0,0.0837521545649971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,-0.0778195937781536,0,0.375786448890609,0,0,0.00865052169747714,0,0,0,0,0.14554191105654,0,0,0,0,0.0706322499575454,0,0,0,0,0,0,0,0,0,0,0,-0.0975830474089166,0,0,0,0,0,0,0.0658763741500326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0.166061664961712,0,0,0,0,0,0.110348803857428,0.164555800558526,0.0205473698305272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620846827255389,0,0,0,0,0,0,0,0,0,0.0301217253478136,0,0,0,0,0,-0.219277659322257,0,0.0732709831359969,0,0,0,0,-0.025940952666225,0,0,0,0,-0.0209598897892513,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.086574489771152,0,0,0,0,0,0.222274034943171,0,0,0,0,0,0,0,0,0,0.305370404277134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359810452692265,0,0,0,0,0,0,0,0,0,0,-0.0145086956245649,0,0,0,0,0,0
