,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X601877.SH,X300142.SZ,X002241.SZ,X000733.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X300146.SZ,X002007.SZ,X600779.SH,X600487.SH,X601799.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.176043297191315,0.0273100515280655,0.137872978813322,0,0,0,0.0238254918921678,0,0,0.063861313577929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834151216174422,0,0,0,0,0,0,0.160561192981862,0,0,0,0,0,0,0,0,0,0,0,-0.024042437069571,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0928634472673163,0.457282246866203,0,0.0845374428997989,0,0,0,0,-0.0109990098752828,0,0,0,0.107658926580888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842003717184985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122955975415167,0,0,0,0,-0.0119158555922606,0,0,0,0,0,0,0
X600809.SH,0.0779667311401693,0,0,0.432637112004315,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291931575937738,0,-0.0987400167287553,0,0,0.0483944571287364,0,0,0,0,0,0,0,0,0,0.194992972697461,0,0,0,0,0,0,0.00121411590901156,0,0,0,0,0,0
X000568.SZ,0,0.388997674667397,0.19573071185041,0,0,0.231593419160185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159101052551474,0,0,0,0,0,0.0497269497130078,0,0,0,0,0,-0.0236427345788446,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106371169917597,0,0,0,0,0,0.0542663315451744,0.0455508356164132,0,0,0,0,0,0,0,0.168223978271698,0,0,0,0,0.0692826284348836,0,0,0.0403923009335096,0.000734207685516457,0.0586214609876278,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.511359325701264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572964519643255,0,0,0,0,0,0.0234088412983925,-0.0472157639775094,0,0,0,0,-0.00829315179346571,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154092591669065,0,-0.0307448469226971,0,0,0,0,-0.047712644291732,0,0,0,0,0,0,0.0797433527805706,0,0,0.00354687683350125,0,0,-0.135216028074485,0,0.155201011970982,0,0,-0.00304222135651376,0.00818984263311246,0,0,0,0,0,0
X600690.SH,0.069829056982297,0,0,0.106546203921777,0,0.0811143809090374,0,0,0,0.016481833259923,0,0,0,0,0.23880154412238,0,0,0,-2.16840434497101e-19,0,0,0,0,0.100312254290286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283953630298256,-0.0092893063703806,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0999247059816371,0,0,0,0,0,0,0.0243114396182916,0,0,0.0921613458354344,0,0,0,0,0,0,0,0,0,0,0.234130175047219,0,0,0,0,0,0,0,0,0.0372543744515279,0,0,0,0,0,0,0,0,0,0,-0.00517035436224546,-0.0225840585592251,0,0,0,0,0,0
X000651.SZ,0,0,0,0.139363786076468,0,0,0,0.214426597431862,0,0,0,0,0,0,0.0411527077300619,0,0,0,0,0,-0.0189797681516515,0,0,0,0,0,0.0263103043203011,-0.0537232529925566,0,0,0,0,0,0,0,0.0917745450149018,0,0,0,0,0,0,0,0,0.0225664024354141,0,0,0,0,0,0,-0.0142486965351457,0.00331930918475976,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.00205351272056879,0,0,0.0153066728724337,0,0,0,0,0,0,0.141111065081542,0,0,-0.0759584873392766,0,0,0,0,0,0.197715356616247,0,0,0,-0.000768222711076476,0,0.00214726886726412,0,0,0.32243523719368,0,-0.154505603124245,0,0,0,0.55748345305034,0,0,0,0,0,-0.0131277930021404,0,0,-0.0209635539368796,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.290608823828185,0,0.110181958041729,0,0,-0.130274482541915,0,0,0,0,0,0,-0.0990924648510231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285948486632831,0,0,0,0,0.0466021376853804,0,0,0.0579291356481635,0.030020364863935,0,0,0,0.0175712386692063,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.132604244659114,0,0,0,0,0,0,0.0922578723680325,0,0,0.0747363110493652,0,0,0,-0.0144523339717027,0,0,0,0,0,0,0,0.0345845805248018,0,0.00594936808913824,0,0,0,0,0,0,0,0.0259610957154978,0,0,0,0.0268667640731179,0,0,0,0,0,0,0,0.00953415118793019,0,0,0,0,0,0,0
X000596.SZ,0,0,0.232420986249023,0.171903674387336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467901463505662,0,0,-0.0929292471165293,0,0,-0.0122349128731849,0.00818521135354582,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.11555107839035,0,0,0,0.00509145489021235,0,0,0,0,0,0.34128320822875,0,0,0.033664912670393,0,0,0,0,0,0,0,0.0225621686546203,0,0,0,0,0,0,0,0,0,0,0.0626897696412923,0,0.0180092312617045,0,0,0,0.0639517769433667,0.100737071330026,0,-0.0607649848777024,0,0,0,0,0.014186085577206,0.0250832651912794,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182659373940009,0,0,0,0,0,0,0,0,0,0,0,0.0468497820067335,-0.0149859099488175,0.333279002283018,0,0,0,0,0,0,0.0386209505772065,0,0,0,0,0,0,0,0,0.0139826168178296,0,0,0,0,0,0,0.0082022169759504,0.00342162557777483,0,0,0,0,0,0
