,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002241.SZ,X002292.SZ,X002506.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X002074.SZ,X002294.SZ,X600867.SH,X000869.SZ,X300003.SZ,X002085.SZ,X601877.SH,X002456.SZ,X002426.SZ,X300146.SZ,X600498.SH,X002008.SZ,X000977.SZ,X002129.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103744841906847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802163792354424,0,0,0.0547586905201264,0,0,0,0,0,0,0,0.0113029659292997,0,0,0,0,0,0,0.0183114651758486,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.012140624733487,0,0,0.0169536583516462,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.195619279677215,0.0759041827213822,0,0,0,0,0,0.0402734062829145,0,0,0,0,0.103937989513433,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016563055170084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050203417127297,0.0653772137790168,0,0,0,0,0,0,0,0,0.105671847506358,0,0,0.0407847711458982,0.0521046697401963,0,0,0.317694517790083,0,0,0,-0.00966961606923995,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0576643130121123,0,0,0.0254327830258239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179932332014689,0,0,0.00467847554675174,0,0,0,0.12747241273988,0,0,0,0,0,0,0.0490636553302356,0.0822139644238069,0,0,0,-0.0114543666352193,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283269533808542,0,0,0,0,0,0,0.0173563950492615,0,0,0,0,0,0,0,0.017951691637655,0.201187815850739,0.0673260600105075,0,0,0,0,0,0,0.0472957689351509,0,0,0,0,0.00668381579610135,0.123974383613097,0,0,0,0,-0.00291816038608102,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0853206319300923,0,0.047678642275594,0,0,0,0.0393278654121089,0,0,0,0.040039981829599,0,0,0.0181811868130558,0,0,0,0,0,0,0,0,0,0.0277790480870364,0,0,0.182261181141949,0,0,0,0,0,0,0,0,0,0.0550267484195971,0,0,0,0,-0.00754493140034495,0,0,0,0,0,0
X002304.SZ,0,0,0,0.100717596550135,0,0,0,0,0,0.0859833701775141,0,0,0,0,0,0,0,0,0.0984818140039628,0,0,0,0,0,0,0,0,0.0631333900138736,0,0,0.130758314261708,0,0,0.0513289770616441,0,0,0,0,0,0,0.0517588776627577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185271259285415,0.143295117162225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040146731437807,0.033060049046421,0,0,0,0.0397218002180262,0,0.0621754372877771,0.0162296197929523,0,0,0,-0.0097200106980322,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110361551279447,0,0,0.079029539203028,0,0,0.169923629475864,0,0,0,0,0,0,0,0,0.159784749740735,0,0,0,0,0,0,0,0,0,0.0299215617735659,0,0,0.0304001494250623,0,0.168857337742815,0.0290744324644695,0,0,-0.00195699109558925,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.131847042901694,0,0,0,0,0.0689092914114041,0,0,0,0,0,0,0,0.120113661476365,0,0,0,0,0,0,0,0.166147011094462,0.102141819298208,0,0,0,0,0,0,0,0,0.0810943490187649,0,0,0,0,0,0.0580144688483348,0,0,0,-0.0131005315006505,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654875114416038,0,0,0,0,0,0,0,0,0.00149982051155736,0,0,0,0,0,0.0759190119670267,0,0,0,0.146724458774112,0,0.125707629798029,0,0.0584343795089286,0,0,0,0,-0.00757236952729785,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0769125497351829,0,0,0,0,0,0,0,0,0,0.0920638905195762,0,0,0.0628293341745283,0,0,0,0,0,0,0,0,0.0985348091026649,0.0430764347886133,0,0,0,0,0,0,0.154369361282731,0,0.000996270177174049,0,0.00953390799203912,0,0,0,0,0,0,-0.0233226830265881,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0985050737843074,0,0,0,0,0,0.0421015208163743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643789977706472,0,0,0,0,0,0,0,0.159627122965488,0,0,0,0,0.0204360035143856,0.0875538955266137,0.0575346994810362,0,0,0.00968804397150942,-0.0493854266726844,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163195014719459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127831401443995,0,0,0.0940896409827685,0,0.182308685547408,0.108939677379928,0.233770445174002,0,0,0,0,0,0,0,0,0,0
