,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002456.SZ,X002241.SZ,X600487.SH,X600066.SH,X002008.SZ,X000100.SZ,X300124.SZ,X600809.SH,X300136.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600522.SH,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X002179.SZ,X600498.SH,X600699.SH,X600566.SH,X002129.SZ,X000661.SZ,X600118.SH,X600584.SH,X002180.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.209343674345637,0,0.526506796611005,0,0,0.0826876903629732,0.041170530637388,0,0,0,0,0,0,0,0,0,0,0.00278494171815416,0,-0.0228393614638154,0,0,0,0,0,0,0,0.0366130544014787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00499547369796827,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0233439184015933,0.0851175877079198,0,0.199445688502047,0.122026786242692,0,0,0.00394583879763254,0,0,0.00762398400314505,0,0,0,0,0.0677259199717256,0,0,0.00951606007259061,0,0,0,0,0,0.0185093036878017,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703025590676035,0.0299525004239735,0,0,-0.0184915308373518,0.023685448044343,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0598297679014163,0,0,0,0,0,0.14247232116157,0,0.0556835874446512,0,0,0.204358099858211,0,0.287864512090626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157750741362983,0,0,0,0,0,0,0.0659906090371834,0,0.0756076742032084,0,0,0,-0.00807582071199777,5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0.216890830353941,0,0,0,0.076386501514705,0,0.0244734839885421,0.0759227938340311,0,0,0,0.241661852713125,0,0,0,0,0,0,0,0,0,0.00540338989413963,0,0,0,0.0380251892043548,0.295518017106269,0,0,0,0,0,0,0,0,0,0,0,0.0327291028042259,0,0,0,0,0,0,0,0,0,0,0,0,-0.000226414972543948,0.0216346963630535,0,0,0,0,0,0
X000651.SZ,0,0,0,0.284381742374453,0,0,0,0,0.0772795938877969,0.0309973775525219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100526760464031,0,0,0,0,0,0,0,0,0,0,-0.0340568994226384,0,0,0,0.102944859414427,0.0397377434646912,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.299823529332625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234202704755609,0,0,0.0581341084281661,0.0544766726051204,0.162773985287618,0,0,0,0,0,0,0.166874866105549,0,0,0,0,0,0,0,0,0.176782854995947,0,0,0,-0.0461770522709921,0.0681852839149486,0,0,0,0,0,0
X600276.SH,0,0,0.0619461959030187,0,0,0,0,0,0,0.0477936030242641,0.203272641339918,0.187235409027185,0,0,0,0.202917096835371,0,0,0,-0.176305167151276,0,0.00583401632262119,0,0,0,0,0,0.0536807304888869,0,0,0,0,0,0,0,0,0,0,0.0150161840674869,0,0,0,0,0,0,0,0,0,0,0,0,-0.00645732961800946,0.016952206021256,0,0,0,0,0,0
X002304.SZ,0.237200566543627,0,0,0.233092346016795,0,0,0,0,0,0,0,0.171195097675028,0.0369501129547199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158507510643615,0,-0.0303069200308134,0,0,0,-0.00944862141417675,-0.00373157988736856,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.45610242322412,0,0,0,0,0.0700635159935468,0,0,0,0,0,0,0,0,0,0,0,0,0.0734538189944368,0,0,0,0,0,0,0,0.153607236610119,0.217543370735005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295121731757227,0,0,0,-0.00799844248243776,-0.0087437496093509,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.269534057546197,0,0,0,0,0,0,0,0.0211889191674709,0,0,0,0,0,0,0,0.00344636962493612,0,0,0.400751180828589,0,0,0,0,0,0,0,0.0283470587769599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860503761324584,0,0,0,0,0,0,0,0,0
