,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600066.SH,X600183.SH,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X000921.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000800.SZ,X601799.SH,X000988.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0294043809007271,0,0,-6.93889390390723e-18,0,0.0441874951878448,-0.00307203338982171,0,0.288323118610025,0,0,0,0,0,0,0.147129472808459,0,0,0,0,0,0,0,0.0359944238580663,0,0,0,0,0,0,0,0,0,0,0,0.016095799451427,-0.0228778265713629,0,0,0,-0.0221361618524377,0,0,0,0,0,0,0,0.00292181440295718,0,0,0,0,0,0
X000858.SZ,0,0,0.121557764503199,0,0,0,0,0,0,0,0,0,0.455597297360359,0,0,0,0,0,0,0.137039469536102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298535027877298,0,0,0,0,0,-0.0116189712430318,0,0.00119090802087538,0,0,0,0,0,0,0,-0.0354278613648442,-0.000634506257135321,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0269630687585872,0,0,0.0651231193942906,0,0,0,0,0,0,0,0,0,0,0.0327095321396954,0.187969207436795,0.0340943794241416,0,0.0834315823402917,0.0753811441382633,0,0,0,0.10208281043439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00453924634362184,0,0,0,0,0,0,-0.0122745826645367,0.0153456559741215,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0320871866636766,0,0,0,0,0,0,0,0,0,0,0.0746801039932781,0,0.244181364696314,0,0.0581946062653957,0,-0.054901039949419,0,0,-0.0101796418860531,0,0,0,0.176803599121968,-0.0358083654877938,0,0,0,0,0,0,0,0,0.0805333464414766,0,0,0,0,0,0,0,0,0,0,0.0147889128311614,0.00204575934012223,0,0,0,-0.0878034294301938,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0597644927971132,0,0.130792214667717,0,0,0,0.061388424757995,0,0,0,0,0,0.0085796927763577,0,0,0,0,0,0,0,0.0664201769052214,0,0,0,0,0,0,0,0,0.0489468077232485,0,0,0,0.00112030317045265,0,0.00878742204622003,0,0,0,0,0,0,0,0,0.013770712254399,-0.00476245952883461,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.142163946510613,0,0,0,0.0120178962144248,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273178519663245,0,0,0,0,0,0,0.23362146551822,0,0,0,0.108619306968564,0.0891519372520943,0,0,0,0,-0.00288865910725021,0,-0.0213260230611034,0,-1.0842021724855e-19,0,0,0,0,0,0,0.00589826062365185,0.0130960466082406,0,0,0,0.0291515434221581,0,0
X600690.SH,0,0,0,0,0,0.0822166945611394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166668716846205,0,0,0,0,0,0,0,0,0.0233050879916858,0.255239515056984,0,0,0.0114880260162886,0,0,0,0,0,0,0.2794826662387,0,0,0.0333990215891552,0,0,0,0,0,0,0.00532214978498808,-4.33680868994202e-19,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.495861858576153,0,0,0,0,0,0,0.23510592779883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221660684798288,0,0,0,0,0,0,0.00386491276940939,0,0,0,0,0.0445868519547374,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0411592605973661,0,0,0.375505150215693,0,0,0,0,0,0,0,0,-0.0133425884248622,0,0,0.146843894580034,0.0150851099412805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134678568525651,0,0,0.022485488083911,0,0,0.0031648938079812,0,0,-0.00128095695009563,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0472888006772725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150723075260772,0,0.167205343749977,0,0,0,0.099965003307939,0,0,0,0,0.177018499088906,0,0,0,0.0924642219728753,0,0,0,-0.0948065410560211,0,0,0,0.0984998447021854,0,0,-0.0139699628713202,-0.0235711642599142,0,0,0,0,0,0
