,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X600702.SH,X300146.SZ,X600779.SH,X002414.SZ,X300003.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X600089.SH,X000066.SZ,X002074.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.148568494548815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324059183701111,0,0,0,0,0.127938735193114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232843133712557,0,0
X000858.SZ,0,0,0,0,0.339643456555228,0.178374389545011,0,0,0,0.0145880271331057,0,0,0,0.058248377661648,0,0,0,0,0,0.0620243171846295,0,0,0,0,0,0.0484002278257904,0,0.014934050697762,0,0,0.0329097979991816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397869898738414,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.025369662293517,0,0,0,0,0,0,0,0,0,0,0.117797058933734,0.0353477532469986,0,0,0,0,0,0,0,0.106167580509995,0,0,0.0332066762058661,0,0.0220511467624594,0,0,0.052427410231245,0,0,0,0,0,0.0609617186490258,0,0,0,0,0,0,-0.0504678576047233,-0.0264342989190099,0,0,0,-1.73472347597681e-18,0,0
X600276.SH,0,0,0,0,0.119542058588974,0,0,0.0690310462362764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685792438791731,0,0,0,0,0,-0.0841591039684114,0,0,0,0,0,0.115954209613721,0,0,0,0,0,0,0,0,0.0512397529758033,0,0,0,0,0.0146013004653746,0,0
X000568.SZ,0,0.770049538021398,0,0,0,0.0785721985081059,0,0,0,0,0,0,0,0,0,0.0908103999487966,0,0,0,0,0.0891976222198788,-0.0387154284920908,0,0,0.0480337677261876,0,0,0,0,0,0,0,0.065374756589638,0,0,0,0,0,0,0,0,0,0.049021153580418,0,0,0,0,0,0,0,0,0,-0.0144935072260965,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0298236645185611,0,0,0,0,0,0,0,0,0.0721727810713702,0,0,0,0,0,0,0,0,0,0,0,0,0.14007269317308,0,0,0.0635832697658209,0.538181519567348,0,0,0,0,0,0,0.000673428231320725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563630948830324,0,0,0,-0.0432661725828707,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0406403916519388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146542032010051,0.109373139807893,0,0,0.0131596646039607,0,0,0.0809744732086002,0.00236122300103709,0,0.0930942521530414,0,0,0,0.0139589339554389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,1.73472347597681e-18,0.239079180723944,0,0,0.109840845398353,0.0790285147589998,0,0,0,0,0,0,0,0,0,0,0.208573327252291,-0.0609735965301366,0,0,0,0.108978550092673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228795634987764,0,0,0,0,-0.0051620261516443,0,0
X600690.SH,0,0,0.237786274133923,0,0,0.00233096018435305,0,0,0,0,0,0,0.0687552289565803,0,0,0,0,0,0,0,0,0,0.0318383809553712,0,0,0,0,0,0,0,0.113709324413719,0,0,0,0.0720892370143381,0,0,0,0,0,0,0,0,0,0,0,0,0.0736428878038352,0,0,0,0,-0.0640412076608312,0,0,0,0.0258926798313389,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123837032890865,0,0,0.0922365925417268,0.326614065610861,0,0,0.019433973378604,0.0813284409187325,0,0.0121284772150955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908265862536729,0,0,0,-0.000952044085167203,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23318943612763,0.0761529586132642,0,0,0,0,0,0,0,0,0,0,0.160944374474628,0,0.188126219452001,0,0,0,0,0,0,0.125617217612682,0,0.00333665723479813,0,0,0,0.155850064097918,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00407783592682372,0,0,0,0,-4.33680868994202e-19,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148942100220542,0,0,0,-0.0147178192515751,0,0,0,0,0,0,0,0,0,0,0,0,0.0137950891931741,0,0.0249738945430879,0,0,0,0,0,0,0,0.0177769117914799,0,0.117871988517386,0,0,0,0.0844936326010483,0,-2.71050543121376e-20,-0.00148330441723533,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294544256963673,0,0,0,0,0,0,0,0.282429611759643,0,0.0467929647817839,0,0,0,0,0,0,0,0,0,0,0,0,0.030646599060087,0.0229369331516682,0.0911399589451994,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819521235224561,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0388719350549801,0,0,0,0,0,0,0,0,0,0,0.237857963536492,0,0,0.244729331803388,0,0,0,0,0,0.0542514325855893,0,0.198649899317228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360185892014862,0.155934600604492,0,0.332589621217872,0,0,0,0,0,0,0,0,-0.0150253534669544,0,0
X000661.SZ,0,0,0,0,0,0.284177911242323,0,0,0,0,0,0,0,0,0,0.181028402048145,0,0,0,0,0,0,0,0,0.253803370492261,0,0,0.113624883608605,0,0,0,0,0,0,0,0,0,-0.425397410044212,0,0,0,0,0.150223959232332,0,0,0,0,0,0,0,0,-0.145732317379348,-0.0669797192169059,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.293503822930616,0,0,0,0,0.0694680280164941,0,0,0,0,0,0,0,0,0,0,0,0.00999126141849512,0.0565816641438283,0,0,0.0316334753822994,0,-0.340116773925412,0,0,0.0929935779302068,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.160618555852598,0,0,0.126586455892368,0.136495160579792,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0.0680255708221493,0,0,0.0611719416717978,0,0,0,0,0,0.0267322472667412,0,0,0.139756149355057,0,0,0,0,0,0,0,0.0472561674880873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564826097323848,0,0,0,0,0,0,0,0,0,0,0,0.148806384484515,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806846313734606,0.0307859722132199,0,0,0,-0.0766022859337838,0,0,0.0146668037242624,0,0,0,0,0,0,0,0,0,0,0,0,0.00322500283589577,-0.00923293378389226,-0.00479027454220411,0,0,0,0,0,0,0,0.03259772518442,0,-0.0248810005642251,0,0.040184117151081,0,0,0.060144281446235,0,0,0,-0.0332427270206098,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0358566053066431,0,0.0971210909779098,0,0,0,0,0,0.0367132586569558,0,0,0,0,0,0.0254807252214088,0,0,0,0,0,0,0,0,0.0813335802527101,0,0,0,0,0,0,0,0,0,0,0,0.00864203750363833,0,0,0,0,0,0,0,0,0,0.0140353229230131,0,0,0,-0.000440917969071012,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0.258665278418101,0,0,0.255776403225755,0.0443647753121079,0,0,0,0,0,0,0,0,0.0537469469153711,0,0,-0.0381536305753834,0,0,0,0,0,0,0,0,0,0,0,0.137012594640465,0,0,0,0,0,0,0.0773008374360769,0,0,0,0,0,0,0,-0.00656771734157782,0,0,0,-0.00440857697637281,0,0
X000596.SZ,0,0,0,0,0.351786605204931,0,0,0,0,0,0,0,0,0,0,-0.130510132450335,0,0,0,0,0,0,0,0,0,0,0,0.481813282058027,0,0,0,0,0,0,0,0,-0.0109528404834766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0680166305390701,-0.141205457701795,0,0,0,0.0474376243181903,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,-0.0337964773122279,0,0,0,0,0.0433974238505381,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.241948221193514,0,0,0,0,0,0,-0.0258537521523923,0,0,0,0,0.299614218242692,0,0,0,0.079563646446979,0,0,0,0,-0.306078220796055,0,0,0,0,0,0,0.0266907950002604,0,0
X000100.SZ,0,0,0,0,0,0,0.0573558355844314,0,0,0.0588643474673889,0,0,0.423497840250936,0,0,0.168883267785274,0,0,0,0,0,0.0433730552221276,0,0.0833168693621887,0,0.0517087511801357,0,-0.0327389576319762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157771676997705,0,0
