,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X002371.SZ,X600183.SH,X600741.SH,X000596.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X000157.SZ,X002236.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X002456.SZ,X600118.SH,X600498.SH,X002179.SZ,X002223.SZ,X300136.SZ,X002049.SZ,X600584.SH,X600271.SH,X002414.SZ,X000066.SZ,X002185.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.123809334345944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616149770886398,0,0,0,0.0693422924638944,0,0,0,0.0480147749724361,0,0,0,0,0.00594813065009722,0,0,-0.00799918566330795,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0408766334512837,0.00366757641389387,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.189684523713353,0,0.0377599054533177,0,0,0,0.339411878847731,0,0,0,0,0.16471064567523,0,0,0,0,0,0,0.00704317151806852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345887461853947,0.0179817479639741,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603913844811376,0,0,0,0.0485193728196371,0,0,0,0,0,0,0,0,0,0,0.0947279744575183,0,0,0.144766808471807,0,0,0,0,0,0,0.0425319737813135,-0.0104363099443913,0,0,0,0,0,0,0,0,0,0,0,0.0106943789508437,-0.00216258500834241,0,0,0,0,0,0
X000651.SZ,0,0.2559178746856,0,0,0,0.0200216407125358,0.0258126501159312,0,0.0544233892763564,0,0,0,0,0,0,0.0799009253753497,0,0,0,0,0,0,0,0,0,0,0.0636267434101676,0.0378923585964895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309030903607666,0,0,0,0,0,0,0,0,0.00610413037310928,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0539658267563709,0,0,0,0,0,0,0.107750217190701,0,0,0,0,0,0,0,0.116328997350331,0,0,0.00655846078842908,0,0,0.0184057794290825,0,0,0,0,0,0,0.0954164788459328,0,0,0,0,0,0,0,0,0.0491184092132869,0,0,0,0,1.73472347597681e-18,-6.93889390390723e-18,0,0,0.0255281560860881,0.032182847283236,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149902031864532,0.17828110080166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397686890252433,0,0,0,0,0,0,0,0,0.0294552541019223,0,0,0,0,0,0,0
X600104.SH,0,0.149778931362629,0,0,0,0.0570598576450122,0,0,0,0,0,0,0,0,0,0,0,0,0.0269964041022705,0,0,0,0,0.0893907285543346,0,0,0,0,0,0,0,0,0,0.294981468040233,0.101700538575157,0,0.000474792952789321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749866043195859,0.0187318751796222,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0514086516639027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760702506897046,0,0,0,0,0.0588112082919383,0,0,0,0,0,0,0.190169303706774,0,0,0,0,0.0149263967950799,0.128613970036615,0,0,0,0,0,0,0,0,0.100412745209311,0,0,0.0346257848835748,0.0393095627247225,0,0,0,0,0,0
X600031.SH,0,0.0248132978403354,0,0,0,0,0.00449307557194774,-8.67361737988404e-19,0,0,0,0,0,0.0456535299153087,0,0,0,0,0,0,0,0,0,0,0,0,0.0838836183206225,0,0,0,0,0.527966771849551,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0285215882132419,0.0252706433410825,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799060553008348,0,0,0,0,0,0,0,0,0.00842332347583453,0,0,0,0,0,0,0,0,0,0.137880249374257,0.019542139358534,0,0,0.0114932554227084,-0.0082778507261255,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313670094353496,0,0,0,0,0.0404564473270323,0,0,0.393672725392568,0,0,0.00822727398892641,0,0,0,0,0,0,0,0,0,0.0962779769939249,0.0471156830432306,0,0,0,0.138248627153059,0,0,0,0,0,0,0,0,0.0210563571750285,0,0,0,0,0,0,0
X002304.SZ,0,0.107456439783869,0,0,0,0,0,0,0,0,0,0,0.148604265551384,0,0.040585766166551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292825903766005,0,0,0.0164795751743077,0,-0.0241997484261982,0,0,0,0,0,0,0,0,0,0.025148320614489,0,0,0,0,0,0,0
X000568.SZ,0,0.354751203129151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400934080576777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800360824538325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124515815017585,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889474483920796,0,0,0,0,0,0.109573865693644,0,0,0,0.0369564302384769,0,0.0410961658273779,0,0.154512637839866,0,0.165626998883311,0,0,0,0,0.191724753956624,0,0,0,0,0,0,0,0,0,0,0,0,0.0193256621107981,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.336972316090183,0,0,0.106611466240645,0.0130855804762662,0,0,0,0,0,0,0,0,0,0.0004565098508195,0.0114418486137007,0,0,0,0,0,0,0,0,0,0,0.000130097458995614,0,0,0,0,0.0458183296335829,0,0,0,0,0,0.111335029873064,0,0.0403652759499407,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.253314958056282,0,0,0,0,0,0,0,0,0,0,0.244053529822244,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0609073174333689,0,0,0,0,0,0,0,0,0,0,0,0.0157799595081488,0,0,0,0,0.0427213410332027,0,0,0,0,0,0,0,0.00629448226848622,0.0064756326927919,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.0511910074531678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412588307458023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893760157625382,0.0824633659124487,0,0.0655326855300196,0,-0.0435062352921788,0,0.00876441461044754,0.597617310432225,0,0,0,0,0.0985613243637176,0,0,0.0106798573685164,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.625068365234324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505727581976679,0,0,0.0319971415925655,0.00328050394318086,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0773015840552353,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.102111442343825,0.0510018629084639,0,0,0,0,0.0403053073645186,0.231316273355092,0,0,0,0,0,0,0.016242719989028,0,0,0.111113836164042,0,0,0,0,0,0,0,0,0,0.0139742520545592,0.0328913437751945,0,0,0,0,0,0
X002007.SZ,0,0,0.200200588264612,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255152410574,0,0,0,0,0,0,0,0,0.0135361551990055,0,0,0,0,0,0,0,0,0,0,0,0,0.0769527704049686,-0.0271505168048114,0,0.212236248895216,0,0,0,0,0,0,0,0,0.0655889007681549,-0.0375582376911313,-0.0179022409508425,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0156698960184996,0,0,-0.126412511035072,0,0,0,0,0,0,0,0.162604502173064,0,0,0,0,0,0,0,0,0,0.0573904870988464,0,0,0,0,0,0,0,0,0,0.270741892933692,0,-0.0981907355311778,0,0,0,0.146450675088094,0,0.0723322687519372,0,0.0736206752747016,0,0.109969543792491,0,-0.0157917104000264,0.0431441429630075,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0.00133447385805662,0,0,0,0,0,0,0,0,0,0,0.0749490886136417,0,0,0,0.018717355513703,0,0,0,0.106305669100972,0,0.0932412303629831,0,0,0,0,0,0,0,0,0.529518102868019,0,0,0,0,0,0,0.0636329525374159,0,0,0,0,0,0,0,0,0.0222964238851888,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.25491211158109,0,0,0,0,0,0,0,0,0,0,0.0210504642008563,0,0,0,0,0,0,0,0,0,0.0434804528982146,0.0381296981218418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437181837263961,0,0.0188286601448389,0.0263587474653179,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.367102267652959,0.00759634665955595,0.0262842310283482,0,0,0,0.317280597309869,-4.33680868994202e-19,0,0,0,0,0,0,-0.0506863938503375,0,0,0,0,0.0173582752153447,0.111665227761163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212265423981474,0,0,0,0,0,0,0,0,0,0.0378892165418452,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.0524428318687342,0,0,0,0,0,0,0,0,0,0.283693701758548,0,0,0,0,0.115147861002462,0.0185931815595116,0,0,0,0,0,0,0,0,0,0,0,0.17737518926651,0,0,0,0,0,0,0,0,0,0.0879681177840736,0,0,0.0368588904561595,0.00144099971576396,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.188273090896879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947747615483427,0,0.172160672194571,0,0,0,0,0,0,0,0,0,0,0.127010104544004,0.0385597950313592,0,0,0,0.180026091396646,0,0.143547146254689,0,0,0,0,0,0,4.33680868994202e-19,-0.0187411927763756,0,0,0,0,0,0
