,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000596.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000661.SZ,X600584.SH,X002241.SZ,X000977.SZ,X601877.SH,X600522.SH,X600702.SH,X601799.SH,X000733.SZ,X002074.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X002028.SZ,X002463.SZ,X002180.SZ,X600183.SH,X600460.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,6.93889390390723e-18,0.308360420837297,0,0,0,0,0.0176376156789095,0,0,0,0.216495271241949,0,0,0,0,0,0,0,0,0,0,0,-0.0848130594360363,0,0,0,0,0,0,0,0,0,0,0.0329741168902465,0,0,0,0,0,0,0,0,0,0.0237022934357719,0,0,0,0,-0.0297914809932119,0,0,0.00240074545185494,0.0149282519538036,0,0,0,0,0
X000858.SZ,0,0,0.106157388068342,0,0,0,0,0,0.0490142116173523,0,0,0,0,0,0,0,0,0.0988655319092505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244151594170039,0,0,0.238271987758681,0,0,0,0,0,0.0472934512678136,0,0.0581375792722505,0,0,0.0864630028807034,0,0,-0.00646907841212845,0,0,0,0,0,0,0
X000568.SZ,0.176576503657858,0.0163114853758368,0,0.1290595460135,0,0,0,0,0,0,-0.0932214994977988,0,0,0,0.131277921947219,0,0,0,0.00640015507863134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655875264128297,0,0,0.227966558040274,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00584323404580475,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198453066699574,0,0,0,0,0,0,0.0536633298006613,0,0,0,0,0,0,0.0327021908680484,0.0236903502061737,0,0,0,0,0,0,0,0,0.628801235360793,-0.0324549621440502,0.0554945034114716,0,0,0,0,0,0.0638369199975009,0,0,0,-0.107013024733445,0,-0.027695462768797,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0202154768258631,0,0,-0.0153314977373783,0,0,0,0,0,0,0,0,0,0,0,0,0.0747706104490887,0,0,0,0,0,0,0,0,0,0.243892302859909,0,0,0,0,0,0.00194010252838006,0,0,0.237961211715667,0,0,0,0,0,0,0,0,0.0266215097267473,0.0353784955922501,0,0,0,0.0273091379647537,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.168478481932057,0,0,0,0,0,0,0,0,0.0651703144002033,0,0.170224338455478,0,-0.131036907194041,0,0,0,0.027983739978092,0,0,0,0,0,0,-0.196773700572643,0,0,0.388913022635778,0.0477203640181494,0,0,0,0,0,0,0,0,0,0,0,0.174421931874952,0.013953538694774,0,0,0,0,0,-0.0279959679922077,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.168773762722589,0.0993229204574086,0,0,0,0,0,0,0.0120529662550429,0,0.0478681009878643,0,0.0308756445446846,0,0,0,0.171497687118903,0,0,0,0,0,0,0,0,0,0.00716121126717626,0,0,0,0,-0.090388329074118,0,0,0.0281078202197986,0,0,0,-0.0319578072281133,0,0,0,0,0,-0.00134551782380609,0,-0.040652805737706,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182391439356618,0,0,0,0.148359574531561,0.00165025394642936,0,0,0,0,0,0.0698391361377773,0,0,0,0.0533575344055197,0,0,0,0,0,0.00625278697756579,0,0,0,0,0,0,0,0,0.0931065549098878,0,0.101025565975707,0,0,0,0,0,0,0.0609709865134302,0,0,0,0,0,0
X002304.SZ,0,0.406326989671746,0.0438761941509306,0.123744214711182,0,0,0,-0.0230451078083878,0,0,0,0,0,0,0,0,0,0.0583130787577288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532539714546434,0,0,0,0,0,0,0,0,0,0,0,0,-0.00612861306803421,0,0,-0.147724947034982,0,0,0,0,0
X000651.SZ,0,0.069275050557736,0,0,0,0,0.21568695120325,0.035993557098402,0,0,0,0,0,0,0,0,0,0.104194097392643,-0.0452927046738386,0.0102347544260037,0,0,0,0,0,0,0.0724227895223327,0,-0.0852599273243192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243189126379956,0,0,0,0,0,-0.0193986623556692,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.113948663067014,0.0114952445355507,0,0,0,0,0,0,0.0580779054190539,0.0460614560256048,0,0,0,0,0.187572973306733,0,0,0,0,0,0,0,0.0357023825426572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970452460165393,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.067080771701738,0,0,0,0,0,0,-0.0152479740754507,0,0,0.124447610882287,0,0.140487477284,0,0,0,-0.0508375075775086,0,0,0,0,0,0.13473173127471,0.143112382972936,0,0,0,0,0,-0.101547017294272,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285419190180054,0,-0.021393973411003,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0566829991338516,0,0,0,0,0.00880445637616076,0.0363506659742635,-0.0670016460562633,0,0,0,0,0,-0.169172776382744,0,0,0,0,0.17653816935873,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00176327305701762,0,0.0676231102862768,-0.0425651732514343,0,0,0,0,0,0.00708421737068908,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152132828234857,0,0,0,0,0,0,0.0186978127565746,0,0,0,0,0,0.134894183984622,0,0,0.0451449454751974,0,0,0,0,0,0,0,0.239724940410761,0.0243166132516984,0,0,0.192318990616108,0,0,-0.0536887027889247,0,0,0,0,0,0
