,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X600104.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X000100.SZ,X600418.SH,X600584.SH,X600703.SH,X600089.SH,X000977.SZ,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X002236.SZ,X600066.SH,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X600460.SH,X600487.SH,X002456.SZ,X601799.SH,X000661.SZ,X000800.SZ,X600839.SH,X002180.SZ,X002294.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.409928162023075,0,0,0,0,0,0,0,0,0.0219549606425014,0,-0.0124763354763014,0,0,0,0,0.206723404311806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00269835920443281,0,0,0,0,0,0,0,0,0,0,0.0322338097439455,-0.125085884520961,-0.0298469522785312,0,0,0,0,0
X000858.SZ,0.293186899254065,0,0,0.0246318427962875,0,0,0,0.33073982584929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209466582944055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118391581800456,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0554310473212197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488369112801025,0.155931838636733,0.683657087845731,0.0685087363572562,0.0424882754705906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594607935309424,0.0442029529687038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0969279897808817,0,0,0,0,0,0,0,0,0,0,0.15999782689248,0,0,0,0,0,0,0,0,0.0788037812537413,0,0,0,-0.0504729836102609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112083678178964,0,0.133615654284648,0,-0.0293859786227408,0,0.0487552167929318,0.00985208292033605,0,-0.0352625675594644,-0.0225779437717486,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.187770684186361,0,0,0,0,0,0,0,0,0,0,0,0.0698541056433244,0.0467145446769409,0,0.0385877329234021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426504222924286,0,0,0,0,0,0,0.156046406799008,0,-0.00222442309362668,0,0,0,0,0,0,0
X002415.SZ,0.092134849201914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259717080801145,0,0,0.234339450254477,0,0,0,0,0,0,0,0,0,0.153333101385512,0,0,0,0,0,0,0,0,0.033956161155496,0,0.111081898209311,0,0,0,-0.0866522922058479,0,0,0.128199702980174,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.424505480833373,0,0,0,0,0,0,0,0.0941623116251119,0,0,0.128595545018376,0,0,0,0.0102783407991726,0,0,0,0,0.000613639895037741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767030425340653,-0.0332523258515047,0.0312394067092053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.0192113017538984,0,0,0,0,0,0,0.0485934074820348,0,0.52049847675221,0,0,0,0,0,0,0,0,0.371230661467947,0,0.0119374443179845,0,0,0,0.000843380881325253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929216552065227,-0.0102314661015205,0,0,0,0,0,0,0,0,0,0,0.0259076276188439,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0308816809864981,0,0,0,0,0,0.391449460559693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432119803473152,-0.382506992758242,0,0,0,0,0,0,0,-0.0246691482975152,0,0,0,0,0,0,0,-0.417422820200305,0,0,-0.0422837412652455,0.0344517710088778,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.206054019718298,0,0,0,0,0,0,0.0717469789025491,0,0,0.0788028705537617,0,0,0,0.300242509695221,0,0,0,0,0,0,0.0173244183896997,0,0,0,0,0,0,0.0759646940679907,0,0,0,0.208204930932632,0,-0.0124685085037612,0,0,0,0,0.0635505669087588,-0.00559638335047201,0,0,0,0,0,0
X000568.SZ,0,0.114013156295309,0,0,0,0,0,0.629746567623092,0,0,0,0,0.0613762288240699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265406652596464,0,0,0.0305483793739898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406781023215278,0,-0.0412433800732966,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0926260210117823,0.0215987174644722,0,0,0,0,0,0.042123141261405,0,0,0,0,0.473484990224822,0,0.000307640914192337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752729736977002,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.069668381006842,0,0,0,0,0,0,0,0,0,0,0,0.043474893816428,0,0,0,0,0.420656576614999,0.248710019547741,0,0,0,0,0,0,0,0.0102521082424954,0,0,0,0,0,0,0,0.163358218873015,0,0.0340539838608084,0,0,0,0,0.266257835579374,0,0,0,0,0.0490534056365202,0,-0.114071595812831,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0278321977865544,0,0,0,0.0550702217885683,0,0,0,0,0.0304416491498895,0,0,0,0,0.074139986604417,0,0.168545016439945,0,-2.16840434497101e-19,0,0,0,0.153091866122893,0,0,0,0.0554922864694247,0,0,0.0381351775307218,0,0,0,0,0,0,0,0.0855768477829344,0,0,0,0.0574091566689455,0,0,0,0,0,0,0.0538675548591491,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0610434630760862,0.119302031773079,0,0,0,0.135137228512674,0,0,0,0,0,0,0,0,0,0,0.123131515667213,0.0049086783283627,0,0,0,0,0,0,0,0,0,0.149275628253318,0,0,0,0,0,0,0,-0.017455829501809,0,0,0,0,0,0,0,0,0.00116581260904414,0,0,0,0,0,0,0,0,0
