,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X300003.SZ,X600271.SH,X002007.SZ,X002236.SZ,X000157.SZ,X600703.SH,X300124.SZ,X300142.SZ,X002008.SZ,X000625.SZ,X002179.SZ,X600177.SH,X000977.SZ,X600498.SH,X002371.SZ,X600776.SH,X000066.SZ,X300146.SZ,X600487.SH,X002506.SZ,X600867.SH,X600066.SH,X600183.SH,X000050.SZ,X600522.SH,X600118.SH,X002129.SZ,X002049.SZ,X002241.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104900447225547,0,0,0,0,0,0.0744242128150881,0,0.0554040014972393,0,0,0,0.0386793284447038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557495530520979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980116584160985,0,0,0,-0.0150471688112766,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0209693911448312,0,0,0,0,0.258391624973163,0.000350879433164605,0,0.0775756243989376,0,0,0.467773384063451,0,0,0,0,0,0,0.0438702338970455,0,0.0751496298306684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493374972659289,0,0,0,0,-0.00264133857049486,0,0
X000651.SZ,0,0.2283057055768,0,0,0,0,0,0.0271779558237336,0,0,0,0.0821764657580434,0,0.070191746669414,0,0,0,0,0,0,0,0,0,0.0199863565071525,0,0,0,0,0,0,0,0,0,0,0,0.00996213700550478,0,0,0,0,0,0,0,0.017973449815278,0,0,0,0,0,0,0,-0.0378320180776781,0,0,0,0,-0.049484153109104,0,0
X600104.SH,0,0,0.045964707433601,0,0,0.0514081187764963,0,0,0,0,0,0.106041264055623,0.0101046182424772,0,0.05737983177996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336717647738894,0.0628724372674843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042645658178485,0,0,0,0,0.0188313045498489,0,0,-0.0108295777542316,0,0,0,0,0.000913187896381292,0,0
X600276.SH,0,0,0.14716799541302,0,0,0,0,0,0,0,0,0,0,0.0185705713069522,0.0875734528873862,0.00664949526701736,0.0766468104255084,0,0,0,0.0247185495248801,0,0,0,0,0.104057132405723,0,0,0.0819621217776484,0,0,0,0,0,0,0,0,0.016043530059639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X002415.SZ,0,0,0.0481370656709354,0,0,0,0,0.0289721234307653,0,0.00901897953070147,0,0,0,0.0964822493462199,0.0645180237269159,0,0,0,0,0,0,0,0,0.293641069416071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439736074853351,0.0816647700673755,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182089707557524,0.0163737870046032,0,0,0,0,0,0
X002304.SZ,0,0.120275618417258,0.242261558141031,0,0,0,0,0,0,0,0,0.0358897498800193,0,0,-2.16840434497101e-19,0.208103661583482,0,0,0.146923926884191,0,0,0,0.0916342902898541,0,0,0,0,0,0,0,0,0,0.0126308969743673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270978491804508,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810943676011244,0,0,0,0,0,0,0,0,0,0,0,0.135102246182818,0,0,0,0,0,0,0,0,0.0426405911155944,0.158499713978417,0,0,0,0,0.0346404478608113,0,0,0,0,0,0,0.0363241579813446,0,0,0,-0.0324338028821217,-0.0591137905991043,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336467246044202,0,0,-0.0571815000296797,0,0,0.228883948119296,0,0,0,0,0,0.0329061932023523,0,0,0,0.0385507680736159,0,0,0.0274195248623637,0,0,0,0,0,0.0678248172034364,0,0,0,0.136785339454404,0.249048114759903,0,0,0.0462086791928618,0,0,0,0,-0.0367792741167122,0,0,0,0,0.0431684397944561,0,0
X000568.SZ,0,0.312571805316801,0,0,0,0,0,0,0,0,0,0,0.192387722733715,0.0309783713924797,0.0215093614616844,0.120431434649054,0,0,0.0798921700415366,0,0,0,0,0,0,0.055578274184883,0,0,0,0.0462933447331048,0,0,0,0,0,0,0,0,0,0,0.0447607604556208,0,0,0,0,0,0,0,0.0113325973905051,0,0,-0.0196218641576189,0,0,0,0,-0.0046378618530913,0,0
