,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X600183.SH,X000100.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X000625.SZ,X002179.SZ,X300014.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002463.SZ,X002008.SZ,X600177.SH,X002456.SZ,X002371.SZ,X600066.SH,X002506.SZ,X600867.SH,X002180.SZ,X600584.SH,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130169613828607,0,0,0,0,0,0.112849434682619,0,0,0,0,0.29253043914398,0,0,0,0.0613690630570385,0,0.0501096819576171,0,0.00445655636635992,0,0,0,0,0,0,0,0,0,0,0,0,-0.053758110581304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313690152659997,0,0,0.00355425768967253,0,0,0,-0.0209755705028629,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0487702509457034,0,0,0,0,0.418224706502317,0,0,0,0.124550125348229,0,0.00495401190512409,0.0239070933314431,0,0,0,0,0,0,0,0,0,0,0.00795003747564254,0,0,0,0,0.00794240960967223,0,0,0,0,0.0452965325571142,0.00453580096192446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102394586751597,0,0
X600276.SH,0.0366978181627244,0.0625422777077644,0,0,0,0,0,0,0,0,0,0,0.0871192043138629,0,0,0,0,0.229376981417067,-1.0842021724855e-19,0.0124198716379388,0,0,0,0,0,0,0.0740348250314257,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0147873115123929,0,0.0104716489331013,-0.0261040384591523,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164267353507237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151382553674622,0,0,0.0699795209701508,-0.0236506167250664,0,0,0,0,-8.67361737988404e-19,0,0,0.0800807916987913,0,0,-0.0348504242085392,0,0,0,0.0302213200498636,0,0
X002415.SZ,0,0,0,0,0,0,-0.0355513144013403,0,0,0,0,0,0.0389398748384889,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.570060207873708,0.113233162398262,0,0,0,0,0,0.0617999477474343,0,0,0,0,0,0.0353181466466096,0,0,0.0715084646286052,0,-0.0752985627531185,0,0,0,0,0,0,0,0,0,0,0.0700718150884184,-0.0754381423836992,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215210577607278,0.00859163483234918,0,0.0560556299355175,0,0,0,0,0.0188718186435946,0,0.0256811232404328,0,0,0,0,0,0,0,0,0,0,0,0.0186804233777517,0,0,0,0,0,0,0,-0.0170048326011702,-4.33680868994202e-19,0,0,0.052985551471481,0,0.0127090328872872,0,0,0,0,-0.00150979542839088,0,0
X003816.SZ,0,0,0.0791269264224961,0,0,0,0,0,0.139577719864322,0,0,0,0,0.0272410650199451,0,0,0,0,0.0493918273554092,0,0,0,0,0,0,0.208580504640125,0,0,0,0,-0.0106883957156922,0,0,0,0,0,0.0356589458681765,0,0,0,0,-0.0732866648836928,0,0,0,0,0.0426033886228991,0.111370576839778,0,0,0,0.0693001387954031,0,0,0,0,0,0,0
X002475.SZ,0,0.125576998858717,0,0,0,0,0,0,0.14341291537694,0,0,0,0,0,0,0,0,0,-0.037995589144889,0,0,0,0,0,0,0,0,0,0,0,0.159217541708219,0,0,0,0,-0.018015810373723,0.0454461884796876,0,0.33490111919761,0,0.100414994832662,0,0,0,0,0,0,0,0,0,0,0.0240326430722978,0,0,0,0,0,0,0
X002304.SZ,0.231913249874099,0.0496598022095449,0,0,0,0,0.131986157387916,0.0149114566322856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854025395546375,0,0.0426054341593306,0.0105193951636059,0,0,0,0,0,0.00387490265114861,0,0,-0.000512941761487203,0,0,0,0,0,0,0,0,0,0,0.0730385211421507,0,0,0,0,0,0,0,0.0304542237407404,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719071707859805,0,0,0,0,0.0753380171262396,0,0,0,0,0.0321051617103968,0,0,0,0,0,0.0285149259839779,0,0,0,0,0,0,0,0,0,0.0869332655659414,0.144468381998893,0,0,0,0,0.0315425929519251,0,0,0,0,0,0
