,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X600104.SH,X002371.SZ,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X000977.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X002180.SZ,X600522.SH,X600702.SH,X002074.SZ,X300142.SZ,X000733.SZ,X600460.SH,X300003.SZ,X000066.SZ,X002007.SZ,X002463.SZ,X002294.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0657142864834568,0,0.123285047056523,0.042818427360091,0,0,0,0,0,-0.00744403942093771,0,0.0346056374023611,0,0,0,0.0547233790095917,0,0,0.0405091858562762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0143188353839393,0,0,-0.0347411866112898,-0.0157012346785949,0,0,0,0,0,0
X000858.SZ,0,0,0,0.176605763087416,0,0.0762587315655115,0,0,0,0,0,0,0,0,0,0,0.104930371462164,0,0.0757093987926376,0,0,0,0,0,0,0.0204610485934661,0,0,0,0,-0.00921127990737152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396899585199986,0,0,-0.0133846164413632,-0.0329211479048638,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115372835346383,0,0,0,0,0,0,0,-0.0421225765761323,0,0.131404618572019,0,0.0658161382688842,0,0,0,0,0,0,0.0608523254928564,0,0,0,0.276597811898263,0,0,0,0.122647111383869,0,-0.0450077390355501,0,0,0,0,-0.0296262328361842,0,0,0,0,0,0,0
X000568.SZ,0,0.439221837575799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121127719372993,0,0,-0.025027517883615,0,0,0,0,0,0,-0.0503860886097304,0.156416597731274,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505473228455665,0,0,0,0,0,0
X600276.SH,0,0,0.0980212400655029,0,0,0,0.102967256757433,0,0,0,0.0307550342309312,0,0.146909887565661,0,0,0,0,0,0,0.0263125476826659,0,0,0,0,-2.16840434497101e-19,0.121473155724524,0,0.117898499730931,0.0234696658974154,0,0,0,0,0,0,0.00704882772468392,0,0,0,0,0,0,0,0.121198455826825,-0.125099676492324,0,-0.173615367083605,0.233651816029763,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.154265651422031,0,0.149351321853727,0.00534769682669006,0,0,0,0,0,0,0.015234538664175,0,0,-0.228243174279543,0,0.186526822413482,0,0,0,0,0,0,0,-0.00440828644624197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412154056430301,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.00983351898433171,-0.082198386322953,0.0907678939220873,0,0.176875096276626,0,0.236321798002702,0,0,0.0111262931920164,0.0466009824186479,-0.0363105508607385,0,0,0,0,0,0,0,0,0,0.038946339113675,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128455640853923,0,0,0,0.0225958116271719,0,0,0.00818386962906259,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.124368165388856,0.100970208225565,0,0,0.0518783230756868,-0.0414618689145756,0,0,0,0,0,0,0,0,0,0,-0.0175689408223579,0,0,0,0.00602374563578536,0,-0.0473537987257636,0,0,0,0.0220662982612769,0,0,0,0,0,0,0.117775665994566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252127628707197,0,0,0,0,0,0
X002475.SZ,0,0,0.0169215362763895,0,0,0,0,0,0,0,0.0441797299996864,0,0,0,0,0,0,0,0,0,0.134313348434142,0,0.027182795100547,0,0,0,0,0.0882736852822169,0,0.228426425634437,0.042174546442615,0,0,0,0,0,0,0.0825133677314768,0,0,0,0,0,0,0,0,0,0,-0.0880925070028163,0,0,0.0103736281801287,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.13575760420407,-0.0231939247535392,0,0,0,0,0,0.0287510524935067,0.14080917063544,0.0399401038797152,0,0,0,0,0,0,0.0708692607551354,0,-0.0955106757772553,0,0,0,0.0261582222315814,0,0,0,0,0.0485864399223817,0,-0.0694946297642757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223457159459728,0,0,0,0,0,0
