,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X000157.SZ,X600271.SH,X300124.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X300142.SZ,X600498.SH,X002506.SZ,X002179.SZ,X600177.SH,X000625.SZ,X000977.SZ,X600487.SH,X002371.SZ,X600066.SH,X600776.SH,X600867.SH,X600183.SH,X600522.SH,X000050.SZ,X300146.SZ,X002049.SZ,X000066.SZ,X002129.SZ,X600118.SH,X600089.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181474715009224,0,0,0,0,0,0,0,0,0,0.0221840178591002,0,0.0247272364069471,0.0199456471298559,0,0,0,0,0,0,0,0,0,0,0,0.0972380636233155,0,0.0569785010206254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613815760845644,0,-0.00616844214678166,-0.00107908139513072,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.133372451635073,0,0,0,0,0,0.293545966807905,0.00687155068196938,0,0,0,0,0.439114274065194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135696217026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.158382008065059,0,0,0,0,0,0,0,0.0539399156082717,0,0,0,0.143592758923947,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025036475794343,0,0,0,0,0,0,0,0.00606724959702449,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510159213960212,0,0,0,0,-0.0278196365955154,0,0
X600104.SH,0,0,0.156327021034058,0,0,0.0719076526141497,0,0,0,0,0,0,0,0.0501830868464754,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.104094600804624,0,0,0,0,0,0,0,0,0,0,0,0.112466489085867,0,0,0,0.0269404601883336,0,-0.02604312112086,0,0,0,0,0,0,0
X600276.SH,0,0,0.0200327009918824,0,0,0,0,0,0,0,0,0,0,0.159695804662451,0.0703508285495098,0,0.180153742353984,0,0,0,0,0,0,0,0.102729302643938,0,0,0,0.187686136074573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387641034437196,0,0,0,0,0,0,0,0,0,0.0140958632342966,0,0,0,0,0,0
X002415.SZ,0,0,0.0503129126581002,0.0216358944599037,0,0,0,0.00276365742804211,0,0,0,0.0367708497019702,0,0.0571227847664741,0.105508073519033,0,0,0,0,0,0,0,0,0,0,0,0.468087479534706,0,-0.0118831516851866,0,0,0,0,0,-0.0108314959702303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430558155986927,0,0,0,0,-0.0380945781693089,0,0
X002304.SZ,0,0.288835317514607,0.0251874631274096,0,0,0,0,0,0,0.0711455720345996,0,0,0,0.0606652177939878,0,0.132859726041097,0,0,0,0,0,0,0,0,0,0.0511197649253109,0,0,0,0,0,0,0,0,0,0.026305926626827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161292269623102,0,0,0,0,0.0254429073890656,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683322183997314,0,0,0,0,0,0,0.0575221764610944,0,0,0.182235218779085,0,0,0,0,0,0,0.0297877632395746,0,0,0,0,0,0,0,0.167525972152713,0,0.226773728222023,0,0,0,0.122785591576498,0,0,0,0,0,0,0,-0.0585165882707022,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536868853530806,0,0,0,0,0,0,0,0,0,0,0.218700155164883,0,0.088210736122191,0,0,0,0,0.0356106210152982,0,0.0257231259336038,0,0.00438939106244258,0.102267493483099,0,0.147795890826437,0,0,0,-0.0189282277608643,-0.0460838265491897,0,0,0,0,0,0
X600031.SH,0,0.0589045194773682,0.0688610743334047,0,0,0,0.121730405352449,0,0,0,0,0,0.287201771047724,0.040369361546459,0,0.0148076195465619,0.017948044829575,0,0.018612751345433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814411851176249,0,0.171327510015763,0,0,0,0,0,0,0,0,0,0,0.0213395510347589,0,0
X600690.SH,0,0,0,0,0,0.0952332902596775,0,0,0,0,0,0,0.0565135091468027,0,0.0819039591281277,0.0768921162250929,0,0,0,0,0,0.159979331627425,0,0.103490422053199,0,0,0,0,0,0,0,0,0,0,0.0475460517858014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246426562790894,0,0,0,0,0.018789906671135,0,0
X000568.SZ,0,0.285855780721093,0,0,0,0.0087591935730604,0,0,0,0,0,0,0.148511295994719,0,0,0,0,0,0.215387156416078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762948025676276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522358751538403,0,-0.00100054454782834,0,0,0,0,-0.0203792992133601,0,0
X000338.SZ,0,0,-0.0142585262149414,0,0,0,0,0,0,0.525271302790204,0,0,0,0,0,0,0,0,0,0,0,0.185288175881414,0,0,0,0,0,0,0.0730830265520579,0,-0.0598332021795087,0,0.057089772713643,0,0,0,0,0.089021187860376,0,0,0,0,0,0,0.0200733128426127,0,0,0,0,0,0,-0.0531975974870526,0.0333872329848751,0,0,0,0,0,0
X002475.SZ,0,0,0.202021771431299,0,0,0,0,0,0,0,0,0,0.135569729800889,0,0.0457833154369699,0,0,0,0,0,0.247669232206968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184205042008788,0,0,0,0,0,0,0.00938446691931269,0,0,0.030669876209178,0,0,0,0,0,0,0,0,0,0,-0.043611555548579,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.180094613440829,0,0,0,0.151443677070934,0,0,0,0,0,0.0768541227058638,0,0,0,0,0,0,0,0.122032467561932,0,0,0,0,0,0,0,0,0,0.133668592032178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.0871138677269574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106988130089853,0,0.38092419549841,0,0,0,0,0,0,0,0,0,0.060397534348538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252701400233199,0,0,0,0.0869942175109906,0,-0.0143322455672324,0,0,0,0,-0.0335721440071594,0,0
X000661.SZ,0,0,0,0,0.221435111874087,0,0.0580651381785403,0,0,0,0,0,0,0,0,0.191351023528628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742919114792523,0.0382415536001187,0,0,0,0,0.0652862397271557,0,0,0,0,0,0.0223001145873132,0,0,0,0,0,0.00324921752739995,0,0,0,0,0.00317762878046306,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.0439546015495431,0,0,0.0271867059184541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739873558684262,0.0817467839367356,0,0,0,0,0.0421758946985638,0,0,0,0,0.0234435030883742,0.0178654807234356,0,0,0,0,0,0,0,0,0.0953311322879857,0,0,-0.00867969109449779,0,0,0,0,0,0,0
X600809.SH,0,0.355211530410293,0,0,0,0,0,0,0,0,0,0,0.175185122758059,0,0,0.147117038550212,0,0,0,0,0,0,0,0,0,0,0,0,0.0213021684184822,0,0,0,0,0,0.0741889298101472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032343549010913,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.00220063966721961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066757681245389,0,0,0,0,0,0,0,0,0,0,0.0850683136741957,0.191198321048679,0,0,0,0,0.0640893720231518,1.0842021724855e-19,0,0,0,0,0,0,0,0.0873378671538272,0,0,0,0,-0.0342364484072146,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.162685199791994,0,0,0,0,0.0495881217001105,0.240953188977438,0,0,0,0,0,-0.0425421721597572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735480444193087,0,0.179081838741816,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0530570340270404,0,0
X000157.SZ,0,0,0.0227560515843485,0,0,0,0,0,0,-8.67361737988404e-19,0.16640970619875,0,0.113282420312493,0,0,0.0260257025740033,0,0,0.01196819211848,0.0281106315525514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147633187041966,0,0,0,0.0253224388140125,0.0482194073755433,0,0,0,0,0,-0.0173301622012868,0,0,0,0,0,0,-0.0111923041683654,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.0296038333473354,0,0,0,0,0.0478699784648963,0,0,0,0,0,0,0.0752821921610213,0,0.0486997800336723,0,0,0,0,0,0,0,0,0,0,0,0,0.0496620250712224,0,0,0,0.0868344519219907,0,0,0,0,0,0,0,0.0895769147949194,0.140089510859869,0,0,0,-0.0340457387934654,0,0,0,0,0.0116663012764443,0,0
