,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002475.SZ,X002049.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000157.SZ,X000559.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X002085.SZ,X600177.SH,X002294.SZ,X600089.SH,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X000066.SZ,X002180.SZ,X002465.SZ,X002007.SZ,X601877.SH,X600498.SH,X000869.SZ,X002456.SZ,X000050.SZ,X002512.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.169281653613488,0,0.229162072237246,0,0,0,0,0,0,0,0,0,0,-0.0210480585527087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600630199418317,0.18111637256461,0,0,0,0,0,-0.0154779432503235,0,0,0,0,0,0,0
X600104.SH,0,0,0.247326018294183,0,0,0,0,0,0,0,0,0,0,0,0.300366311567024,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297325852916829,0,0,0.0524396743673958,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00737471835232705,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.146199405999569,0,0,0,0,0,0,0,0,0,0,0,0,0.0678850108589271,0,0,0,0,0,0.121105987489475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219818972668432,0.0773321688196178,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.291209791489575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072247051238413,0,0.0955706145024002,0,0.128933817884533,0,0,0,0,0,-3.46944695195361e-18,0.0628950473190448,0,0,0,0.0334120212635361,0.0118679772397621,0,0,0,0,0,0
X002304.SZ,0.176598324593379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200262949981607,0,0,0,0.0574810026571446,0,0,0,0.0818700262205417,0,0,0,0,0.130982617755718,0,0,0.0397373255642175,0,0,0,0.0280642056007405,0.129792807742626,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925761750431845,0,0,0,0,0,0.0495959588950481,0,0,0.0403205376949664,0,0,0.00994181737215703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265622757954006,0.0340746596363485,0,0,0,0,0.0203149087258144,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0237594136889841,0,0,0.00438254655520348,0,0,0,0,0,0,0,0,0.091375654892881,0,0,0,0,0.00309846104900965,0.0452742193502714,0,0,0.0439029436523778,0,0,0.0614240060420635,0,0,0,0,0.021911861484068,0.0190972311418541,0,0.0244695237492929,0,0,0,0,0,0.0108919099414194,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.195261039181599,0,0,0,0,0,0,0,0,0.0254907725117279,0.0336965500914551,0,0,0.0995152652972595,0,0,0,0,0,0.178496506404146,0,0.136713829185702,0,0.0161808842106579,0,0,0,0,0,0,0,0.112383319058737,0,0,0,0,0,0,-0.00486728447090999,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.120598339927637,0,0,0,0.0768601237090006,0,0,0,0,0,0,0,0,0.132571622304388,0,0,0,0,0.0536292446651048,0.228722110678456,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0308695370723885,0,0,0,0,0.0427902154060555,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0082191991693296,0,0,0,0,0,0,0,0,0,0,0,0,0.318965144649369,0,0,0,0,0,0.211220649821607,0,0,0.0729876666111879,0.0530058233720903,0,0,0,0,0,0.0570554078491338,0,0,0,3.46944695195361e-18,0.0510653488279164,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.157488756438192,0.101566794537426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115327907706184,0,-0.0630874893850216,0.140001939088103,0,0,-5.42101086242752e-20,0,0.0253088432925671,0,0,0,0,-0.0573729207194239,-0.0500025913853031,-0.139083313277463,0,0,0,0,0
X000100.SZ,0,0,2.19965617839065e-05,0,0,0,0,0,0.282313434267404,0,0,0,0,0,0,0,0,0,0,0,0,0.109931929987812,0,0,0.0830264248512714,0,0,0,0,0,0,0,0,0,0,0,0.0195611221279893,0,0,0,0,0.0400601512878351,0,0,0.176539700235539,0,0,0,0,0.0156716323707443,0,0,0,0,0,0,0
