,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X600104.SH,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002463.SZ,X002241.SZ,X600089.SH,X600584.SH,X600703.SH,X600372.SH,X000977.SZ,X000157.SZ,X002236.SZ,X600418.SH,X600066.SH,X002049.SZ,X600741.SH,X002028.SZ,X600522.SH,X600183.SH,X601877.SH,X000921.SZ,X000661.SZ,X002180.SZ,X002074.SZ,X002129.SZ,X601799.SH,X600487.SH,X000800.SZ,X600460.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226423577873912,0,0,0,0,0,0.00635964674751552,0,0,0,0,0,0,0,0,0,0.273464207373417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830410807176109,0,0,0,0,0,0
X000858.SZ,0.540017638429055,0,0.0578887666913232,0,0,0,0,0.266259720571281,-3.46944695195361e-18,0.00135595170535872,0,0,0,0,0,0,0,0,0,0,0.0506979028536229,0,0,0,0,0,0,0,0,0,0,0,-0.00802522533365435,0,0,0,0,0,-0.00425499190994537,0,0.0791688089741542,0,0,0,0,0,0,0,0,0,0,0.0184684164675996,-8.67361737988404e-19,0.0164506117311243,0,0,0,0,0
X600276.SH,0,0.0284961813686839,0,0,0,0.00571345373752168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211638173448755,0,0,0.150484984417501,0,0,0,0,0.309227380856197,0,8.67361737988404e-19,0,0,0,0,-0.0279752962651501,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0493698955486867,0,0,0.0983561520748108,0,0,0,0,0,0,0,0,0,0,0,0,0.14868493833942,0.399731966501339,0,0.237506172653066,0,0,0,0,0,0,0,0,0,0,0.0855824961131863,0,0,0,0,0,0,0,0,0.0474677239845089,0,-0.0632809824475409,0,0,0,-0.0274547453624524,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.146997083252621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193558581098914,0,0,0,0,0,0,0.00825801461439734,0,0,0,0,0,0.0266720470940635,0,0.232097538991885,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0458752590234327,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.286061155925404,0,0,0,0,0,0.0993251167186592,0,0,0,0,0,0.0123395952625878,0.0358316492353693,0.0540857762305788,0,0,0,0,0,0,0,0,0,0,0,0.0303206553457333,0,0,0,0,0,0,0,0.177338997684504,0,0,0,0,0,0,0,-0.00194203449242987,0,0,0,-0.0148677605612032,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.25078909009901,0,1.73472347597681e-18,0.0640316030464506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180679803741676,0,0.0157453720032861,0,0,0,0,0,0,0,0,0,0.0129544678001229,0,0,0.0709438992004594,0,-0.0354632035314135,0,0.0710853398097067,0,0,0,0,0,-0.0599705675386788,0,0,0,0,0.00881454558908561,-0.0169100659298266,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.528905769137704,0.0700409004775487,0,0,0,0,0,0,0,0,0.0134063936576112,0,0.327441097627355,0,0,0,0,0,-0.0351733592968149,0,0.0198086909951672,0,0,0,0.0493466287236755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389485965147823,0,0,0,0,-0.000749054618490784,0,0.0180934949066261,0,0,0,0,0
X000568.SZ,0.264418876171725,0.48597954269677,0,0,0,0,0,0.258551404535849,0,0,0,0,0,0,0,0,0,0,0,0,0.114279339433059,0,0,0,0,0,0.0345929850758414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216650759622486,0,-0.00936290900733539,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211583224747976,0,0,0,0,0.0555402634476986,0,0,0,0,0,0,0,0,-0.0719043035395063,-0.110607471116957,0,0,-0.0542586963063726,0,0,0,-0.311804285818904,0,0,0,-0.173843653622517,-0.0153289728945601,0,0,0,0,0,3.46944695195361e-18,-0.0183493473397404,0.3481154862616,0,0,0,0,0
