,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X601877.SH,X600183.SH,X000100.SZ,X002236.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X300142.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002463.SZ,X002456.SZ,X002008.SZ,X600271.SH,X000977.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X002506.SZ,X002129.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.349304058360778,0,0,0,0,0.127216213297125,0,0,0,0,0,0.24316841494671,0,0,0,0,0,0,0,0.0484265909263321,0.0957278980217452,0,0,0,0,0,0,0,0,0,-0.0689725519508155,0,0,0,0,-0.00230438618421851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213685283453826,0,0
X000858.SZ,0,0,0,0,0,0,0.0375375959327947,0,0,0,0,0,0.569034602464269,0,0,0.0115328465864306,0,0.0659793675838597,0.0149730217370991,0,0,0.0320621440712035,0,0.026608844213856,0,0,0,0,0.0114474578465783,0,0,0,0.00619602939256279,0,0,0,0,0.0183338098531406,0.00917655478213769,0,0.0170604779537898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153062258370403,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378333937293892,0,0.0693317892438814,0,0.0186242964184927,0.040239874343032,0.00874380565084755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205702254927587,0,0,0,0,0,0,0,0,0,0,0,0,0.0196620112764757,-0.00944869319129129,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132039701520023,0,0,0,0,-0.0924813252360385,0.0212771567990805,0,0,-0.0280157082125355,0,0,0,0,0,0,0,0,-0.0353322953809806,0,0,0,-0.0623021515373362,0,0,0,0,0,0,0,0,0,0,0.347511095142366,0,0,0,-0.00527051948203392,-0.0183423109252541,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399472482771378,0,0,0,0,0,0.00319536549005171,0,0,0,0.527787828964917,0,0,0,0,0,0,0.0193252569469604,0,0,0,-0.0288876402987306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283217863721032,-0.0451898974810969,0,0,0,-0.029858698188827,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167734333715105,0,0.0397353975619798,0,0,0,0,0,0,0,0,0,-0.0145592632371014,0,0,0.0138309471417617,-0.00153416103389875,0,0,0,0.0965517999316775,0,0,0,0,0,-0.0422334042158177,0,0,0,0,0.0132828135493365,0,0,0,0,0,0,0,0,-0.00459701024546976,0,0
X002475.SZ,0,0.143768882986858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303550309758643,0.110488937089237,0,0,0,0,0,0,0,0,0.115740419695097,0,0,0,0,0,0.164391962552053,0,0,0.0573454207439366,0.245992155690628,0,-0.0447097009664484,0,0,0,0,0,-0.0760820782889216,0,0,0,0,0,0.00827256981268898,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.164260663903343,0,0,0,0.117241672550673,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00556427966142592,0,0,0,-0.0725336486921623,0,0.0674770254451091,0,0,0,0,0,0,0,0,0,0.170641045566795,0,0,0,0,0.0685147004336206,0,0,4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0,0.14634250966054,0.0333573231618745,0.026578518405491,0,0,0,0.0299076737638025,0,0,0,0,0,0,0,0,0,0,0.0260950137604541,-0.0319452058187552,0.173015366414097,0,0,0.0368585172309728,0,0,0,0,0,0,0.0579725364338423,0,0,0,0,0,0,0,0,0,0.00985888226419858,0,0,0,0,0,0,0,0,0,0,0,0.0611467104568593,0,0,0,0.0132464741780779,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225589639503592,0,0,0,0.0587681516954638,0,0,0.0435270109052593,0,0,0.0233546315869038,0,0,0.0149492558987516,0,0,0,0.08951985023781,0,0,0.078029372322402,0,0,0,0,0,0,0.0339105453339068,0.0147046962887862,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0516327486634089,0.0880772798997003,0,0,0,0,0.140068659624842,0,0,0,0,0,0.130903373812772,0,0,0,0,0.0410733926456994,0,0,0,0,0,0,0,0.0355959458317944,0,0.0145830160431136,0.130761935556755,0,0,0,0,0,0.0110683564766277,0,0,0,0,0,0,0,0,0,0,0,0.00995704343294157,0,0,0,-0.0521123002313048,0,0
X600031.SH,0,0,0,0,0,0,0.121410100327674,0,0,0,0,0,0,0.101249390416951,0,0,0,0.178748293745536,0,0.0323983483664666,0.0201431288238148,0.018275448940728,0,0,0,0.0471449392362875,0,0,0,0,0,0.0324598266511484,-0.0581064677406552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00505942507194409,0.0217143757426151,0,0,0,0.019195758785178,0,0
X000568.SZ,0.272598483460514,0.436672552715267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238527196725778,0,0.0838854635817799,0,0,0,0,0,0,0,0,0,0,0.0330639916044095,0,0,0,0.00964408019189654,0,0,0,0,-0.0100366541253023,-0.0472155275632453,0,0,0,0,0,0,0,0,0.0526471706724516,0,0,0,0,0.0175596777784683,0,0,0,0,0,0
