,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X600372.SH,X002241.SZ,X600741.SH,X002236.SZ,X002129.SZ,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X002028.SZ,X002463.SZ,X000800.SZ,X601799.SH,X000921.SZ,X600183.SH,X600066.SH,X002074.SZ,X002007.SZ,X002223.SZ,X600177.SH,X600460.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.297794590628734,0,0.14934809297994,0.0144287532575022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291614824953654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400383401307133,0,0,0,0.0712589678896977,0,0,0,0,0,0,0.00844086278164467,0,0.0563755181049465,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.550698367676508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737169091175442,0,0,0,0,0,0,0,0,0.0259745724235606,0,0,0.025268563925096,0,0,0,0,0,0,0,0,0,-0.0901592915525073,0,0,0,0,0,0,0,0.00278552189078421,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.211352596719823,0,0,0,0,0,0,0.115550133913327,0,0,0.0644647054299281,0,0.1132592148924,0,0,0,0,0,0,0,0,0,0.0636330794661437,0,0,0,0,0,0,0,0,0,-0.0144809893939602,0,0,0,0,0,0,0,-0.025598565788163,0.0158000914005164,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.470634144379907,0,0,0,0.0358674888137799,0,0,0,0,0,0,0,0,0.313448985040407,0,0.0760136882421459,0.0305092344672328,0,0,0,0,0,0,0,0,0.0624571767511123,0,0,0,0,0,0,0,0,-0.0744942141914696,0.0163137742103884,0,0,0,0,0,0,0,0,0,0,-0.012932769483253,0.00155276827338783,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.041830504278918,0,0,0,0,0.11774162615284,0.0170653866357085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230475021305752,0,0,0,0,0,0,0.0221367591605191,0.114843535162751,0,0,0.0114604862696007,0.063237233288701,0,0.0742523840709421,0,0,0,0,0,-0.00880810027474319,0,0,0,0,0,0,0
X000568.SZ,0,0.725463108444814,0,0.250383551990331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437151766349121,0,0,0,0,0,0,0.0507013777235238,0,0,0.0308778916250678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845968205337496,0,0,0,0,0,0,0
X600690.SH,0,0.210496274149528,0,0,0,0.148235260257138,0,0.0821747472307743,0,0,0,0,0,0,0.134217135550793,0,0,0,0,0,0,0,0,-0.0476333938657506,0,0,0,-0.000457068712794963,0,0,0,0.0504231734538137,0,0,0,0,0,-0.0854253465947277,0,0,0,0.0279823729780698,-0.0461386897423684,0,0,0,0,0,0,0,0,0,0.0156049115818762,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0307441001206487,0,0,0.0831172380204905,0,0,0,0,0,0,0,0.0333254804045332,0.0292609599936987,0,0,0,0,0,0.0202487633649203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506162291659149,0,0,0,0.0997586170893907,0.101160165813626,-2.16840434497101e-19,0,0,0,0,0,0,0.0474237133540621,0,0,1.21992709759782e-05,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855283931533452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718075262905621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202523130231445,0.0900142521773441,0,0,0,0.117758964593696,-0.0225615902111143,0.0227420293534434,0,0,0,0,0,0
X002475.SZ,0.0781056438845044,0,0,0,0,0.0184696014164896,0,0,0,0,0,0,0,0,0,0.0478231787666465,0,0,0,0,0,0.0996501105053418,0,0,0,0,0,0.343170795935821,0,0,0,0,0,-0.103011875823553,0.121480875950472,0,0,0,0,0,0,0,0.127269935452572,0,0,0,0,0,0,0,0,-0.0262551600610867,1.73472347597681e-18,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0875364121583335,0,0,0,0,0,0.121139420058392,0,0,0,0.0446978551105473,0.0150153134903024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208431867689728,0,0,0,0,0,0.0294458657588922,0,0,0,0,0.0509517623176438,0.028167570009562,-0.0646225654373453,0,0,0,0,0,0,0,0,0.0190051559310064,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.282511214867768,0,0,0,0,0.00183620544070457,0,0,0,0,0,0,0,0.126681657893632,0,0,0,0.178547343569544,0,0,0,0,0,0.0457822809148169,0,0,-3.46944695195361e-18,0,0.0493890728564184,0,0.154871791231268,0,0,0,-0.244224227604134,0,0,0,0,0,0,0.00446569559225135,0.00896638708040929,0,0,0,0,0,0
X002304.SZ,0,0,0.156563106924388,0,0,0.413967436022906,0,0,0,0,0,0,0,0,0,0.0464749863785212,0,0,0,0,0,0.0180600652774342,0,0,0,0,0,0.0288637767967796,0,0,0.0694955875949486,0,0.0343055436334908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560186613157716,-0.0027264058155683,0,0,0,0,0,0
