,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002049.SZ,X002371.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X000066.SZ,X600487.SH,X002414.SZ,X002294.SZ,X000799.SZ,X600563.SH,X002007.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.133784959430475,0.12512096196629,0,0.201911306736296,0,0,0.00904791324187517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148846647735648,0,0,0,-0.0751155330344385,0,0,0.0877293864460859,0,0,0,0,0,0,0,0,0,0,0,0,0.0924923200283492,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.261468449641499,0,0.0201779329621528,0,0.288941692472928,0.0154394285014938,0,0,0.0157741653500052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546662727086999,0,0.0481857811542574,0,0,0,0,0,0,0,0,0,0.132507990385011,0,0,0,0,0,-0.0619326316644917,0,0,0,0,0,0,-0.0196070307654045,0,0,0,0,0,0,0
X600809.SH,0.307483905493282,0,0,0,0.47978576640091,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178235724336536,-0.0269988660595343,0,0,0,0,0,-0.00428860151123056,0,0,0,0,0,0,0,0,0,0,-0.00850127613759485,0,0.177934241712385,0,0,0,0,0,-0.0229510354360806,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520253649987047,0,0,0,0,0,0,0,0.131256618463441,0,0,0,0,0,0.116059992149917,0,0,0,0,0,0,0,0,0,0,0,0,0.0401419219766827,0.109086613305429,0.0585506583057416,0,0.10347448205359,0.0970010681502994,0,-0.00404643395789956,0,0,0,0,0,0,0
X000568.SZ,0.401252213211499,0.094714698166141,0.559093679430959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113239925051638,0,0,0,0,0,0,0,0,0.0654313332225127,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118653131570704,0,0,0,0,0,0,0
X600276.SH,0,0.0529082644147817,0,0,0,0,0,0,0,0,0,0,-0.0427807417678613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382671637077901,0.129998857258563,-0.142910819543319,0,0,0,0,0,0,0,0,0,0,0.104938774827843,0,0,-0.000706872995644196,0,0.0629390105179607,0.0329618902312462,0,0.0433671806612746,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.170616742125871,0,0,0.0251474579250081,0,0,0,0,0,0,0,0,0,-0.0360216169365217,0,0,0,0,0,0,0,0,0.340676350289386,0,0,0,0,0,0,0.142024644396255,0,0,0,0,0,0.0392070950764044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.160096563487191,0,0,0,0.277297020990734,0,0,0,0,0,0.0659995645637338,0,0,0.0351923782546977,0,0,0,0,0,0,0,0,0,0,0,0.0198136331491276,-0.0241942507067201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195479757057953,0,4.33680868994202e-19,0,0,-0.0251731237430207,0,0,0,0,0,0,0
X002304.SZ,0.212022741416323,0.153383719597795,0,0,0,0,0.0568158527295061,0,0,0.0133229517697591,0,0,-0.0384046510751915,0,0,0,0,0.011630535479628,0,0,0.0737229619179662,0,0,0,0,0,0,-0.00855579690035135,0,0,0,0,0,0,0.113341066032042,0.0654497466548362,0,0,0.180218354366245,0,0,0,0,0,-0.192861420140756,0,0,0,0,0,0,0,-0.0593258651746608,0,0,0,0,0,0
X300124.SZ,0,0,-0.115373652235315,0,0,0,0.0869784018479506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272147342295428,0,0,0.145067242412041,0,0,0,0,0,0.181671593043595,0,0,0,0,0,0,0,-0.0161535424009609,0,0,0,0,0.175847215785663,0,0,-0.27476616663197,-0.00740269613653317,0,0,0,0,0,0,0
