,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600809.SH,X000100.SZ,X600487.SH,X002008.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000661.SZ,X300142.SZ,X600867.SH,X000157.SZ,X000596.SZ,X600566.SH,X002179.SZ,X002456.SZ,X600177.SH,X600066.SH,X600089.SH,X002506.SZ,X600372.SH,X300146.SZ,X600522.SH,X002180.SZ,X002241.SZ,X600699.SH,X000977.SZ,X002294.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.514916429777032,0,0.0609901531306415,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321925740079239,0,0,0,0.0645882535660006,0,0,0,0,0,0,0,0,0.29867823911807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500027219540886,0,0,0,0,0,0,0
X600104.SH,0,0,0.0338181217369242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975375519738447,0,0.167462418378078,0,0,0,0,0.152698470193054,0,0,0,0,0,0,0,0.0944089935303896,0,0,0,0,0,0,0,0,0,0,0,0,0.114444043000717,0,0,0,0,-0.0134085235560264,0.0189925604265324,0,0,0,0,0,0
X002415.SZ,0,0.0163044302018788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588681642063549,0,0,0.0248373374787602,0.00654301664933228,0.268974292708966,0,0,0,0,-0.0553871460216676,0,0,0,0,0,0.120010067573352,0,0,0,0,0,0,0,-0.034925514996943,0,0,0,0,0,0,0,0,0,0,0,0,0.0879660306286724,0,0
X000651.SZ,0.223366448388851,0,0.0235830975893557,0,0,0,0.176171902886936,0,0,0,0,0,0,0.108083445314641,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381228200648146,0,0,0,0,0,0,0
X000858.SZ,0.206491242947123,0.0500963271818273,0,0,0,0,0.323700685301264,0,0,0,0,0,0,0.0584571339330206,0,0.005330023445679,0,0,0,0,0,0.149835351023088,0,0,0,0,0,0,0,0,0,0,0.0336510925104451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264942056140999,0,0,0,0,0,0
X600276.SH,0,0,0.189062186361876,0,0,0,0,0,0,0,0,0,0,0,0,0.00802349598803841,0,0,0.445431549861495,0,0,0.0756529155686454,0,0,0,0,0,0,0,0.0178996133224579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904097969457185,0,0,0,0.0216861743544576,0,0,0,0.00989131916587332,0.015863020118314,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.00214938513434473,0,0,0,0,0,0,0,0.28048015632364,0,0,0,0,0,0.11233656533922,0,0,0.34515035926331,0,0,0,0,0,0,0,-0.0736447814419739,0,0,0.257993679122931,0,0,0,0,0,0,0,0,0.0171543359109047,0,0,0,0,0,0,0,0,0,0,0.0301960491546351,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0285569565142642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196415498699288,0,0,0,0,0,0,0,0,0,0,0,0.22645699220468,0,0,0,0,0,0,0.0611661317244057,0.0778747847194521,0,0,0,0,0,0.036255884123148,0,-0.00841130769423214,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00211497009711618,0,0.148499990882484,0,0,0,0,0,0,0.0413404022814932,0,0,0,0,0,0,0.104451985843349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229550653654984,0,0,0,0,0,0,0,0,0.293879395300585,0,0,0,0,-0.00556952514634775,-0.0262561442544732,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031704555435059,0,0,0,0,0,0,0,0.0772887253551759,0,0.608605298642635,0,0,0,0.0842143077669751,0,0,0,0,0,0.0465906563517446,0,0,0,0,0,0,0,0,0,0,0,0,0.0719808082520617,0,0,-0.0094814614465792,0,0,0,0,0.0083236029171872,0,0
X600031.SH,0,0,0.104078869558387,0,0,0.109073963242361,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0106341332509459,0,0,0,0,0,0,0.10397954670846,0,0,0,0,0,0,0.0298671280568021,0,0,0.142376235115108,0,0,0,0,0,0,0,0.0289109725351917,0,0,0,0,0,0,0,0,0,0,-0.0168977780330404,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.061316066094903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332281330515409,0,0,0,0,0.123908062057795,0,0,0,0,0,0,0,0,0.0135274234292066,0,0,0,0,0,0,0,0,0,0,0.0736717916213146,0,0.0408034022615608,0.0264156365410366,0,-0.00490053152465255,8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0.1835229623521,0,0,0,0,0,0.189877644111447,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0630152563723692,0,0,0.17022758394065,0,0,0,0,0,0.0113538901135085,0,0,0.0516786949568146,0,0.0252470651552113,0,0,0,0,0,0,0,0,0.165017705537499,0,0,0,0,0,0,0,0,0,-0.0310326841709366,0.040812346162477,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.110833850961222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192563137848209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526553033817033,0,0,0,0,0,0,0,0,0.0350337769168189,0,0.047415807548802,0.0320262176384442,0,-0.00612252785637077,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437401086346817,0,0,0,0.265641730131221,0,0.0442035695181043,0,0.0322798267526412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344046305607894,0,0,0,0.0652532707602367,0,0,0.057736367058563,0,0,0,-0.0172919393793544,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623087029807212,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0829751444024189,0,0,0,0,0,0,0.700059228460275,0,0,0,0,0,0,0,0,0,0,0,0,0.0135149767081997,0.103441916781908,0,-0.0213465013044731,0.157794183584869,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047405728647267,0,0,0,-1.0842021724855e-19,0.06807386939917,0,0,0,0,0,0,0.125948215657931,0,0.0225475971890075,0.0531699180567066,0,0,0,0,0,0.0257117226547232,0,0,0,0,0,0.0181610217858175,0,0,0,0,0.0141566297878636,0,0.0368273189286905,0.153732593345515,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323025178154176,0,0,0,0,0,0.236361254885842,0,0,0,0,0.111476268993875,0,0,0.00300133888315351,0,0,0,0,0,0,0,0,0.042206862290272,0,0.0262273379467,0.0810814242971888,0.0812996343352065,-0.0211432314307052,-0.0541364735202181,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.178225518545644,0,0,0,0,0,0,0,0,0,0,-0.231198644233149,0,0,0,0.124294777743288,0,0.0171038196345635,0,0,0,0,0.325200132485164,0,0,-0.027856606674965,0,0,0.684841343274171,0,0,0,0,0,-0.109453937005136,0,0,0,0,0,0,0,0.0447774496750351,0,0.0304615845160455,0,0.016569089102537,-0.0193446259742295,0,0,0,0,0,0
X002236.SZ,0,0,0.649043794110132,0,0,0,0.0281141873275853,0,0,0,0,0,0.134570305305856,0,0.0474667048299271,0,0,0,0.0757836277493674,0,-3.46944695195361e-18,0,0,0,0,0,0.0070552136524299,0,0.109612639676059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820828099285615,0,0,0,0,0.0208124791553282,-0.00797677669824696,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.155347727129218,0,0,0,0.00673243238504328,0,0,0,0,3.46944695195361e-18,0,0.0638680228307425,0,0,0,0,0,0,0.20653424420351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306486822399174,0,0,0,0,-0.015830740758744,-0.0113208670871212,0,0,0,0,0,0
X600809.SH,0.426355453235621,0,0,0,0.0932385295224238,0,0.303791543054256,0,0,0.13295067844312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639190430774576,0,0,0,-0.0209996152235757,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.211027435618162,0,0,0,0,0,0,0,0,0.133029324769131,0,0,0,0,0,0,0,0.149340850148896,0,0,0.030028876137677,0,0.221426518453344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166289894796324,0,0,0,0,0.00586859383143356,-0.0408544853735071,0,0,0,0,0,0
