,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X300124.SZ,X000100.SZ,X300136.SZ,X601877.SH,X600809.SH,X002008.SZ,X300003.SZ,X002085.SZ,X600487.SH,X600271.SH,X600089.SH,X002508.SZ,X600177.SH,X600522.SH,X000157.SZ,X000050.SZ,X600118.SH,X002294.SZ,X600867.SH,X300115.SZ,X600699.SH,X000559.SZ,X000981.SZ,X600372.SH,X600566.SH,X600498.SH,X000623.SZ,X002180.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.127035638325281,0,0,0.0259272284315913,0,0,0.0186790503804287,0.156922384833493,0,0,0,0,0,0,0,0,0,0.0101043563547203,-0.0169606625741675,0,0,0.0720661694997497,0,0,0,0,0,0,0.10486887607144,0,0,0,0,0,0.0902856950956358,0,0,0,0,0,0,0,0,0,0.0280978129897352,-0.00739938299107715,0,0.00785817169617814,-0.0190725657658755,0,0,0,0,0,0
X600104.SH,0,0,0,0.0218172325843501,0,-0.00897700002478126,0,0,0,0,0,0.0516250787932791,0.0482186909210671,0,0,0,0.39272072731332,0,0,0,0,0,-0.0455766901041202,0,0,0,0,0,0.0403985053345663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170667827523919,0,0,0,0,-0.00413255831338203,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.372093063694634,0,0,0.13237016063086,0,0,0,0.0920572950192144,-0.0542448629163814,0,0,0,0,0,0,0,0.044048270894646,0,0.0838472120323427,0.0420718635222739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119270870839085,0,0,0,0,0,0.0103815922160341,0.0115670342048707,0,0,0,0,0,0
X000651.SZ,0,0.0820920243045353,0,0,0.141865976075616,0,0,0,0,0.241214304911395,0,0,0.0402803705572979,0,0,0,0,0.0401756009503301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095013852949079,0,0,0,-0.0122825657613257,0,0,0,0,0,0,0,0,0,0,0,-0.0589453273363771,0,0,-0.00608024087446231,0.0120401942021538,0,0,0,0,0,0
X000858.SZ,0,0,0.0486122508964593,0.0797067074447563,0,0,0,0,0,0,0,0.423788042640842,0.15536973520305,0,0,0,0,0,0,0,0,0,0,0,0,0.081485550871982,0,0,0.0401438265947345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00740500259630443,0.00632316941575082,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0888741470297056,0,0,0,-0.0935971686135169,0,0.129320012508427,0.190094784371596,0,0,0,0,0,0,0,0,0,-0.0839716856133751,0,0,0,0,-0.0247521860551722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173755818920809,-0.0301857755686183,0,0.158182956624712,0,0,0,0,0.0135248428047804,-0.00418482746878787,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.154342407248578,0,0.0256022945336041,0,0,0.0204546922745737,0,0.111047600458549,0,0,0.0841484240727339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343640013171446,0,0,0,0,0,0.222739656175921,0,0,0,0.151382283508936,0,0,0.00356384564117836,0,-0.00487676083040348,2.16840434497101e-19,-0.0515850544220354,0,0,0,0,0
X002304.SZ,0,0,0,0,0.483407875472011,0,0,0,0,0,0,0.133319745573188,0,0,0,0,0.0304950288684435,0.0458462645528615,-0.161306838499799,0,0,0,0,-0.0300488797542511,0,0,0,0,0,0,0,0,0,0,0,0,0.0151365841463766,0,0,0,0,0,0,0,0,0,0,0,-0.0567334559556253,0,0,-0.00831437469089356,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0947373903263836,0,0,0,0,0,0,0,0.108886543607748,0.0799395574276088,0.0682723500957369,0,0,0,0,0,0,0,0,0,0,0,0.0242409697765943,0,0,0,0,0.107631420881481,0,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484421261264064,0.108822260638936,0,0,0,0,0,0
X600690.SH,0,0,0.047555195088587,0.321991238335653,0,0,0,0,0,0,0,2.16840434497101e-19,0.127136323858043,0,0,0,0.138471480164183,0,0,0,0,0,0,0,0,0,0.0517121913764728,0,0.0501333449330065,0,0,0,0,0,0,0,0.00377398227595175,0,0,0,0,0,0,0,0,0.0508093075130824,0,0,0,0,0,0.017775610787826,-0.0137917003681151,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0333510404798918,0.000645464578448595,0,0,0.172172777259415,0.0277118442911999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181455978045158,0,0,0,0,0,0,0,0,0,0.134980225454114,0,0,0,0,0,0,0,0.175949150252413,0,0,0,0,0.0112700264610438,0.0155914032558327,0,0,0,0,0,0
X000568.SZ,0.133095090621705,0,0,0,0.369949157734187,0,0.0898147210875189,0,0.0204538987077626,0,0,0,0,0,0.00167808544613083,0,0,0,0,0,0,0,0,0.10658549150133,0,0,0,0,0,0,0,0,0,0,0,0,0.0432217309882003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62723464252231e-05,-0.0198566889481229,0,0,0,0,0,0
X002236.SZ,0,0,0.234247666382247,0,0,0,0,0,0.123481526211788,0,0,0,0,0,0.0413931882627016,0,0,0,0,0,0,0,0,0,0,0,0.115343424266015,0,0,0,0,0,0.0500113301397954,0,0,0,0.0344557320873095,0,0,0,0.289205346226493,0,0,0,0,0,0,0,0,0,0,0.00724302303330862,4.33680868994202e-19,0,0,0,0,0,0
