,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X000063.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600031.SH,X002236.SZ,X600809.SH,X002008.SZ,X600867.SH,X300124.SZ,X601877.SH,X002456.SZ,X000596.SZ,X600271.SH,X000661.SZ,X600566.SH,X600487.SH,X600066.SH,X000100.SZ,X002294.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002007.SZ,X000977.SZ,X300142.SZ,X002241.SZ,X002180.SZ,X000157.SZ,X000981.SZ,X600498.SH,X000050.SZ,X002049.SZ,X000869.SZ,X600522.SH,X600779.SH,X002508.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.294248713142181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593991887419242,0,0,0,0,0,0,0,0,0.0480445262571973,0,0,0,0,0,0,0,0,0.0404476391182026,0,0,0,0,0,0,0,0.0758984847238045,0,0,0,0,0,0.0133367481941286,0.000709134543041958,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0558890544528088,0,0.302348703199108,0,0,0.0702982672034878,0,0,0.0162148065158702,0,0.0516484382207605,0,0,0,0,0,0,0,0.0606116371038759,0,0,0,0,0,0.0301194179059088,0,0,0,-0.10617302423449,0,0,-3.46944695195361e-18,0,-0.179725235230037,0,0,0,0,0,0,0.0269281320811318,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0140804985275152,0.0157283115005093,0,0,0,0,0,0.0194299773703426,-0.0967231574488766,0,0,0,0,0.209292917719625,0,0.0394544214659195,0,0.133209097333424,0,0,0,0,0,0.127586302497026,0.149315098082465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10488181695106,0.0115063135809001,0,0.0147225818852823,-0.0307741992550186,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.187867334504619,0.0991957198426304,0.0443879545136107,0,0.226262371250835,0,0,0,0.00952423106881616,0,0,0,0,0.100202089306929,0.0148278584916497,0,0,0,0,0.00150349255844017,0.144220882049078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134852887850697,0,0,0,0,0.00755071893457455,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.507727289558956,0,0,0,0,0,0,0.0629482130635626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340458221618872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705051000793964,0.0256445439606824,0,0,0.08434491974391,0,0,0,0,0.0389971500832162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0431984388655206,0,0,-0.046189178599574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303546585099929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151190123860424,0,0,0,0,0.0450529200229382,0.0171720106704533,0,0,0,0,0,0
X002304.SZ,0,0,0.107869891214112,0,0,-1.73472347597681e-18,0,0,0.35367334694404,0,0,0,-0.0348747944855574,0,0,0,0,-3.46944695195361e-18,0.292736091919505,0.04840946378659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303837895768503,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.13786791061249,0,0,0,0,0,0,0,0,0,0,0.031897008095208,0,0,0,0,0.0567805185769708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993434660784489,0,0,0.182439047557162,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.351446484786916,0,0,0.0692750099496559,0,0,0,0,0,0,0,0,0.0861266754362021,0,0,0,0,0,0,0,0.0466698313629227,0,0,0,0,0,0,0,0,0,0,0,0,-0.064480229592877,0.0186356399382009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763802890266556,0.0299096676755958,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0435758096018153,0.0860666055274251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275401228321131,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000295328223005578,0,0.0459269599023999,0,0,0,0,0.030642956715897,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.174675363758727,0,0,0,0,0,0,-0.357398931335367,0,0,0,0,0,0,0,0,0,0,0,0.519464452848767,-0.0281218567113592,0.0158207587981886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263554041644392,0,0.262199198170403,0,0,0,0.144330825979563,0,0,0,0.00154190730031911,-0.0290694129424442,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386766581229518,0,0,0,0.653036584961742,0,0,0,0,0,0,0,0,0,0.0801575890709991,0,0.114974247343699,0,0,0,0,0,0,0,-0.0262496475213035,0,0,0,0,0,0,0,0.00871780183947471,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764474812520182,0,0,0.0623032679418979,0,0,0,0,0,0,0,0,0.183264999844263,0,0,0,0,0,0,0,0,0.307008131780832,0,0,0,0,0,0,0,0,0.162602558799305,-0.0379636914508619,0,0,0,-0.676005165506767,0,0
X600741.SH,0,0.156056219838802,0,0.135567426171024,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0179919968042699,0,0,0,0,0,0,0,0,0,0,0.0481018967861323,5.38170131006602e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053597703457761,0,0,0,0,0,0,0,0.0292104624453301,0,0,0,0.0331631187716093,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0633655129542931,0,0,0.0149709853059471,-0.102156108364184,0,0,0.0686930001794333,0,0,0,0.0689267516524252,0,0,0,0,0,0,0,0,0,0,0,0.253887407091883,0,0,0,0,0,0,0,0,0,0,0.0424548002641848,0,0,0,0,0,0,0,0.0331152716784854,8.67361737988404e-19,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.164897928727999,0,0,0,0,0,0,0,0,0.0842883494323652,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0892941483046793,0,0,0,0,0,0,0,0,0,0,0,0,0.235140455736978,0,0,0,0,0,0.0551441671791368,0,0,0,0,0,0,0,0.00325159950844245,-0.0207526686655832,0,0,0,0,0,0
X600031.SH,0,0.0992122889253764,0.0453258851964896,0,0,0,0,0,0,0.00873025593119676,0,0,0,0,0.347990980725916,0,0,0.122979124449919,0,0,0,0,0,0,0,-0.0778057562315763,0,0,0.102419673138774,0,0,0,0,0.0716204416591562,0,-0.116008392949717,0,0,0,0,0,0,0,0.00173888564084912,0,0,0,0,0,0,0,0.00117058453111948,0,0,0,0,0,0,0
X002236.SZ,0,0,0.305804311691684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154041584058927,0,0,0.130424149363078,0,0.11881146704616,0,0,0,0.450403431018422,0,0,0,0,0,0,0,-0.0102013246545022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515790522146044,0,-0.0108567542876036,0.0152443779527585,0,0,0,-0.250084446851855,0,0
X600809.SH,0,0,0,0.112414516757019,0,0,0.152948296206833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243865082894747,0,0.0398816692632326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.269069706735228,0,0.217970239453726,0,0.0422695766006491,0,0.0108999093343939,0.0170866698291742,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.093127054085644,0,0,0,0,0,0,0,0,0,0,0.226187821747721,0,0,0,0,0,0,0,0.188539157426019,0,0,0,0,0,0,0,0.0592340343010871,0,0,0,0,0.186525071046248,0,0,0,0,0,0,0,0,0.237378697156034,0,0,0,0.0250101826776206,-0.0278547079794458,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0.0274544364320945,0,0,0,0.274733332255873,0,0,0,0,0,0,0,0.0908226126829003,0,0,0.356405885848407,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0617153885054358,0,0,0,0,0.0643383315420629,0,0.00911842194607277,0,0,0,0,0,0,0
X300124.SZ,0,0.244798150567503,0,0,0,0.19518390091013,0,0,0,0,0.0439627577828288,0,0,0,0,0,0,0,0,0.166098179489647,-0.0273683672921042,0,0,0,0,0,-0.147110852924511,0,0,0.0217901969670213,0,0,0,0,-0.136397964767112,0,0,0,0.126644534364927,0,0,0,0,0,0,0,0,0,0,0,0.0330022234157175,-0.0189398806087683,-0.0184020709319491,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.136082598924618,0,0,0,0,-0.00251015764840228,0,0.0929083362856724,0,0,0,0,0,0,0,0,0,0,0.0796705630944486,0.156475031166341,0,0,0,0,0,0,0,0,0,0,0,0.0791372417145196,0,0,0,0,0,0,0.107631103362198,0,0,-0.210988816240199,0,0.0758835829984792,-0.024653198986772,0.0151064298988718,-0.0694435734377638,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.175726691135394,0.466810648763756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360155201812627,0,0,0,0,0,0,0,0.259758134815618,0,0,0.0842972444468985,0,0,0,0,0,0,0,0,0,0.0424137923880316,0,0,0.0257959317774335,0,0.0080595933044736,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.342465493396885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253321943058514,0,0,0,0,0,0,0,0.0199044002277613,0,0.0450726455627223,0,0,0,0.124656928019361,0,0.0240473060388409,0,0,0,0,0,0.145175053699246,0,0,0,0.00241012841302682,0.0178174287225065,0,0,0,0,0,0
X600271.SH,-0.0810382341346842,0,-0.0330425247303595,0,-0.0437253642213853,0,0,0,0,0,0,-0.020208819475347,0.0192034065688837,0,0,0,0,0,0,0,0,0,0.15195917269031,0,0,0,0,0.00788880143613297,0,0,0,0,0,0,0,0,0.492153868741875,0,0.139231985968393,0.215317027779908,0,0,0,0,0,0,0,-0.0625249492798954,0,-8.67361737988404e-19,0,0.000870957936717189,-0.0368581303177248,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,-0.0375435005136941,0,0,0,0,0,0,0,0,0,0,0.157810483146331,0,0.408840148400501,0,0,0,0.0295167082784857,0,0,0.0819306523728964,0,0,0,0,0,0,0,0,0,0.0482740597475563,-0.0109244791802401,0.00946317564948285,0,0,0,0,0,0.0844089532938267,0,0,0,0.0205492168717926,0,-0.0150369695037566,0,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0.241078116895214,0,0,0,0,-0.119818304417592,0,0,0,0,0.122443236186376,0,0,0,0,0,0,0,-0.0608647600038465,0,0.087657943703627,0.256876826715563,0,0.135439545376667,0,0,0,0,0,0,0,0,0.096664628246996,0,0,0,0,0.054231299133785,0,0,0,0,0,0,0,0,0,-0.0296823808087571,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293559974345871,0,0,0,0,0,0,0,0.00141202710673118,0,0,0,0,0,0,0,0.0619948948656254,0,0,0,0,0,0,0,0,0.0994693423755298,0.161427654368116,0,0,0.466299499834742,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.0874748794946124,0,0,0,0,0.0357288508095936,0.191666504604553,0,0,0,0,0,0,0,0,0,0.146010844232301,0,0,0,0,0.271267827199796,0,0,0,0,0,0,0,0,0.0757129103088341,0,-0.242463507888666,0,0,0,0,0,0,0,0,0,0,0,0.0184999261302071,0.139046028061635,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.23312433420346,0,0,0.0121952832894743,0,0.0078692019486105,0,0,0,0,0,0,0,0,0,0,0.0583140258159765,0,0,0,0,0.216551671948944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194097262580732,0,0,0,0,0,0,0,-0.002706883597312,0.015392580429469,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0.176147405964305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119156010279668,0,0,0,0,0,0,0.0477973715752945,0.270426162520672,0,0,0,0,0,0,0,0,0.079031289895405,0.0433828367525745,0,0,0,0,0,0,0,0,0.114729189500876,0,0,0.122284481502826,0,0.0226315382383399,-0.0254408730193711,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0345858364634638,0,0,0,-0.0385027950212147,0,-0.0949560945172076,0,0,0,0.128813217094288,0,0,0,0,0,0,0.0266175557823553,-0.00850204759240371,0.0154410309252964,0,0,0,0,0,0,0.291114020795914,0,0,0,0,0,0,0,0.207660139185342,0,0,0,0,0,0,0,0,0,-0.0121970358646266,0.00371380112080054,0,0,0,0,0,0
