,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600276.SH,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X000977.SZ,X600522.SH,X002028.SZ,X600066.SH,X600183.SH,X600741.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X600487.SH,X000921.SZ,X000800.SZ,X002180.SZ,X002223.SZ,X000661.SZ,X601799.SH,X002074.SZ,X600460.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.277555561583796,0,0,0,0,0,0,0.114494913428619,0.0605553984974876,0,0,0,0,0,0,0,0.0411289667977261,0,0.124022269529168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196886833915991,0,0,0,-0.0284652408226284,0,-0.0976421684610498,0,0,-0.0309620034014604,-0.0453409780043195,0,0,0,0,0,0,0,-0.0598543831205888,0,0,0,0.00476296597924257,0,0
X000858.SZ,0.216812725655216,0,0,0,0,0,-0.0305644916935943,0,0,0.310110687969392,0,0,0.0065917923917107,0,0,0,0,0,0.126220204042185,0.101236179103076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283109439068695,0,0,0,0,0,0,0,0,0,0.0150236445320642,0,0.0332398148040613,0,0.00265303877763354,0,0,0,0,0,0,0.0318912303138751,0,0
X002415.SZ,0,0,0,0,0.151469955240866,0.0564897448867447,0,0,0,0,0,0,-0.101225603959074,0,0.0423144250169383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279276264598352,0.0401984855845879,0,0,0,0,0,0,0,0,0,0,0,0.0856693595772135,0,0,0,-0.0736962696564658,0,0,0.00697908856633494,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.032961843365849,0,0,0,0,0,0,0,-0.0163210399951308,0.132498674593431,0.468885396318352,0,0,0,0,0,0,0,0,0,0.030323568181365,0.00919671425992463,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.105116830160314,0,0,0,-0.0401343745760704,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872049919359546,0,0.0932973723634593,0,0.0456088049123141,0,0,0,0,0.00421151411412866,0,0,0.0137581652236152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149991927669744,0,0,-0.0167036277949217,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423779713487677,0.13254712255773,0.0558479597354243,0,0,0.145761805388828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401960506575854,0,0,0,0,0,0,0,0,0,0.214092529294985,0,0,0,0,0,0,0,0,0,0,0,-0.115516894588837,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.202595857988379,0,0,0,0,0,0,0,0,-0.141812015590842,0,0,-0.00385964698427721,0,0,0,0,-0.105552646440444,0,0,0,0,0,0,0,0.0774976947126109,-0.0218097073519358,0,0,0,-0.116060348324578,0,0,0,0,0,0,0,0.15271484163653,0,0,-0.0288395226236899,0,0,0,0,0,0,-0.0135910953213777,0,0
X000651.SZ,0,0,0,0.0109349261927747,0,0.142631097538299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527047350670966,0,0,0.141453237256953,0,0,0,0,0.0210612792375107,0.00539236155696676,0,0,0,0,0,0,0,0.13602840168762,0,0,0,0,0,0,0,0,0,0.0174531852675191,0,0,0,0,-0.000516027599483325,0,0
X600809.SH,0.0338136410384766,0,0,0,0,0.13636860925257,0,0,0,0,0.0072694858707443,0,0,0,0,0,0,0,0,0.475970832903917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0.0719706716745835,0,0,0,0,0.027421425603078,0,0,0,0,0.00189454345809993,0,0,0,0,0,0,0,0,0
X000568.SZ,0.211707340926608,0.493352933120609,0,0,0,0,0,0,0,0,0.0434866035604063,0,0,0,0,0,0,0,0,0.132541840543689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0067541331206836,0,0,0,0,0,-0.0116936105991823,0,0,0,0,0,0,0,0,-0.00132377505962868,0,-0.0465217894929089,0,0,0,0,0.0130973296538168,0,0
