,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X000568.SZ,X600690.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X600741.SH,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600809.SH,X600487.SH,X002008.SZ,X300136.SZ,X002085.SZ,X002508.SZ,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X300115.SZ,X600372.SH,X000050.SZ,X000981.SZ,X600699.SH,X000559.SZ,X600566.SH,X002074.SZ,X600498.SH,X002179.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0784979576871934,0,0.169178619413948,0,0,0,0,0,0.19454570234607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945670394137827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495582080938808,-0.0203275340985635,0,0,0,0,-0.00525914817901379,0,0,0,0,0,0
X600104.SH,0,0,0,0.214890554568693,0,0,0,0,0,0,0,0.088880930136108,0.0416100523043699,0,0,0,0.339779318922594,0,0,0,0.139077102915831,0,0,0,0.200498675580868,0,0,0,0,0,0,0,0,0,0,0,-0.0419892619106665,0,0,0,0,0,0,0,0,0,0,-0.272243223267519,0,0,-0.0848869250391871,0.0134105202506806,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.117530613653892,0.290636457594315,0,0,0,0.165746861276532,0,0,0,0,0,0,0,0,0,0,0,0,0.067679200597989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314498259412701,0.0101982699124377,0,0,0,0,0,0
X000651.SZ,0,0.106598864222081,0,0,0.168644793453028,0,0,0,0,0,0,0.214356185792872,0.0875582629076265,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424584837297437,0,0,0,0,0,0,0,0,0,-0.00892802300694933,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0896336724434525,0,0,0,0,0,0,0,0.494867965154918,0,0.103904346067433,0,0,0,0,0.0275709233849337,0,0,0,0,0,0,0.0245731432903998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00244973789987006,0.00524325361727594,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.350847223912892,0,0,0,-0.0927655170330389,0,0,0,0,0,-0.0311783663347239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828612642060598,0,0,0,-0.177611325270225,0.0172972916917536,-0.0250193600955258,0,0,0,0,0,0
X000725.SZ,0,0,0.172554952877571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282933646917461,0,0,0,0,0,0,0.0790096498597404,0,0,0.174420643328388,0,0,0,0,0,0,0,0,0,0,0,0.0824136300587997,0,0.0772584722162801,0,0,0,0.149022327792698,0.110244812939785,0,0,-0.00274394335325095,0,0,0,0,0,0,0
X002304.SZ,0,0.00628461373286157,0,0,0.31682632582812,0,0,0,0,0,0.306814597485457,0,0,0,0,0,0.0482731197615659,0.0525658896832978,-0.161472257642625,0.0129400427131683,0,0,0,0,0,0.094630069637014,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.0329856219255653,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098087124783656,0.00655506138476596,0,0,0,0,0,0
X000063.SZ,0,0,0.0610176527255149,0,0,0,0,0,0,0.0715951163842263,0,0,0.224031215828175,0,0,0,0.0326945013889125,0,0,0,0,0,0,0,0,0.137340566827202,0.210229064245332,0.0309102622894194,0,0,0,0,0,0,0,0,0,0,0,0,0.0757589569249566,0,0,0,0,0,0,0,0,0,0,-0.0266793499489369,0.0334575681397969,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0417208829005994,0,0,0.257452166103589,0.341750813118066,0,0,0.161302545672551,0,0.0131271254174501,0.200277744059517,0,0.0523275564780719,0.0575056728920822,0,0,0,0,0.118107944211249,0,-0.0283082161991012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855165926808727,0,0,0,0,0,0,0
