,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X002292.SZ,X002241.SZ,X000157.SZ,X000338.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600089.SH,X600839.SH,X600066.SH,X600177.SH,X601877.SH,X002465.SZ,X000559.SZ,X000016.SZ,X000547.SZ,X600435.SH,X002129.SZ,X300003.SZ,X300124.SZ,X002498.SZ,X600582.SH,X000568.SZ,X002294.SZ,X002456.SZ,X600252.SH,X002276.SZ,X000066.SZ,X000550.SZ,X002179.SZ,X000977.SZ,X002049.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.168172953187163,0,0,0,0.0513248083763532,0.00756697475468802,0,0.159227877514314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120599942616683,0,0,0,0,0,0.037931004533895,0,0,0,0,0,0,0,0,0,0,0.0590857469519391,0,0,0,0,0,0,0,0,0,0,0.0110083800299199,0.0149257735824288,0,0,0,0,0,0
X600104.SH,0.0719038156976212,0,0,0,0,0,0.362263040840835,0,0.00182392344658135,0.10771165389524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082157124538882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256463515144789,0.00713525692029479,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0572495946392743,0,0,0.0206686883497921,0,0,0,0,0,0.115162508823841,0,0,0,0,0,0,0,0,0,0,0.0260284341775023,0,0,0,0,0,0,0,0,0.457491109080771,0,0,0,0,0,0,0,0,0,0,0,-0.0174716043560585,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0491649534651706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121678952562494,0,0.122256167232566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193725020036612,0.108844013561255,0,0,-0.0141915624701407,0.0274818234963713,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.100956677727821,0,0.143139979174897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151420173765522,0,0,0,0,0,0,0,0,0.0102544527185646,0,0,0,0,0,0,0,0.100396066884612,0.119300914270669,0,0,0,0.00468498272748668,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.158213632850735,0.0319360450281178,0,0.0120778010378318,0,0,0,0,0,0.0279349730360986,0,0,0,0,0.157375434945241,0,0,0,0,0,0,0.0256270650855108,0,0,0,0,0,0,0,0,0,0,0,0.530710759972232,0,0,0,0,0,0,0,0,0,0.115140485409806,0,-0.00850944941595514,0,0,0,0,0,0,0
X002304.SZ,0,0.0874194792308321,0,0,0,0.391675485273743,0,0,0,0,0,0,0,0,0,0,0,0,0.0282799842996499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421857790677456,0,0,0,0.0250478455039134,0,0,0,0,0,0,0,0,0,0,-0.00961608752565251,0.0334569428314652,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.154554162877741,0.0822859268172273,0,0,0,0,0,0.120956759257049,0,0,0,0,0.203217196759943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834922459555063,0,0,0,0,0,0,0.00329233117314668,0,0,0,0,0,0
X000063.SZ,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0687079043606711,0,0.11416086658,0,0,0,0,0.0776750111401479,0,0,0.422426319487288,0,0,0,0,0.0101757337091771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479386507504266,0,0,0,0,-0.0214532038658888,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0796910494275566,0,0.0241590388006705,0,0,0,0,0,0.0592888199658083,0,0,0.0877570369940776,0,0,0,0.11707651116433,0.216885866482658,0,0,0.00280810567149846,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917738284241066,0,0,0,0,0,0.0204132450707217,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096904135044349,0.320888163288361,0,0,0,0,0,0,0,0,0.0563874882836322,0,0,0,0,0,0,0,0.284232557349076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109386403444862,0,0,0.00850557037282564,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142836188517589,0.0707649386844386,0.17156474077807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142152211415401,0,0,0.0026753302997677,0,0,0,0,0,0.0333704721035208,0.0275298420027755,0,0,0,0,0,0.0283279854206845,0,0,0,0,0,0
