,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X000625.SZ,X600487.SH,X600809.SH,X002456.SZ,X600498.SH,X600776.SH,X000661.SZ,X000596.SZ,X002007.SZ,X000050.SZ,X600066.SH,X002179.SZ,X000157.SZ,X300142.SZ,X600522.SH,X300146.SZ,X600177.SH,X600089.SH,X300136.SZ,X600867.SH,X002241.SZ,X600566.SH,X600372.SH,X000977.SZ,X002180.SZ,X002129.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.04162451739255,0,0.141272128647998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338865171391168,0,0,0,0.034421213582416,0,0,0,0,0.0562816981728222,0,0,0,0,0,0,0,0,0,0,0.0138016657745855,0,0,0.0205276601989536,0,0,0,0,0,0,0.0632613166273434,0,0,-0.00643154072211414,0,0,0,0,0,0,0
X600104.SH,0,0,0.0344441471222181,0,0.04069917276442,0,1.73472347597681e-18,0,0,0.117178185734042,0,0,0.103885551609764,0,0.279049896098027,0,0,0.0269744875777558,0.0996394720901948,0,0,0,0,0,0,0.0222609270722123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00458725413710562,0,0
X002415.SZ,0,0,0,0,0,0,0.0793445602893136,0,0,0.108141052908968,0,0,0,0.12630819849578,0,0,0.0942337271429158,0,0.334261238995976,0.00251157211132861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450018018399671,0,-0.0460706225311667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668960554652841,0.0235740777057741,0,0,0,0.0306895834987219,0,0
X000651.SZ,0,0.136024149976521,0,0,0,0,0.0535798395783215,0,0,0.132727745303067,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0361253189260079,0.00657748385139903,0,0,0,0.0164840532870472,0,0,0.0278595267498027,0,0.0275424497818412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0946417542875849,0,0,-0.00090114336509765,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0620199041643645,0,0,0.0478669645986498,0.115312431346854,0,0,0,0,0,0,0.283223874083195,0,0,0,0,0.0500137265764801,0,0,0,0.0256672322036128,0,0,0.0212617731195956,0,0,0,0,0,0,0.0247323579614942,0,0,0,0,0,0,0,0,0.0117506749971219,0,0,0,0,0,0,0,0,0,-0.00883219236960524,0,0,0,0,-0.0365048312615876,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390125758575194,0,0,0.316960506133605,0,0,0,0.110878701417119,0,0,0.0404390158846798,0,0,0,0,0,0,0,0,0,0,0,0.0842120161192697,0,0,0,0,0,0,0.00562481905674822,0.0371458677677291,0,0,0,0,0,0
X002304.SZ,0,0.101576676724369,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0744302277582757,0.0493465070626016,0,0,0,0,0,0.109831509071313,0,0.154519009490142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413123532260222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00920693490293184,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.052442690485076,0,0.00290198055313306,0,0.011765038465187,0,0,0,0.295498759143825,0,-3.46944695195361e-18,0,0,0,0.0202472938374474,0,0,0,0,0,0.0803780812254207,0.170083273828505,0,0,0,0,0,0,0,0,0.0492968987733846,0,0,0.00554992667436998,0,0,0,0,0,0,0.00250865115606546,0.0122499386843817,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273213340203954,0,0.046793308832288,0,0,0,0,0,0,0.256276976899656,0,0,0.19803855351546,0,0,0,0,0,0,0,0,0,0.0829483604298088,0,0,0,0.0268924092500069,0.0395561923082962,0,0,0,0,0,0,0,0,0.00777062256205722,-0.00511338331696615,0,0,0,0.144058344800925,0,0
X600690.SH,0,0.223870841407768,0.0687862892493785,0.118984989339854,0,0,0.170014286626022,0,0,0,0,0.0104335812521955,0,0,0,0,0,0,0,0,0,0,0.0504588966965402,0,0,0,0,0,0,0,0,0,-0.0390255922969793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13725787555811,0,0.0271284195379473,0,0,0,-0.0162740438208899,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135981627391789,0,0,0,0,0,0,0,0,0,0,0,0.0208059434205733,0.10228145806268,0,0.0472744361737745,0,0,0,0,0.0742563443306816,0.0773625682351389,0.233985147663648,0,0,0.127276982320461,0,0,0,0,0,0,-0.0416866799363567,0,0,0.0221888557921908,-0.0681538174658728,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.042346295228315,0,0,0.275929941539397,0,0,0,0.0354151651441041,0,0,0.0212272298374165,0,0,0,0,0,0.00580405313988111,0,0,0,0,0,0.0449658661420454,0,0,0,0.0611722312349464,0,0,0,0,0,0,0,0,0.147779952390992,0,0,0,0.0148264198679205,0,0,0,0.00800200491641417,0,-0.0286921687455511,0,0,0,0
X000338.SZ,0,0.0747826515867275,0,0,0,0,0.0710017372026928,0,0,0.102499185192649,0,0.0537677407106585,0,0,4.33680868994202e-19,0,0.00858983941954324,0,0.0347928304945819,0,0,0,0,0.0724207610864337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693017364416816,0.0228189809784328,0,0,0,-0.0221879345155466,0,0
X000568.SZ,0,0,0.018205909412052,0,0.44887138081171,0,0,0,0,0,0,0,0,0,0,0,0.0335792535265371,0,0,0,0,0,0,0,0,0.193031047619083,0,0,0.0256101931407,0,0,0,0,0,0,0,0,0,0.0862003339694004,0,0,0,0.0806084227099064,0,0,0,0,0,0,0,0,0.00837056177978551,0.00179456018406665,0,0,0,0,0,0
X600741.SH,0,0.224946920879982,0,0,0,0,0,0,0,0,0,0,0.031326965878777,0,0,0,0,0,0,0,0,0.131482007443571,0,0,0,0,0.0635577694194192,0,-0.0399178531444937,-0.0887391992589593,0,0,0,0,0,0,0,0,0,0,0,0.0678343626124009,0.154143684045755,0,0,0,0,0,0,0,0,0,0.0399870168144258,0,0,0,0,0,0
