,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002007.SZ,X002085.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002508.SZ,X002294.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X000623.SZ,X300136.SZ,X600498.SH,X002074.SZ,X002426.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0956548499498814,0.0456149528956426,0,0,0,0,0.0198396212348257,0,0,0,0,0.214433093056381,0,0,0,0,0,0.235654237610526,0,0,-0.0367790913742238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000912486073435911,-0.00106086563582185,0,0,0,0,0,0
X600104.SH,0,0,-0.0417425498189446,0,0,0,0,-0.0151867841059099,0,2.16840434497101e-19,0,0,0,0.605568615680718,0,0,0,0,0,0,0,0,0,0.0987349807586102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399045438793729,0,-0.163583302627277,0,0,0,0,-0.0351565622781046,-0.00459024723353003,0.00037666071775932,0,0,0,0,0,0
X002415.SZ,0,0,0,0.101978155032215,0,0,0,0,0,0,0,0,0.0294271749065733,0,0,0.0343909680247579,0,0,0,0,0.11610805402693,0,0,0,0,0,0,0,0,0,0,0,0,-0.071711765502576,0,0,0,0,0,0,0,0,0.22121078020428,0,0,0,0,0,0,0,-0.00730622974515541,0.00548752106892015,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0863106599011888,0,0,0,0,0,0,0,-0.0288933540632048,0,0,0,0,0,0,0,0,0.0293020464116702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153058334487932,0,0,0.48965402599025,0,0.123617409923735,0,0,0,-0.110682514630444,1.73472347597681e-18,0.0197090303798389,0,0,0,0,0,0
X000858.SZ,0.0650272581380364,0,0,0,0,0,0,0,0.0445793780457383,0,0,0.0790381881937655,0.0181223016885221,0,0.2504775171958,0,0,0,0,0,0,0,0,0,0.147994334789538,0,0,0,0,0,0,0,0,-0.0677675148995937,0,0,0,0,0,0,0,0,0,0,0.0821267672784846,0,0,0,0,0,0.00302725474310316,0.00515642839586823,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.076429128561083,0,0,0,0.23082712713054,0.274116443997394,0,0,0,0,0,0,0,0,0.0551013359444214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685350345613664,0,0,0,0,0,0,0,0,0.0105623344139005,-0.00491454938212174,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0762990930451891,0,0,0,0,0,0,0.174565381489345,-0.0107537321513992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241286855196991,0.0396747959943461,0,0,-0.0120945185849571,-0.0516349728113983,0,0,0,-0.0968527992825435,0.0154866973606561,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0591998013813833,0,0,0,0,0,0.171992339677028,0,0,0,0,0,0,-0.272825245559185,0,0.0726125258825583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459488052895051,0,0,0,0,0.220381657973826,0,-0.0163256427208748,-0.00116743395748507,0,0,0,0,0,0
X000625.SZ,0,0,0,0.105046578819287,0,0,0,0,0,0.0130293341870404,0,0,0.0813943013737627,0.314642344080373,0,0,0,0,0,0,0,0.0386453249906048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450841495870427,0,0,0,0,0,0,-0.0102652748706071,0.00384135972394653,0,0,0,0,0,0
X000063.SZ,0.103116839163693,0,0,0.0874316242158729,0,0,0,0,0,0,0,0,0,0,0,0.0642795873052563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401971244604021,0.178491582854648,0,0,0,0,1.73472347597681e-18,0,-0.0186829321386428,0.0167101147271903,0,0,0,0,0,0
