,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600741.SH,X000100.SZ,X002241.SZ,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002049.SZ,X002465.SZ,X002236.SZ,X000559.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300003.SZ,X300124.SZ,X600867.SH,X600177.SH,X002294.SZ,X000869.SZ,X002007.SZ,X002456.SZ,X600584.SH,X600498.SH,X002074.SZ,X002426.SZ,X002129.SZ,X000550.SZ,X300146.SZ,X002512.SZ,X601877.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.032898355001552,0,0,0.0455953409845234,0,0,0,0.1225278423736,0,0,0,0,0,0.104324820388684,0,0,0,0,-0.020830026330638,0,0,0,0,0,0,0,0,0,0,0,0.0649186980092298,0,0,0,0,0,0,0.0352052392879335,0,0,0,0,0,0,0,0,0,0.015768935572661,0,0,0,0,0,0,0
X600104.SH,0,0,-1.0842021724855e-19,0.0357132146749619,0,0,0,0,0,0,0,0,0,0,0.168804241842518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101435952204166,0,0.0498778887283122,0,0,0,0,0.011908339222318,0,0,0,0,0,0.0399757692309028,0,0,0,-0.014066974913851,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0903349763517119,0.0365100738661408,0,0,0,0.013154330687255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686258144542494,0.349997237756122,0,0,0,0,0,0,0,0,0,0,0,0,0.0436601853662424,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0223085290129256,0,0,0,0,0.0799488379757395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501279424024283,0.0287203826319854,0.399040709770426,0,0,0,0.0832958663817361,0,0,0,0,0,0,0.0340951117003648,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0182090682211336,0.0604063553259544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13459591682556,0,0,0,0,0,0,0,0,0.17603326249721,0,0,0,0.0654928733486429,0.125406451213013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113766593921054,-0.0130216597656416,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.027823523544298,0,0,0,0,0.0435821960829826,0,0.12795841373735,0,0,0,0,0,0.0365225767515055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148499750767096,0,0.0811538054353462,0,0,0.092915919806603,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.115249917265258,0,0.00266436228869918,0,0,0,0,0,0,0.0172161869869064,0,0,0,0,0,0,0.0580481246740841,-0.0528880858205003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144644332874758,0,0,0,0.0680133933650491,0,0,0,0,0,0,0,0,0,-0.0117368114140154,-0.0135932182303639,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923725427303587,0,0,0,0,0,0,0,0.00127109121492048,0,0.200139253039655,0,0,0,0.0748019015507978,0,0.0422404861954138,0.0431097674189912,0,0.0913457014747827,0,0,0,0,0,0,0,-0.0109086815251269,0,0,0,0,0,0
X000625.SZ,0,0,0.192142899725812,0,0,0,0,0,0,0,0,0,0,0,0.0108440288916656,0,0,0,0.0665830316905387,0,0,0,0.223341215220775,0,0,0,0,0,0,0,0,0,0.182390771195939,0,0,0.0221873015386286,0,0,0,0,0,0.0667151765505499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.110699633185169,0,0,0,0,0,0.0279685737640116,0,0,0,0,0,0,0,0.123015841026492,0,0,0,0,0.0167914315427554,0,0,0.131910300810797,0,0.17385450023242,0,0,0,0,0,0,0.00259466606476337,0.129925928257926,0.0586757053906784,0,-1.38777878078145e-17,0,0,0,0,0,-0.00900037144686145,0,0,0,0,0,0
