,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X000977.SZ,X002241.SZ,X002049.SZ,X002463.SZ,X600372.SH,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600066.SH,X000921.SZ,X600183.SH,X601799.SH,X000800.SZ,X002156.SZ,X600418.SH,X002074.SZ,X002007.SZ,X000988.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.287982560224847,0,0.217964611590489,0,0.000780060365924741,0,0,0,0,0,0,0,0,0,0.0533449442118007,0,0,0,0,0,0,0,0,0,0,0,-0.0520838352019361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885690375601183,0,0,0,0,0,0,0,0,0,0.0120437300347075,0.0178871503392077,0,0,0,0,0
X000858.SZ,0,0,0,0.0682344544468554,0,0.441157981351753,0,0,0,0,0,0,0.0232223274303569,0,0,0,0,0,0,0,0,0.0480077696256703,0,0,0,0,0.0383096850823652,0,0,0,0,0,0.0460721188489079,0,0,0,0,0,0,-0.0553404782246093,0,0,0,0,0.0333388722791331,0,0,0,0,0.0113240638397164,0,-0.00294157228205932,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.221685589405654,0,0,0,0,0.103692924860367,0,0,0,0,0,0,0,0,0,0,0,0,0.0819066244260505,0,0,0.160054551933692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370994042137878,0,0,0,0.0415728819371585,0,-0.00160233073869816,0,0,0,0,0,0,0
X600809.SH,0.117626538863148,0,0,0,0,0.342348796915366,0,0,0,0,0,0,0,0,0.193524968820965,0,0,0,0,0,0,0.110152764893498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0075707704512088,0,0.0472488031146545,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107848568189887,0,0,0,0,0,0.0449498755867322,0,0.0848216831528543,0,0,0,0,8.67361737988404e-19,0,0,0.0187073693647511,0,0,0.16050697394369,0.193715945213304,0,0,0,0,0,0,0,0,0,0.00826452334366813,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0.724417702534747,0,0.0699879094675007,0,0,0,0,-0.066273773845273,0,0,0,0,0,0.128559709542636,0,0,0,0,0,0.107309244309245,0,0,-0.0846704564695394,0,0,0,0,0,0,0,0,0.0355516393029051,0,0,0,0,0,0,0,0,0,0,0,-0.0171074457824195,0,0,0,0,0,0,0,0.0177903494967914,0,0,0,0,0,0
X600690.SH,0,0,0,0.0761669235842364,0,0.013818439765488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259878999080076,0,0,0,-0.0131974307346182,0,0.0366071287950751,0,0,0,0,0,0,0,0.106203458649011,-0.0575312729732037,0.105092114924155,0,0,0,0,0,-0.0133021756039145,0,0,0,0.00720844404432726,-0.0441602382516699,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129236556437566,0,0,0,0,0,0,0,0,0,-0.0612909698567743,0,0,0,0,0,0,0,0,0,0.172953665518317,0,0.0525862059252391,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0108844981727282,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431232488939325,8.67361737988404e-19,0.338650810832574,0.0279343676606962,0,0,-0.0959257617035664,0,0,0,0,0,-0.213054035972304,0,0,0,0,0,0,0,0.262103597460238,0,0,0,0,-0.00692835299562603,0,0.0103583541999675,0,0.0433886146445239,0,-0.0381431823492304,0,0,0,0,0,0,0
X002475.SZ,0.240304616766828,0,0,0,0.110585086022209,0.0753074185937523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423725694243007,0,0,-0.00942436602734831,0.519245495517191,0,-0.0915621439959711,0,0,0,0,0.0436440269052376,0,0,0,-0.00770550245229568,0,0,0,0,0.135055410084522,0,0,0,0,0,0,-0.0217131249075883,0,-0.0324959918388313,0,0,0,0,0
X300124.SZ,0,0,0.00439369912803708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642716179267111,0,0,0,0,0.122981269476406,0,0.0401546308576174,0,0,0,0,0,0,0,0,0,0,0,0.0272960087326869,0,0,0,-0.0939264613281615,0,0.193752449514726,0,0,0,0.0214415785377844,0,0,0,0,0,0
X600104.SH,0,0,0,0.0945076255137583,0,0,0,0,0,0.00691473637623042,0.0945487812497665,0,0.0457359040524801,0,0,0,0,0,0,0,0,0,0,0.0204924681080576,0,0,0,0,0,0,0,0,0,0,0,0.0573218554463288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00406662965779506,0.023542994925821,0,0,0,0,0,0
X002371.SZ,0,0.220773347851827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30419847660947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121335144356632,0,0,0,0,0.0430627361511754,0,0,0,0.039098006800303,0,0,0,0,0,0,0,0,0,0,0.0248457685283897,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0927448535347162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459590250303327,0,0,0,0,0,0,0,0,0,-0.0194988106799007,0,-0.00645207037940817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425890180820856,0,0,0.000650541323837991,0,0,0,0,0,0
X002304.SZ,0,0,0.116230030800639,0.0830987829055825,0,0.27138034247851,0,0,0,0,0.0223319710539616,0,0.00209628774522153,0,0,0,0,0,0,0,0,0.160316609201058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440566983551674,0,0,0,0,0,0,0,0,0,0,0,-0.00165975575694627,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163059603848273,0,0,0.0221284205836792,0,0,0,0,0,0,0.0566904339554641,0,0.00344535838506033,0,0,0,0,0,0,0,0,0,0,0.0173683833611598,0,0,0,0.467168259476571,0,0,0.0212817098430845,0,0,0.00774777841051526,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18973078745134,0,0.219130113283786,0,0,0.0958294010779844,0,0,0,0.145463687240219,0,0,0,0,0,0,0,0,0,0.0445391044074874,0,0.0292513261853891,0,0,0,-0.0289141577475008,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131631829149788,0,0,0,0,0,0,0,0,0.268314649645871,-0.0747341628151015,0,0,0,0,0,0,0,0,0,0,0,0.0492504009352978,0,0.0396408653282228,0,0.0534940520849995,0,0,0,0.095708048966935,0,0,0,-0.103291379870777,0,-0.0329917951159632,0.0297453343136087,-0.0490997140919155,0,0,0,0,0
X000596.SZ,0,0,0,0.235786886819732,0,0.354658798837875,0,0,0,0,0,0,0,0,0,0.0636740115420407,-0.107636388109991,-0.0425227759195777,0,0,0.0858719992351278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692085478809486,0,0.0270925499241409,0.0552153050646499,-0.0210955186906343,0,0,0,0,0,0.125161478679426,0,0,-0.00725525175930868,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0345754135654858,0,0,0,0,0,0,0,0,0.0132560967777616,0,0.069468344482989,0,0,0,0.0456415131392212,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.071701708110008,0,0,0.0191675023262261,0,0,0,0,0,0.0520496555938302,0,0,0,0,0,-0.00678706162812916,0.00778974784650431,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.167570773712486,0,0,0,0,0,0,0,0.26030767772862,0,0,0.00205418469578313,0,0,0,0,0,0,0,0,0,0.0339155795276224,0,0,0,0,0,0,0,0,0,0.0637865254700237,0,0,0.0769102156814097,0,0,0,0,-0.032857240494212,0,0,0,0.0918847739333404,0.0206040291157524,0,0,0.0102646987615948,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.000396921835589779,0,0,0,0,0,0,0,0,0.0286230426897755,0.0212106095654925,0,0,0,0,0,0,0,0,0,0,0,0,0.0152755049126979,0,0,0,0.217937113655529,0,0,0,0.0539254660593412,0,0,0,0,0,0,0,0,0,0.30437004575418,0,0,0,0,0,-0.00619200291808697,0,0,0,0,0,0
X600089.SH,0,0,0,0.0478948932551722,0,0,0,0,0.00524033057915817,0,0.0104078227079755,0,0.124108020182489,0,0,0,0,0,0,0,0,0,0,0.00568882366548529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250801247237936,0,0.0285637382875315,0,0,0,0,0,0.0247319615904405,0,0,0,0,0,0.00958155867185526,0,0,0,0,0,0
