,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X002506.SZ,X600498.SH,X002179.SZ,X600177.SH,X000977.SZ,X000625.SZ,X600487.SH,X600183.SH,X600066.SH,X600522.SH,X002371.SZ,X600776.SH,X000050.SZ,X600867.SH,X000066.SZ,X600089.SH,X002129.SZ,X300146.SZ,X600118.SH,X002049.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0147553963830836,0,0,0,0,0,0,0,0,0,0.196719883150427,0,0.0108787666789553,0,0,0,0,0,0,0.0540007739352607,0,0,0.136093602967852,0,0,0,0,0,0,0,0,0,0,0.0369910027488426,0,0,0,0,0,0.0819953397414071,0,0,0,0,0,0,0,0,0,0,-0.00252657366395462,-0.0402982572571319,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.037660117509641,0,0,0,0,0,0.279915910853639,0.0882453688132044,0,0.0292720863596403,0.390592499094604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344814132518876,0,0,0,0,0,0,0,0,0,0.0351365414820322,0,-0.000343296269427823,0,0,0,0,0,0,0
X000651.SZ,0,0.152860164255368,0,0,0,0,0,0,0,0.169258755887336,0,0,0,0.188401607855567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550446569081237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030127480732859,0,0,0,0,-0.021357325087017,0,0
X600104.SH,0,0,0.1333612186823,0,0,0,0,0,0,0.0381075076642972,0,0.0519437842494894,0.00981634709298551,0.0259566376782476,0.099934269970281,0,0,0,0,0,0,-0.0323927430565931,0,0,0,0,0,0,0,0,0,0,0,0,0.20975716387006,0,0,0.0227190424378685,0,0,0,0.0567362277953697,0,0.0455622447743067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194426250628179,0.0698332680014532,0,0,0.11642390908138,0,0,0,0,0,0.211882020360487,0,0,0,0.131191757064861,0,-0.013304070678644,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.07954853117033,0,0,0,0,0.0052518418754744,0,0,0,0,-0.00926512974098854,0,0,0,0,0.00681776269535603,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.159388271017046,0.0182847971981321,0.0277579055071118,0.0982100586792459,0.0198958093631295,0,0,0,0,0,0,0,0,-0.0633892737897275,0.469281431956546,0,0,0,0,0,0,0,0,-0.0344643190866053,0,0.239954511270324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411900479461659,0,0,0,0,-0.0519857434886502,0,0
X002304.SZ,0,0.257780670680219,0.1002989535123,0,0,0,0,0,0,0.0197984261586543,0,0,0,0.0826224142640455,0,0.141247434838629,0,0,0,0,0,0,0,0,0,0.0383455035076874,0,0,0,0,0,0,0,0,0,0.0345648014857315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00101338286757734,-0.0441379887883836,0,0,0,0.0190183509773432,0,0
X000063.SZ,0,0,0.077441472810432,0,0,0,0,0,0,0,0,0.0893531397099977,0,0.121179486085926,0,0,0,0,0,0,0.0958579912455777,0,0,0,0,0,0,0,0,0.0792653920499314,0,0,0,0,0,0,0.12817872099431,0,0,0,0.253049087726435,-0.0398120669667846,0.0297610996912776,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0569191564946957,0,0,0,0.00237830809657885,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173462682341952,0,0.0588915682529493,0,0,0,0.0886250281655485,0.0752170683663446,0.0665791182375532,0,0,0,0,0,0.126344150756426,0.026151584790732,0,0,-0.047687573296582,0,0,0,0,0,0,0
X600031.SH,0,0.0814754374904855,0.0858922068454994,0,0,0,0.0682764718090674,0,0,0,0,0,0.301019107831986,0.0250101476204994,0,0.0524976802381757,0.0109224084190141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180442764963579,0,0,0,0,0,0,0,-0.00582162497069295,0,0,0,0,0.0291756919963716,0,0
