,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600522.SH,X600702.SH,X600741.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X600779.SH,X300146.SZ,X002007.SZ,X600487.SH,X002294.SZ,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.142852389803382,0.0144042500276796,0.124005586477073,0,0,0,0.168786383945391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00663811985548798,0,0,0,0,0,0,0.210006737354117,0,0,0,0,0,0,0,0,0,0,0,-0.0258796607635983,0.0034786555805681,0,0,0,0,0,0
X000858.SZ,0,0,0.103286241076442,0.346343023162871,0,0.235009597202475,0,0,0,0,0,0,0,0,0.104423515513694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455537621603974,0,-0.00899147033994042,0.00546006352945024,0,0,0,0,0,0
X600809.SH,0,0,0,0.609054168205951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201390335101477,0,0.0103734043439163,0,0,0,0,0,0,0,0,0.0713918996947345,0,0,0,0,0,0,0,0,0.0162988254402991,0,0,0,0,0,0
X000568.SZ,0,0.45586906123309,0.249636474648132,0,0,0.158809746171321,0,0,0,0,0,0,0,0.0719873081803362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547725202403353,0,0,0,0,0,0.150920887356768,0,0,0,0.0365060467529504,0,0,0,0,0,0,0,-0.0290153632403638,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0288969634075129,0,0,0,0,0,0,0,0,0,0,0,0,0.17260825374229,0,0,0,0,0,0.0546641057201237,0.0568684534126838,0,0,0,0,0,0,0,0.114655538949345,0,0,0,0,0,0.122264840793203,0,0,0.0843845504588447,0,0,-0.0149217985913555,-0.0272746939186931,0,0,0,0,0,0
X002304.SZ,0,0,0,0.540918074047672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061272805347695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155632759693875,0,0,0,0,0,0,0,-0.0585345692053026,0,0,0,0,0,0,0.0803712036098104,0,0,0,0.00119074171406581,0,-0.127737571930935,0.15563508123075,0,0,0,0,0.0161777208378879,0,0,0,0,0,0
X600690.SH,0.0812477148080028,0,0,0,0,0.172009836527994,0,0,0,0.196156467352673,0,0,0,0,0.224985238008457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0375994991935596,0,0,-0.0318231745263832,-0.0109389274307436,0,0,0,0,0,0
X002475.SZ,0,0,0.05162090770245,0.00074453289906478,0,0,0,0,0,0,0,0.0435860148172005,0,0,0,0,0,0,0,0,0.093022972845913,0,0,0,0,0,0,0,0,0,0,0.264433440430675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010349881364183,0,0,0,0.103229715965563,0,-0.00521422289936157,-0.0282126612946369,0,0,0,0,0,0
X000651.SZ,0,0,0,0.145362164842109,0,0,0,0.226716737911493,0,0,0,0,0,0,0.016166804109253,0,0,0,0,0,0,0,0,0,0,0,0,-0.01672103963242,0,0,0,0,0,0,0.10187819173839,0,0,0,0,0,0,0,0,0,0,0.0217030800823724,0,0,0,-0.00763688466067076,0,-0.0149423529859299,0.00122314791557988,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.280283562433959,0,0,0.0494350936976544,0,-0.144881584988054,0,0,0,0,0,0,-0.0592128615614235,0,0,0,0,0,0,0,0,0,0,0,0,0.0149638517214925,0.0698581207056406,0,0,0,-0.111379468013476,0,0,0,0,0,0.0716835121716782,0.0996457626598185,0,0,0.0535396856033025,0.0125056678961518,0,0.0199891350723722,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.00132861843276173,0,0,0,0,0.0489649114818035,0,0,0,0,0,0,0,0.115059789917025,0.106253647062758,0,-0.0264350880360318,0,0,0,0,0,0.166632939852377,0,0,0,0,0,0,0,0,0.336665594506633,0,-0.162962675558458,0,0,0,0.510505429159601,0,0,0,0,0,0,0,0,-0.0272170236454757,-0.004788988906179,0,0,0,0,0,0
X600104.SH,0.0187573530801678,0,0,0,0,0,0,0.13111627844574,0,0,0,0,0,0,0.107108895248014,0,0,0.0420175301988308,0.0161592836345098,0,0,-0.00380831993330825,0,0,0,0,0,0,0.0624046074004467,0,0,0.00872608650060226,0,0,0,0,0,0,0,0.0123211279646029,0,0,0,0,0.0164995157966237,0,0,0,0,0,0,0.00970021851518699,0,0,0,0,0,0,0
