,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X002074.SZ,X600741.SH,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X000066.SZ,X300003.SZ,X600884.SH,X002294.SZ,X002007.SZ,X601799.SH,X600563.SH,X600779.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.178610502508894,0.237724504159231,0,0,0.0369874547192086,0.017967795101757,0,0,0,0,0,0,0,0,0,0,0,-0.0263260054080921,0,0,0,0,0,0,0.0837691730243763,0,0,0,0,0,0.0440532327157737,0,0,0,0,0,0,0,0,0,0,0,0,0.00623513297796474,-0.00603017339165952,0,0.0549751696472731,0,0,0,0.00844262374544384,0,0,0,0,0,0
X000858.SZ,0,0,0.106501641854084,0.353401914008872,0,0,0.243812222329701,0.02828250072594,0,0,0,0,0,0,0.00577266819033275,0.0226038085638387,0,0,0,0,0,0,0.0747427584287881,0,0,0,0,0,0,0,0,0,0.0243993488931451,0,0,0,0,0,0,0,0.0137344333700014,0,0,0,0,0,0,-0.0362881850600221,0,0,0,-0.0174503166829718,0.0104646164398238,0,0,0,0,0,0
X600809.SH,0,0,0,0.541268467368459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00619722802311014,0,0,0,-0.0639454805902059,0,-0.0245855823049986,0,0,0,0,0,0,0,0,0,0,0.10877721547413,0,0,0,0.00313221240487548,0,0,0,0,0,0
X000568.SZ,0,0.370322712913946,0.199700695923059,0,0,0,0.107942811120657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110206789258169,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.247739369792096,0,0,0,0,0,0,0,0,0,0,0,-0.00261799378833151,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0773761169462309,0,0.0347419575705589,0,0,0,0,0,0.0132018544169741,0,0,0,0,0.113200920532634,0,0,0.147246576218959,0.173914804473927,0,0,0.0903202876919281,0,0,0,0,0,0,0,0.125657760982238,0,0,0,0,0,0,0,0,0,0.0182077623834785,0,0,0,0,0,0,0,0,0,0,-0.0253282203560118,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976144078949651,0,0,0.0120576056844049,0,0,0.0233888581839144,0,0,0,0,0,0,0,0.079011004539917,0,0.142144600111399,0,0.0641855801304556,0,0.116339976810026,0,0,0,-0.0318020761141129,-0.0169400870375084,0.00709776461359619,0,0,0,0,0,0
X002304.SZ,0,0.0952632080396105,0,0.566712822482764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580884319635686,0,0,0,0,0,0,0,0,0,-0.00771490893416159,0,0,0,0,-0.016712692322907,0,0,0,0,0,-0.0659626302964449,0,0,0,0,0,0,0,0,-0.00468152322313388,-0.00805399982981314,0,0,0,0,0,0
X600690.SH,0,0,0,0.149864619645465,0,0,0,0,0,0,0,0,0,0,0.00238913736260743,0.137644010728256,0.0451725450406368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093166126187236,0,0,0,0.00548903857357583,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.019316769127052,0,0,0,0,0,0,0.0289405573718984,0,0,0,0,0,0,0,0.0756970200304817,0,0,0,0,0,0,0,0,0,0.342122143612364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344248484507258,0,0.239671306562175,0,0,0,0.0583841561962436,-0.0408651031988647,0,0,0,0,0,0
X000651.SZ,0,0.0872885605267142,0,0.0246185695660424,0,0,0,0,0,0,0,0,0,0,0,0.134305753024435,0,0,0,0,0,0,0,0,0,0,0.0982545276390462,0,0,0,0,0,0.0568038342321142,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,-0.0824299254376839,0,0,0,-2.16840434497101e-19,0.00798824511049673,0,0,0,0,0,0
