,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X600372.SH,X002456.SZ,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X000981.SZ,X300003.SZ,X600699.SH,X600867.SH,X600522.SH,X002180.SZ,X000559.SZ,X002508.SZ,X000066.SZ,X002292.SZ,X002074.SZ,X002426.SZ,X600498.SH,X000623.SZ,X002506.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.112625263393046,0.142973454514036,0,0,0,0,0,0,0,0,0,0.0762866171886253,0,0,0,0,0,0.21094204541131,0,0,0,0,0,-0.0011522153491772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.000255264544731887,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0611274029030482,0,0,0,0,0,-0.0563931366434115,0.604484359598803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576708628321398,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067005713023855,-0.00459417131033785,0.00553843428859276,0,0,0,0,0,0
X002415.SZ,0,0,0,0.054166937619933,0,0,0,0,0,0,0,0.0202911585781829,0,0,0,0,0,0.13641596640436,0,0,0,0.122760399146867,0,0,0,0,0,0,0.0384137270474242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757127482739666,0,0,0,0,0,0,0,-0.0252542465977265,0.0245331512608281,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0986713429043338,0.27658520435768,0,0,0,0,0,0,-0.162249330531172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494844643493662,0,0,0,0,0,0,0.261495444081775,0.428562363686209,0,0,-0.0458581296935991,0,0.0243002892357368,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.215323191218708,0,0,0.0583871664041191,0.00655450500561145,0.0320773462167183,0.325914333331682,0,0,0,0,0,0,0,0,0.0800518106321922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111349147740343,0.00168540526828709,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.1804022904457,-0.0551059255161602,0,0.123760782267741,0,0,0,0,0,0,0,0.0995251444479452,0,0,0,0,-0.0296715092080202,0,0,0,0,0,0.0385720396749905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638112733780135,0.0164629319142523,0.0026602195445078,0,0,0,0,0,0
X000725.SZ,0,0,0,0.154936465349131,0,0,0,0,0,0,0,0,0,0,0.0161361599427038,0,-0.106842332692134,0,0.233174433244902,0.0271264622838672,0,0,0,0,0,0,0,0.153459402524384,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0761429410303076,0.00952587030858273,0,0,0,0.0184742760466039,0.0344052930715814,0,0,0.0309132553839631,-0.0483956210840871,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0668016282744899,0,0,0,0.316652899572843,0.046362230410231,0.00526466762910947,0,0,0,0,0,0,0,0.0800811857439282,0,0,0.0624589637755689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554817898740652,0,0,0,0,0,1.73472347597681e-18,0,0,0.00431063156713983,-0.000732723402108615,0,0,0,0,0,0
X000625.SZ,0,0,0,0.082674943501106,0,0,0.0222532411270775,0,0,0.0615289641180656,0,0,0.0875614723039507,0.344490536554152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126687565884253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420899302060856,0,0,0,-0.0158239605157904,0.00939803725867327,0,0,0,0,0,0
X000063.SZ,0.0747375337611109,0,0,0.103941385344045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114626734826201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214040845589933,0,0,0,0.163202560100772,0,0,0,0,0,0,0,0,0,0,0
