,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600031.SH,X600690.SH,X000100.SZ,X600271.SH,X600118.SH,X600372.SH,X002129.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600703.SH,X002241.SZ,X600177.SH,X002236.SZ,X600741.SH,X600066.SH,X002292.SZ,X600582.SH,X300124.SZ,X600060.SH,X601877.SH,X600435.SH,X000559.SZ,X002456.SZ,X000977.SZ,X000800.SZ,X002475.SZ,X002294.SZ,X600839.SH,X002007.SZ,X600867.SH,X000581.SZ,X002465.SZ,X000623.SZ,X000869.SZ,X000568.SZ,X300003.SZ,X600498.SH,X000550.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0727095843889404,0,0,0,0,0,0,0,0,0,0.0562897445354412,0,0,0.0904388413762932,0,0,0,0,0,0,0,0,0,0,0.020011536531952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278083178625659,0,0,0,0,0,0,0.00831457727889461,0,0,0,0,0,0
X600104.SH,0,0,0.20346038683732,0.0166825000219913,0.0800819982948798,0.00801555714403985,0,0,0,0,0,0,0,0.0381007634324566,0,0.0271958836853246,0,0,0,0,0.0370958703416518,0,0,0.0168746063842515,0,0.0317726012600829,0,0,0,0,0,0,0,0,0,0,0.00191363025818828,0,0,0,0,0,0,0.0499479587740893,0,0.14587686238764,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0502750476888175,0,0,0,0,0,0,0,0,0,0,0,0.00573096693657605,0.0509963426103893,0,0,0,0,0,0.0169495244911573,0.0471570447518115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489500275279213,0,0,0,0,0.185869644734037,0,0,-0.000122700109540329,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0238749741394627,0,0,0,0,0,0,0,0.0996063951958017,0,0,0,0.102306556093688,0.107107274402036,0,0,0,0,0.0207169225359899,0,0,0.0390983314770122,0,0,0,0,0,0,0.108833918448566,0,0,0,0,0,0,0.0255297344173328,0,0,0,0,0,0.032670679243318,0,0,0,0,-0.00431519228900867,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235814329151171,0,0,0,0,0.144272671590111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868772377119175,0,0.048899552500954,0.165321954521808,0.0277772685405941,0,0,0,-0.0187016783469675,0.00838707018752159,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0452026946646944,0,0,0,0,0.0585715699505822,0,0,0,0.100873459904315,0,0,0,0.0250015023004818,0,0,0.188200309328972,0,0,0,0,0.0338199217102508,0,0,0,0,0,0,0,0.0162281709910937,0,0,0,0,0,0.0169170516918379,0,0,0,0,0.042673607288363,0,0,0,0.163153079470076,0,0,0,-0.00897554448383907,0,0,0,0,0,0,0
X000625.SZ,0,0,0.161134597156669,0.275313755540559,0,0,0,0,0,0,0,0,0,0,-0.0739250128423074,0,0,0,0,0.0573445563068552,0,0,0,0,0.0733528334115322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338509003983423,0,-0.107595045374856,0,0,0,0,0,0,0,0,0,0,0.0408750623961245,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0974426853424678,0,0,0.0730223324016748,0,0,0,0,0.0247698134193697,0,0,0,0.0186184048742968,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.00747613308426,0,0,0,0,0,0,0,0,0,0,0.00437680159389623,0,0.192794992883854,0,0,0,0,0,-0.0048736605128485,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0655568226501429,0,0.188944038608136,0,0,0,0,0.0765122086977047,0,0,0,0,0,0,0,0,0,0.0817624882186131,0.0872664988654936,0,0,0,0,0,0,0.0269412199000935,0,0.0470415704293623,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0670395070958673,0,0,0,0,0,0,0,-0.00692583211841929,-0.0257463751227255,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0358868545645969,0,0,0,0,0,0,0.040344223622119,0,0,0,0,0,0,0,0,0.103063525068986,0,0,0,0,0,0.0328629130583218,0.0151061582682614,0,-0.0218332895184821,-0.0298554264298141,0,0,0.0343608082676692,0,0,0,0.0454452047629556,0,0,0,0,0,0,0,0,0,0,0,0,0.000943216537673627,0.009973318207934,0,0,0,0,0,0
