,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X002236.SZ,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X002463.SZ,X000066.SZ,X002179.SZ,X002008.SZ,X300124.SZ,X600271.SH,X300136.SZ,X600867.SH,X000625.SZ,X002506.SZ,X000977.SZ,X002129.SZ,X600177.SH,X300014.SZ,X600498.SH,X600066.SH,X002180.SZ,X002456.SZ,X002049.SZ,X002371.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.558051574383207,0,0,0,0,0,0,0.0480294814622702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156164312572411,0,0,0,0,0,0,0,0.036575914670493,0,-0.0389541858296921,0,0,0,0,0,0.00167671206677989,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.116907011314677,0,0,0,0.36935277335741,0,0,0,0.0122709315733145,0,0,0,0.00646373964362807,0,0,0,0,0,0,0,0,0,0,0.0147550027105215,0,0,0,0,0,0,0,0,0.00617318743292207,0,0,0,0,0,0,0.0351424791634837,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0832654300487472,0,0,0,0.226768612160863,0,0,0,0,0,0.0565834504107938,0,0,0,0,0,0,0,0,0.0216012483857059,0,0,0,0.00726168670944373,0,0.0318335821197302,0,0,0,0.035896925378259,0,0,0,0,0,-0.0439696693838056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437969026464214,0,0
X000651.SZ,0,0,0,0,0.127589841482506,0,0,0,0,0,0,0,0,0,0,0.0840695782806408,0,0,0,-0.0243705866096907,0,0,0,0,0,0,0,0.118822575255039,0,-0.00120734600556773,0.0702822965940296,0,0,0.028412054527316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938697429893275,0,0,0,0,0,0,0,0,0.0199902107573564,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.164065829903881,0,0,-2.16840434497101e-19,0,0,0,0,0.10886023401127,0,0,0.0390559719156167,0,0,0,0,0.54767636222307,0.134087615401248,0,0,0,0,0,0,0,0,0,0,-0.0242640086180593,0,0,0,0.00441000374848895,0,-0.00777722619476532,0.0488637477451277,0,0,-0.083174734951904,0,0,0,0,0.00606793296238599,0,0,0,0,-0.0119451836336399,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132238012462101,0,0,-0.0608638201736623,0,0,0,0,0,0.0888366486827825,0,0,0,0,0,0,0.0621534026336879,0,0,0,-0.0347990628847299,0,0,0,0,0,0,0,0,0,0,0.0700596960735356,0,0,0,0,0,0,0,0,0.00749806221750972,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135169240930761,0,0
X002475.SZ,0,0.0258805298376293,0,0,0.198329680313461,0,0,0,0,0,0,0,0,0,0,0,0.0749474378681042,0,0,0,0,0,0,0,0,0,0,0,0,0.006193566933653,0,0,0.155569178384479,0,0,0.0673092982882816,0,0,0,0,0,0,0,0,0,0,0.176067217275066,0.0878575410272016,0,0,0,0.0331019598215952,0,0,0,0,0,0,0
X002304.SZ,0,0.188476700060676,0.0442705158757975,0,0,0,0.0900293289613589,0,0,0,0,0.101648440924934,0,0,0,0,0,0,0.0401216582213938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108816378537889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114765931544745,0,0,0,-0.0253151975952326,0,0
X000063.SZ,0,0,0,0,0.028677440578348,0,0,0.136165481840725,0,0,0,0,0,0,0,0.0939617479469689,0,0,0.00671725280307905,0,0,0.153096397461733,0,0,0.0498719320008281,0,0,0,0,0,0,0,0,0,0.0625407678704529,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.00467387998595825,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0835537308536049,0,0,0,0,0,0,0,0,0,0,0,0.0342696120188445,0.0106457120242243,0,0.0229590585742528,0,0,0,0,0,0,0,0,0,0,0.120725953551743,0,0.0529843013649714,0,0,0.0254835973819883,0,0,0,0,0.101989848162443,0,0.0834548151009662,0,0,0,-0.00127772008365936,-1.73472347597681e-18,0,0,0,-0.0531043940898738,0,0
X000568.SZ,0.202997335713787,0.571299604521911,0,0,0,0,0,0,0.0543333870049664,0,0,0,0,0,0,0,0,0,-0.0518219339681257,0,0.0581217130987974,-0.0430127860612452,0,0,0,0,0.11335695096313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00272481969364724,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0848364713257845,0,0,0,0,0,0,0.0555680276977775,0,0.00533618038654664,0.00690475511439298,-0.0174263368642781,0,0,0,-1.73472347597681e-18,0,0,0,0,0.133614119026744,0,0,0,0.00419782158532269,0,0,0,0,-0.0441313043229481,0,0,0.159750724877077,0,0,0.00967208828249468,0,0,0,0.0871430877250079,0,-0.0364101835313757,0,0,0.0147501391368848,0,0,0,0,-0.0102330571628665,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.054772739837126,0,0,0,0.152461781229882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388033304967725,0,0,0,0.0355855745392387,0,0,0.0263156370500347,0,0,-0.113873468582841,0,0,0,0,0,0.150914082834304,0,0,0,0,0.0105321127140622,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0910546495645588,0,0,0,0.116243358330039,0,0,0,0.0767462497936068,0,0,0,0,0,0,0.0482968227416266,0,0,0.000815710049703773,0,0,0,0.00919267293536456,0,0,0.0147993854879992,0,0.0727534782141468,0,0,0,0,0.103261588802009,0.0414271816680547,0,0,0.0874907803238712,0,0,0,0.0522073882825358,0,0,0,-0.0052150040887507,0,0
X600809.SH,0,0.484047726074932,0,0,0,0,0,0,0,0.0283831680179247,0,0,0,0,0,0,0,0,0,0.00704447720442634,0.0509453699744449,0.00119090306303363,0,0.027965915163958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509462423130643,0,0,0,0,0.0021092822444705,0,0,0,0,-0.00778792401092229,0,0
X600741.SH,0,0,0,0,0,0.164669265937354,0,0.0335768813714777,0,0,0.131671207768763,0,0,0,0,-0.106133386951699,0,0,0,0,0,0,0,0,0,0,0,0,0.076121650161873,0.0942559586872257,0,0,0,0,0,0.0608389297721512,0,0,0,0.022312603815637,0,0,0.00997511288576295,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0363800176974289,0,0
X000661.SZ,0,0,0.266460244469448,0,0,0,0,0,0,0,0,0.150764357755902,0,0,0,0,0,0,0,0.110433150149631,0,0,0.019775983917314,0,0,0,0,0.0166576820920654,0,-0.0721804665911852,-0.00379563323566156,0.0275613379787925,0,0,0,0,-0.212209190366201,0,0,0,0,0,0.0634646935047495,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.00963350340956465,0,0,0,-0.0279893560954996,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218540960264173,-0.0988944224178753,0,0,0,0.449354668326219,0,0,0,0,0.0616403502517789,0,0,0.0479772066318385,0,0,0.0947061696554779,0,0,0,0.102503777478131,0,0,0,0,0,0,0.0724079952933675,0,0,0,0,0,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,-0.0124416974930365,0,0,0,0,0,0,0,0,0,0,0,0.117152663437327,0,0,0,0,0,0,0,0,0,0,0.207294416925264,0.148808957313011,0,0,0,0,0,0,0,0,0.00257850263275858,0,0,0,0,0,0,0.327425758856183,0,0.186290988739239,0,0,0.0403451800535818,0,0,0,0,0.0553385430436214,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.1306186817498,0,0,0.240268130955041,0,0,0,0.0775512498992684,0,0,-0.0663496296158307,0.14006188427834,0,0,0,0,0,0,0,0.0134765762325979,0,0,0,0,0,0,0,0,0,0,0,0,0.0433950957639997,0,0,0,0,0,0,0,0.0368963302949034,0,0,0,-0.00335501644240309,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0741018424503504,0,0,-0.105681867137163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259024552306473,0,0.15791280510276,0,0,0,0,0,0,0,0,0,0.0146116784004852,0,0,0,0,0.182097947617413,0.209052848781828,0.473756080182204,0,0,0,0,0,0,0,0,0.00977432530292878,0,0
X002007.SZ,0,0,0,0.177423431176155,0,0,-0.0239412001961091,0,0,0,0,0,-1.73472347597681e-18,0,0,3.46944695195361e-18,0,0.105303027313552,0,-0.0171991111368099,0.0990787284024004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297369770556906,0,0,0,0,0,0,0.0251247333004567,0,0,0,0,-0.147330056962674,0,0,0,-0.012817321083778,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.0872517811592973,0,0,0,0,0.170610155347609,0,0,0,0,-0.0362576951661693,0.00671942730829303,0,0,0,0,0,0,0.0594008372382538,0,0,0.0649280665893102,0.184818118683742,0,0,0,0,0,0,0,0.152485525412514,0.0671404506053215,0,0.0303099410306258,0,0,0,0,-0.159894025517529,0.0975784291214181,0,0,-0.00858916378042915,0,0,0,0,0,0,0
X002236.SZ,0,0,-0.240093904398126,0,0.754517327019173,0,-0.0440612426774624,0,0,0,0,0,0,0,0,0,0,0,0.0744151856827017,0,0,0.0296907530583761,0,0,0,0,-0.0133828125957511,0,0,0,0.0515522351020845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174417145683806,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.0876242728863675,0.00784270490277772,-0.0069682226016989,0,0,0,0,0,0,0,0,0,0,0,-0.0145355523634909,0,0,0,0,-0.0837395610371206,0,0,0,0,0,0,-0.0485717242182122,0,0.0367577441995289,0,0,0,0,0,0,0.0519131103886032,0.0872253039581554,0,0,0,0.116045046245218,0,0.0883114638731105,0.00676348790033988,0,0.0338558518227323,0,0.028000406859767,0,0,0,0,0.00572069060707222,0,0
X300142.SZ,0,0,0,0,-0.0684687295675789,0,0,0.0885226046807554,0,0,0,0,0,0,0,0,0.101859871927913,0.150923656487958,0,-0.0191766121214555,0,0,0,0,0,0,0,0.0254940774344073,0,0,0,0,0,0,0,0,0.0948657245201673,0,0,0,0,0,0.0855202348459674,0,0,0.146475532761644,0,0,0,0.0858073063983909,0,0,0,0,0,0,-0.00321527872980284,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.131053666658467,0,0,0,0.0347016416090589,0,0.053149378639681,-0.0862304490444926,0,0,0,0,0,0,0.0319070501059006,0,0,0,0,0,0.0225098035053138,0,0,0,0.00838780136251372,0,0,0.0784844702265663,0,0,0,0,0,0,0,0,-0.0391080323016466,0,0,0,0,0,0,0,-0.0475342932178784,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.296518839021476,0,0,0,0,0,0.0840463424543473,0,-8.67361737988404e-19,0,0,0.21435804047769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506508959730293,0,0,0.0213369221448148,0,0.0164942109857778,0,0,0,0,0,0,0,0,-0.00338918524414268,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203635632318843,0,0,0,0,0,0,0,0,0,0,0.207329030552764,0,0,0,0,0.407984355930822,0,0,0,0.029138568253697,0,0,0,0,0,0,-0.0139546093110977,0,0,0,0,0.013624347950412,0,0,0,0,-0.00324261033820476,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498771924749977,0,0,0.150038227601932,0,0.105754713258834,0,0,0,0,0,0.293292169673436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27251537466119,0,0,0.264911422235635,0,0,0,0,0,0,0,0.0442890073840801,0,0
