,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002129.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000596.SZ,X003816.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000977.SZ,X600584.SH,X000799.SZ,X600460.SH,X002236.SZ,X000066.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002007.SZ,X600884.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00801999866645021,0,0,0.156884810614351,0,0.227271710211074,0,0.0189686895111335,0,0,0,0,0,0,0.0903345868422494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273055056103582,0,0,0,0,0,0,0,0,0,0.113956636641915,0,0,0,0,0,0,0,0,0,0,0.00404770799245501,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0108509033428964,0.123248478261044,0.262824015203306,0,0.406892353216676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575604584005047,0,0,0,0,0,0,0,0,-0.0570429082819452,0.0355945862106556,0,0,0,0,0,0
X002415.SZ,0,0.0326905725104251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274806432545819,0,0,0.182198259819207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111853559302248,0,0,0,0,0,0.191672890684391,0,0,0,0,0,0,0,0,0,-0.0140818755449499,0,0,0,0,0,0
X000568.SZ,0,0.404952006241953,0,0,0,0,0.293918779117496,0.113644114715842,0,0,0,0,0,0,0,0,0,0,0,0.053657817242811,0,0,0,0,0,0,0,0,0,-0.0356860093076231,0,0,0,0,0,0,-0.111576818837401,0,0,0,0,0,0,0,0,0.0291221916726408,0,0,0,0,0,0,-0.00514880318716573,0,0,0,0,0,0
X600809.SH,0,0.0553323220039735,0,0.1045527191931,0,0,0.222181570400672,0.0984616997429993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615196510826387,0,0,0,0.209990300823434,0,0,0,0,0,0,0,0,0.0174226005478844,0,0.0363424551610867,-0.0326143394828977,0,0,0,0,0,0
X600276.SH,0,0,0,0.127022424312106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121625269414647,0,0.105764887927738,0,0,0,0.102563758275908,0.0684835445894121,0,0.117936499516349,0,0,0,0,0.0738757623442513,0,0,0.125919485452116,0.00962335630465874,0,0,0,0,0.00844094109801399,0,-0.00097680130523491,0,0,0,0,0,0,0
X002304.SZ,0,0.322361472643145,0,0.381958320777661,0,0,0,0,0,0,0,0,0,0,0.0883213271069172,0,0,0.177748418653149,0,0,0,0,0,0,0,0,0,0,0,-0.0489147167768668,0,0,0,0,0,0,0,0,0.0259701885482644,0,0,0,0,-0.0689300479273371,-0.0246296640846075,0,0,0,0,0,0,-0.00847153998975618,0.00774137950865909,0,0,0,0,0,0
X600690.SH,0,0,0,0.0500033753824069,0.0817421731714483,0,0,0,0,0,0.053246831501637,0,0,-0.0793568752930726,0.160445513679181,0,0,0.0851068726614898,0,0,0,0,0,0,0,0,0.036577779087934,0,0,-0.00466187587252887,0,0,0,0,0,0,0,0,0,0,0.0372307352941791,0,0,0,0,0,0.0349584671036656,0,0,0,0,0,0.00179220447806683,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158013663984239,0,0,0.139345852440773,0,0,0,0,0.0517109909321141,0,0,0,0,0.105870516236746,0,0.0337525099617823,0,0,0,0,0,0.19014118361816,0,0,0,0,0,0,0,0,0,0.025440080504539,0,0,0.0960440628042181,0,-0.0182444637030705,0,0,0,0,0,0
X000651.SZ,0,0.197560044557568,0,0,0,0,0,0.185065503442456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231125596114697,0,0,0,0,0,0,0,0,0,0.042245060787143,0,0,0,0,0,0,0,0.0116003854657309,0,0,0,0,0,0,0,0,0,-0.015042199318155,0,0.0127300004570912,-0.01151013732487,0,0,0,0,0,0
