,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X000625.SZ,X300124.SZ,X002008.SZ,X000157.SZ,X600487.SH,X300142.SZ,X002007.SZ,X002456.SZ,X002506.SZ,X600498.SH,X600776.SH,X600867.SH,X000977.SZ,X600177.SH,X600066.SH,X002179.SZ,X002241.SZ,X600089.SH,X000050.SZ,X600522.SH,X002508.SZ,X002180.SZ,X600118.SH,X300146.SZ,X600372.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.197647599446939,0,0,0,0.0954948141682749,0,0,0,0,0,0,0,0,0,0,-0.0670685455706066,-0.0201003781582832,0,0.0444040260374789,0,0,0.0646411492079833,0,0,0,0,0,0.107248966891,0,0,0,0,0.022838537972852,-0.00324905571263869,0,-0.0441707175147532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000632152861350166,0.0087093355442758,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.254993992061164,0,0,0,0,0,0,0,0,0,0,0,0,0.0802365878550216,0,0.121842124365335,0.298540280879108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181963939737442,0,0,0,0,-0.0419899453101756,0,0
X000651.SZ,0,0.246550415802084,0,0,0.0670199925971466,0,0.0742028253213816,0,0,0.0154583644395532,0,0,0,0,0.0377547788958637,0,0,0,0,0,0,0.0497797451415531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307454797379377,0,0,0.013714819309446,0,0,0,0,0,-0.00279558973149237,0,0,0,0,0,0,0
X600104.SH,0,0,0.160479219738187,0,0,0,0,0,0.0315236075034069,0,0,0.00695403059081338,0,0.0970290508274918,0.0331849634601633,0,0,0,0,0,0,0.0898892993975364,0.0303480856526977,0,0.0062755647689515,0,0,0,0.0016377463737105,0,0,0,0,0,0,0,0.052296502726543,0,0.0632744116576756,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236774300534474,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0314138686124637,0.0145986967528381,0,0.0213184401280505,0,0,0,0.0872258136017674,0,0.000356349154452733,0,0,0,0,0.302881022457671,0,0,0.0107564228137916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428959628631054,0,0,0,0.0640067355088485,0,0,0,0,0,0,-0.0212961434163621,0.00981881453617707,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.147096747483946,0,0,0,0,0,0,0,0,0,0.0270255189794082,0,0,0,0.142336681211328,0,0,0.0485349705533161,0,0,0.0046330495813813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798413731016176,0,0,0.1480875672571,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.097113742182516,0.0354068584054965,0,0,0,0,0,0,0,0.057134477501611,0,0.0107587070220734,0.266058767384338,0,0,0,0,0,0.243038372737099,0,0,0.0995999765337999,0,0,0,0,0,0,0,0,0,0,0,0,0.038346943783289,0,0,0,0,0,0,0,0,0,0.0377476130623896,0,0.00296936138358377,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0474904780564402,0,0,0,0.167621794547424,0,0,0,0.0233791220016277,0.148545669024656,0.111219522166244,0,0,0,0,0,0,0,0,0,0,0,0,0.0359284341413921,0,0,0,0.0747397635888032,0,0,0,0,0,0,0.0224668018067303,0,0,0,0,0,0,0,0,-0.0393429979495554,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0651550318832075,0,0,0,0,0,0,0,0,0.00805054251470992,0,0,0,0,0,0.0500595322451899,0,0,0,0,0,0,0,0,0,0,0.176555949991522,0,0,0.0913488144007446,0,0,0.272314528717927,0,0,0,0,0,0,0,0,0,0,0,-0.00584737547147989,-0.0131871534893927,0,0,0,0,0,0
X600690.SH,0,0.226275206871261,0.0469130117474887,0,0.0430715353505122,0,0,0,0,0,0,0,0,0,0.0457764557145429,0,0,0,0,0,0,0,0,0,0.101730821979869,0,0,0,0,0,0,0.00580755136939623,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00622326774372208,0,0.362559342542681,0,0,0,0,0,0,-0.0161658497033947,0,0,0,0,5.42101086242752e-20,0,0
X600031.SH,0,0,0,0,0.00816896594493779,0,0.0177409720407296,0.0467068308517174,0,0,0,0.257877290214081,0.0922716519822128,0,0,0,0,0,0,0,0,0.0315335017720577,0,0,0,0,0,0,0,0,0.220417307143858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469206442885567,0,-0.0832188826965258,0,0,0,0,-0.00538733609711411,0,0,0,0,-0.0824737508728291,0,0
X000338.SZ,0,0,0,0.108781707059411,0,0,0,0,-0.128642969634043,0,0.356980949381171,0,0,0.0724677348669518,0,0,0.055499243814781,0,0,0,-0.0137080951793864,0.0507260989907085,0.11910148278878,0,0.014354087379898,0,0,0,0,0,0,0,0,0,0.0102312219131273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390106590967762,0.0637032312469366,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0959254940992118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043491671414395,0,0,-0.0273908404864925,0.0746692780993687,0,0,0,0,0.249397089566974,0,0.0322838556264977,0,0,0,0,0.201366644848416,0,0,0,0.0180023685586692,0,0,0,0,0,0,0
