,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X300124.SZ,X600271.SH,X000157.SZ,X002085.SZ,X600522.SH,X600089.SH,X600177.SH,X600372.SH,X002007.SZ,X002508.SZ,X000066.SZ,X300136.SZ,X000981.SZ,X600699.SH,X600487.SH,X300003.SZ,X600867.SH,X002294.SZ,X002292.SZ,X000559.SZ,X002180.SZ,X002008.SZ,X600809.SH,X002074.SZ,X000596.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0228035202678159,0,0,0,0,0,0.0626275062236425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122517271399398,0,0,0.0876592804263466,0,0,0,0,0.0370681938555099,0,0,0.133549398542638,0,0,0,0,-0.0113521862065424,0.00566304580739609,0,0,0,0,0,0
X600104.SH,0,0,-0.0538182571695073,0,0,0,0,0,0,0,0,0,0,0,0.541839521708782,0,0,-0.105201156945268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732767510090212,-0.145769778091189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00408239879942279,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.103439050605741,0,0,0,0,0,0,0,0,0,0,0,0.147599116613405,0,0,0.0418760155590848,0,-0.0420046717898411,0,0,0,0,0,0,0,0,0,0,0,-0.111094446729747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028600051674632,0,0.00466557574726267,-0.157044158486343,0,-0.00560571305747812,0.00614302576651928,0,0,0,0,0,0
X000651.SZ,0,0.0123987348383565,0,0,0,0,0,0.0051161474413926,0,0,0,0,0.202007442294854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105902923929362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662991676010896,0.00335137461391006,0.00406737692399875,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0569252088351951,0,0.145411864188629,0,0,0.0643664172663206,0,0,0,0.243767900992731,0,0,0,0,0.0842174480945255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109152499298723,0,0,0,0.0339955212338343,0,0,0,0,0,0,0,0.0311809508055624,0,0,0,0,0.0125425670245442,0.00205316652074274,0,0,0,0,0,0
X002304.SZ,0,0,0,0.275784258048165,0,0,0,0,0,0,0,0,0.168240825979894,0.0888458856543732,0,0,0,0,0,0,0.0584933617779843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330765308827006,0,0,0,0,0,0,0,0,0,0,0,0.073046814348394,0,0,0,-0.0524657242825482,-0.0131391712447702,0.00191472336815708,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.163732627857677,0,0,0,0,0,-0.0502724520133195,0,-0.0673381678955872,0,0,0.0293378444237677,0,0,0,0,0,0,0,0,0,0,0,0.036846116806372,0,0,0,0,0,0,0,0,0,0,0,0.0888503081071181,0,0.0333534904322133,0,-0.0731683314391397,0.00508063495463519,0.00303847534365004,0,0,0,0,0,0
X000725.SZ,0,0,0,0.287875119250138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020366617805441,0,0,0,0,0,0,0,0,0,0,0.173872838346447,0,0,0,0,0,0,0,-0.0240478702880327,0.00462898227579254,0,0,0,0,0,0
X000625.SZ,0,0.172302442035477,0,0,0.115199556101728,0,0,0.0346456212978876,0,0,0,0,0,0,0.202290693891787,0,0,0.0692400037386375,0,0,0,0,0,0,0,0,0,0,0,0.0274703230271794,0,0.060879718343845,0,0,-0.0134566655920312,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00085813175905481,0.00129808736950355,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161834625703543,0,0.00739523871303686,0,0,0,0.0192608857021874,0,0,0,0,0,0,0,0,0,0,0,0,0.0097782050844569,0.00534717438938435,0,0,0,0,0,0
X600690.SH,0,0,0,0.117928321969874,0.0842275695510816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531779242925028,0,0,0,0.00708907249221842,0.137236886013283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210696404086157,0,0,0,0,0.0171118395153713,-0.00847914473871916,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.147527939684406,0,0,0,0,0,0,0,0,0,0,0.115178143704216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802823114074507,0,0,0,0.17759781868245,0,0,0,0,0,0,0,0,0,0.11516758438243,0,0.246594474961282,-0.0143343076138186,0.0116397901286467,0,0,0,0,0,0
X000568.SZ,0.0617573622444734,0,0,0,0.630015128569105,0,0,0,0.0658692323257521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588067971925773,0,0,0,0,0,0,0,0,0.0237818248113362,0,-0.078574419657234,0,0,0,0,0,0,0,0,0,0,0,0.110756289382849,0.144791834855384,0.0610771545019717,0,0,-0.00529974537374907,-0.000390482916245735,0,0,0,0,0,0
X600031.SH,0,0,0,0.018685702848384,0,0.0877544142995277,0,0,0,-0.0189430241605446,0,0,0,0,0,-0.115908243434633,0,0,0,0,0,0,0,0,0.237366378752054,0.0731042406900312,0,0,0,0,0,0,0,0,0,0,0,0,0.298143250202963,0,0,0,0,0,0,0,0,-0.0525918448252713,0,0,-0.0829228926852005,0.00162908328262102,0,0,0,0,0,0,0
X600741.SH,0,0.392515962367289,0,0,0.0453095393698351,0,0,0,0,0,0,0.0445812986189722,0.0715968952997928,0,0,0,0,0,0.136575268245463,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683309003988778,0,0.0550990070162711,0,0,0,0,0,0.0906010087824423,0,0,0,0,0,0,0,0,0,0,-0.0558278152630986,-0.00498666467249174,0.00123795336060967,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.00934377881264726,0,0,0,0,0,0.0881157149814177,0,0,0,0,0,0,0.127613316547613,0,0,0,0.0830188490682145,0,0,0,0,0,0,0.0381237569280707,0,0,0,0.0852390584674222,0.0373454507337579,0,0,0,0.0910844341104559,0,0,0,0.00572500723897996,0,0,0,0,0,0,0,0.0292013964987571,-0.00566015893415536,-0.000182152321993816,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.193730477160993,0,0,0,0,0,0,0,0,0,0.0511427380244084,0,0,0,0,0.0348695314310406,0,0,0,0,0,0,0,0,0,0,0,-0.00622590918464078,0.401955170141656,0,0,0.0942563010213349,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101142498305627,0.000419261592781411,0,0,0,0,0,0
X002236.SZ,0,0,0.235478279647616,0,0,0,0,-0.0912532513132721,0.0210372144208422,0.0651954062489083,0,0,0,-0.0774309249927777,0,0,0,0,0,0,0,0,0,-0.144019761200311,0,0,0,0,0,0,0,0,0,0,-0.0537635985485878,0,0,0,0.0965019711119233,0,0.0634060173078574,0,0.306231982749719,0,0,0,0.0925737904538312,0,0,0,0,0.00768779292097566,-0.00788287849328815,0,0,0,0,0,0
