,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X000100.SZ,X600271.SH,X002475.SZ,X002456.SZ,X600118.SH,X002292.SZ,X002085.SZ,X600177.SH,X000338.SZ,X000157.SZ,X002007.SZ,X002180.SZ,X600372.SH,X000559.SZ,X300003.SZ,X300124.SZ,X600867.SH,X002294.SZ,X600498.SH,X002506.SZ,X601877.SH,X002074.SZ,X600522.SH,X002426.SZ,X600089.SH,X002508.SZ,X002465.SZ,X600487.SH,X000050.SZ,X000977.SZ,X000550.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0299696156746894,0.0488477914529396,0,0,0,0.307514870135242,0,0,0,0.0997290871613301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144217252796287,0,0,0,0,0,0,0,0,0,0,0.0646478205602836,-1.73472347597681e-18,-0.00118698274650566,0,0,0,0,0,0,0,0,0,0.130763665865824,0,0,0,0,0,0,0
X600104.SH,0.040380230186465,0,0,0,0,0,0,0,0.39600981805011,0,0.0298682389993641,0.197686523129843,0,0,0.0573128965455823,0,0,0,0,0,0,-0.114676946436381,0,0,0,0.0322264250858637,0,0,0,0.0371245947931941,0,0,0,0,0,0,0.0812918551503941,0,0,0,0,0,0,0,0,-0.036080211382262,0,0,0,0,0,0,-0.0792155842521565,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881989344984847,0,0,0,-0.00266881982189038,0,0,0,0.122398407653321,0.03538655007824,0,0,0,0,0,0,0,0,0,0,0.0132322969644534,0,0,0.436552848917231,0,0,0,0,0.0323846427027646,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565661391638105,0,0,0,0,0,0,0.00501898242095278,0,0,0,0,0,0,0,0,0,0.0723458670509755,0,0.0190040078290677,0,0,0,0,0,0,-0.0348503804116074,0,0,0,-0.0911383505267723,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0671817479086161,0,0,0.0087884276917245,0,0,0.462003520605964,0,0,0,0,0,0,0,0,0,0,0,0.142552481043363,0,0,0,0,0,0,0,0.0925270746475074,0,0,0.0687405311904487,0,0,0,0.00941022925893683,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0678004960704407,0.0916522662069322,0,0,0,0,0.0517584701378636,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0365436772163694,-0.0276414166903513,0,0,0,0,0,0,0,0.0831140492929261,0.136042682118314,0,0,0,0,0,-0.00875403614654664,-0.0566825125089541,-0.0307742211522931,0,-8.67361737988404e-19,0,-0.0283077674352045,-0.0153081853449961,0,0,0,0,0,0
X002304.SZ,0.151047600646343,0,0,0,0.0904912884569987,0,0,0,0,0,0,0,0,0,0,0,0.110383888082522,0,0,0,0,0,0,0,0,0,0,0,0,0.0449156286784047,0.132762095274611,0,0,0,0,0,0,0,0,0,0.0532316530573816,0,0,0,0,0,0,0,0.0473277946919737,0.0398753779110576,0,0.0313484486547013,0.00769441996665285,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451554735281314,0,0.102874124758996,0.161419064076546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189275502691013,0.0468701378630326,0,-0.0681152996216834,0,0,0,0,0,0,0
X000625.SZ,0,0.236499227698178,0,0,0,0,0,0,0,0,0,0.0430804154798501,0,0.0984591882436072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00654600788207265,0,0.00722220606470519,0,0,0,0,0.109927070244738,0,0.062329956489438,0.155494728066162,0.0215977766656783,0,0,-0.00590505418907807,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0577940107008199,0,0.00473028939167901,0,0,0,0,0,0,0,0.0189887990247829,0,0,0,0,0,0,0.0440694904186826,0,0,0.0591520109315766,0,0,0,0.00665832885929506,-4.33680868994202e-19,0,0,0,0,0,0,0.064132371275708,0,0.0266278480167454,0,0.0177815438240198,0.103204142533655,0,0,0,0,0.104824031699192,0,0.118690147487376,0,0,0,0.020267421860707,0,0,0,0,0,0
X600690.SH,0,0.128457313946173,0,-0.0293143633748431,0.063634688620036,0,0,0,0,0,0,0,0,0,0.0911234880275064,0,0.288722920854836,0,0,0,0,0,0,0,0,0,0,0,0.0760472654572763,0,0,0,0,0,0,0.0869337940551549,0,0,0.0266987787064578,0,0.0958493835796079,0,0,0,0,0.0309712005738777,0,0,0,0,0,0,0.025548988945894,0,0,0,0,0,0
X600741.SH,0,0.2429344219909,0,0,0,0,0,0,0.249775952484798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621516461166405,0,0,0,0,0,0,0.0775053238978598,0,0,0,0,0,0,0,0,0,0,0.0628094817830165,0,0,0,0,0.036148083766686,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707100727570043,0,0,0.343363324480137,0,0,0,0,0,0,0,0,0,0,0,0.0136263447899015,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0320355766435,0,0,0,0,0,0,-0.0337231031858701,0,0,0,0.0499602198423249,0,0,0,0,0,0
X600066.SH,0,0.0724016517918454,0,0,0,0,0,0,0.0361152274243799,0,0,0.196507792727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663735574740826,0,0,0.122616867714787,0,0.00241975158401101,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.314648409725125,0,0,0,0,0,0,0,0,0.0585200436723685,0,0.00849992811462023,0,0,0,0,0,0,0,0.0756628079475414,0,0.234601068278818,0,0,0.102884477202154,0,-0.164590887496446,0,0,0,0,0,0,0,0.260236038573861,0.0291448574956866,0,0,0,0,0.00636237965985598,0.054748164015426,0,0,0,0,0
X002236.SZ,0,0.0191479911453687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116469945360762,0,0,0,0,0.0580033409961053,0,0,0.0665165215722681,0,0,0,0,0.128261545962559,0,0,0,0,0,0,0,0,0,0.221218176253597,0,0,0.0269026435044871,0,-0.00207082231671664,0,0.0465839998776307,0,0,0,0,0
X000568.SZ,0,0,0,0,0.359672145946621,0,0,0,0,0,0.0678660720869096,0.0214712472680714,0,0,0,0,0,0,0,0,0.0152892092587738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140320110448538,0,0,0,0,0.170560773565402,0,0,-0.0331119580411263,0,0.0496296266492743,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.101131233316699,0,0,0,0,0,0,0,0,0,0,0,0.104081170591091,0,0,0,0.00190407053900486,0,0,0,0.0572247699164602,0,0.156639036802423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765889668065047,0.0747775040358348,0.039766151821106,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280776139404828,-0.01160005554302,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0761772362079529,0,0,0,0,0,0,0,0,-0.0233663089314914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284507065274281,0.00999020459945016,0,0,0,0,0,0,0,0,0.036389965125177,0,0,0,0,0,0,0,0.0829937517342779,0,0.00779503821600841,0,0,0.0104601433775622,0.0963522865185167,0,0,0,0,0,0
X600271.SH,0,0,0,-0.0254815849057505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106522693347322,0.0433793008374619,-0.121332189389709,0,0,0,-0.10473346128385,0,0,0.270538527974015,0.000939197104183064,0,0,0,0.0271360336555965,0,0,0,0,0,0,0,0,0,0.0349063593954767,0,0,0,0,0,0.017663324110019,0,0,0,0,0,0
X002475.SZ,0,0,0.0839141096060298,0,0,0,0,0,0,0,0.0492255049400053,0,0,0,0.244720446485576,0,0,-8.67361737988404e-19,-0.802352699754667,0,0,0.0704454953827731,0,0,0.0441965512288812,0.0516132162123331,0,0,0,0,0,0,0,0.0151386419606208,0,0,0,0,0,0,0,0,0,0,0,-0.0458552809819343,0,0.069615616053115,0,-4.33680868994202e-19,0,0.00299767062746137,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202447891779048,0.0936813505641972,0,0.13707588794242,0,0,0.216027159168224,0,0,0,0.00301136611414426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184508168607209,0,0,0,0,0,0,0,0.0708335601652101,0,0,0.0542213356947674,0,-0.0777543700337123,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980167427901266,-0.053811413167248,0.502822800019246,0,0,0,0,0.0940391793026792,0.124918717752802,0,0.0325088656027236,0,0,0,0,0,0,0,0.00729396195015711,0.0273574785084904,0,0.0238283399450959,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780572330347833,0.028232148970387,0,0,0,0,0,0,0,0,0.0119214011631126,0,0,0,-0.116016476681267,0,0,0.0414997135808366,0,0.15216549537103,0,0,0,0.138907627478337,0,0.21106291922174,0.0258526519847467,0.0647809635539967,0,0,0,0,0.514583719702967,0,0,0,0,0,0.00246139889116762,0,0,0,0,0,0
X002085.SZ,0,-0.103600667292463,0,0,0,0,0.202343801855433,0,0,0,0,0,0,0,0.0148267080751578,0,0,0,0,0,0,0,0,0.0373633959348898,0,0,0.0194182798960605,0,0,0,0.0729875883247437,0,0,0,0,0,0,0.0973118013870008,0,0,0.00816115273692813,0.141148260100298,0,0,0,0,0.0126572612724167,0,0,0.00929690679211564,0,0,-0.0336771121157304,0,0,0,0,0,0
