,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600690.SH,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X600703.SH,X601877.SH,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X000100.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300142.SZ,X002008.SZ,X002007.SZ,X000157.SZ,X600487.SH,X002506.SZ,X600498.SH,X000977.SZ,X002241.SZ,X002179.SZ,X600177.SH,X002456.SZ,X600867.SH,X300146.SZ,X600066.SH,X600522.SH,X600776.SH,X600566.SH,X600089.SH,X000050.SZ,X002371.SZ,X002129.SZ,X002180.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217543691309385,0,0,0,0.0219047607625444,0,0,0,0.0374629275902651,0,0,0,0,0,0,0,0,0,0,0.0230521950338442,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161948991210811,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192713017258308,0,0,0,0,-0.000338796916133546,-0.0129405499998056,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.365504946354319,0,0,0,0,0.0299684775463291,0,0.163978333573944,0,0,0,0,0,0,0.151853358526376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043170978141384,0,0,0,0,0,0,0,0,0,0,0,0,0.0334750693268093,0,0,0,-0.0215732690660291,0,0,0,0,0,0,0
X000651.SZ,0,0.0515173275451107,0,0.126457291676761,0,0,0,0,0,0,0,0.106399154553203,0.139257607318584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296161069149712,0,0,0,0,-0.0241406683683367,0,0
X600104.SH,0,0,0.125175326751454,0,0.0126238523932384,0,0,0.0289948544868085,0,0,0,0,0.0336939732387575,0.066355262367411,0.0841554667394416,0,0,0,0,0,0,0,0,0,0,0.101405865046838,0,0,0,0,0,0,0,0.0270213019982231,0.0502391188840615,0,0,0,0,0,0.0418045242538286,0,0,0,0,0,0,0,0,0,0,-0.00295806740740615,-0.00876100858078361,0,0,0,0,0,0
X002415.SZ,0,0,0.0226082617646216,8.67361737988404e-19,0,0,0,0.0456479597895193,0,0,0.0800453548938004,0,0,0,0.111094854406044,0,0,0,0,0.33461158688181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277819550000137,0,0,0,0,0,0,0
X600276.SH,0,0,0.150109810758724,0,0,0,0,0,0,0,0,0,0,0,0,0.0251196505580107,0.0975083844809426,0,0.128974551881068,0,0,0.149394381103952,0,0,0,0.00542491956847973,0.0610027850268539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492111757492197,0,0,0,0,0,0,0,0,0.0258032603778097,0,0,0,0,0,0,-0.0236938320113333,0,0
X002304.SZ,0,0.164255323483828,0.0563677266604928,0,0,0,0,0,0,0.0230830732500624,0.0880534592912154,0,8.67361737988404e-19,0,0,0.0970799287419951,0,0,0,0,0.307327519791292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756927658332447,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0174826617964617,-0.00517432344007172,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401234562647829,0,0,0,0,0,0,0,0.145182393487465,0,0,0,0,0.256673665563136,0,0,0,0,0,0,0.0510439536843022,0,0,0,1.0842021724855e-19,0,0,0,0,-0.0377978495291301,0,0,0,0,-0.00496689388430296,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0690429724350779,0,0,0.0738587406108285,0,0,0,0,0,0.03742620120537,0,0,0,0,0,0.238667742555862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474382068411175,0,0,0.148298928717883,0,0.107021451650424,0,0,0,-0.0540654006308107,0,0,0,0,0,0,0
X000568.SZ,0,0.262171181090325,0,0,0,0,0,0,0,0,0,0,0,0.166882767196633,0.0105850097130004,0,0.0532569563418187,0,0,0,0.0738856708241442,0,0,0,0,0.0393879279923484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116102229586454,0,0,0,0,0,0,0,0,0,0,0,-0.0243953210538209,0,0,0,0,0,0,0
