,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600703.SH,X600690.SH,X600118.SH,X000559.SZ,X600031.SH,X002241.SZ,X600271.SH,X000100.SZ,X600372.SH,X600066.SH,X002292.SZ,X002475.SZ,X000157.SZ,X600741.SH,X002049.SZ,X002236.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X002074.SZ,X600177.SH,X002129.SZ,X000568.SZ,X000547.SZ,X300003.SZ,X002276.SZ,X600839.SH,X300001.SZ,X600498.SH,X002294.SZ,X600582.SH,X000977.SZ,X600867.SH,X002426.SZ,X002456.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0185338542288236,0,0,0,0,0,0.0384639326239324,0,0.0581482317703928,0.0594235693304475,0,0,0,0,0,0,0,0,0,0.0212504972915907,0,0,0,0,0,0,0,0,0,0.0614812174645281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459964746790232,0.0443280310437953,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.111454230796019,0,0.16120820973412,0.129251877883252,0.289442690520544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149956651562752,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139807065632673,0,0,0,0,0.085177596556186,0.020657257823039,0,0,0,0,0,0,0.161866301425662,0,0,0,0,0,0,0,0,0,0.0176139602706738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.142137068669861,0,0,0,0,0,0,0,0,0,0.0771309051516877,0,0,0,0,0,0,0.0162040335479665,0.0501496275209153,0,0,0,0,0.0468693003240708,0.0553859621880137,0,0,0,0,0,0.00333674544438385,0,0.0866690602102112,0,0,0.0285669618240205,0,0,0,0,0,0,-0.00740831160618619,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00496990091811463,0,0,0,-6.93889390390723e-18,0.0124980075411843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603335346938675,0.0112818529323007,0,0.097760171164448,0.0281980187085372,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0837689174936383,0.0441069914181562,0,0,0.14359230094669,0,0,-0.0315035558278458,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162850043267783,0,0,0,0,0,0,0,0,0,0.021380541405633,0,0,0,0,0.0903772544723845,0.164880901242112,0,0,0,0,0,0,0,-0.0296294848825438,0.0355866596869008,0,0,0,0,0,0
X000858.SZ,0,0,0,-0.000725435557247753,0,0,0,0,0.0138516646287337,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0.0199562813976431,0,0,0,-0.0291246904424615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758655139417925,0.0246723603228965,0,0,0,0,0,0
X002304.SZ,0,0.0376257566261912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196343918656496,0,0,0,0,0,0,0,0.064740793422864,0.0178658423093473,0.0831102360654118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272829522295243,0.0249358566090617,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.104417693902882,0.21808764187648,0,0.0736099348829442,0.0267520007792068,0,0,0,0,0,0,0,0,0,0,0.0474239530360622,0,0.015136009132131,0,0,0.0600723368359961,2.16840434497101e-19,0,0.136694952467002,0,0,0,0,0,0,0,0.0584268624423261,0,0,0.103170801602124,0,0,0,0,0,0,0.0164265386818531,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775914328760525,0,0,0,0,0.068840541005152,0,0,0.059481747498524,0,0.286595525816608,0.0353867811727426,0,0,0,0,0,0,0,0,0,0,0.0498575612970872,0,0,0,0.0408181413051613,0,0.132075237535288,0,0,0,0,0,0,0,-0.00326818215231353,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.324231114865022,0,0,0,0,0.0187024588790685,0,0,0,0,0,0,0,0,0,0,0,0,0.171196882957159,0,0,0.15642392443706,0,0,0,0,0,0,0,0.00399456651523166,0,0,0,0,0,0,0,0,0,0,0,-0.0253559140078854,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522135081884029,0,0,0,0,0.192357147856448,0,0,0,0,0,0,0,0,0,0,0,0,0.00598839157333439,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653918683146093,0.00944013584261681,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369052318059125,0,0,0,0,0,0,0,0,0.0848327304041345,8.67361737988404e-19,0,0,0.0811618356232382,0,0.374052870278058,0,0.0932347191260175,0,0,0,0,0,0.0336579821365572,0,0,0,0,0,-0.0114875509942658,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0.0626402229468159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555948908980675,0.192188228510071,0,0.107366386101707,0,0,0,0.10226288810251,0,0.00931747918819945,0,0,0,0.272143717993754,0,0,0.0290474380350976,0,0,-0.00098179816563329,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0521423481115914,0,0,0,0,0,0,0,0,0,0.43766720117075,0,0,0,0,0,0,0.0185967880606571,0.0206790965564039,0.0432825939014166,0,0.0792623090058443,0,0,0,0,0.0156763447384891,0,0,0,0,0.0496675992583845,0,0,0.0442895722603234,0,0,-0.0318765361762017,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358555143078887,0,0,0,0,0.305631367411698,0,0,0,0.0931783584185334,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.021079220501009,0,0,0.287626579648654,0,0,-0.0132752690197446,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194720563024746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192036187069504,0,0,0,0.0364971171606382,0,0,0,0.0817014248419603,0,0,0,0,0,0,0,0,0,0,0,-0.111790582910516,0.00381541442510486,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394174845309347,0.0315560661093511,0,0.0457376709764521,0,0,0,0.014674776857996,0,0,0,0.0527052453515602,0,0,0.0175911129992208,0,0,0.158494508835655,0,0,-0.0427409778332548,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.282500591669136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457312542092467,0,0.0498711972343363,0,0,0,0,0,0,0.0669848961938694,0,0,0,0,0,0,0,0,0,0,0,-0.0166711705730099,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0891983795398399,0,0,0.184188186779562,0,0,0,0,0,0,0,0.00549625155253069,0.0548665938566184,0,0.144262417887302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580177876714204,0,0,0.0138334967348963,0,0,0,0,0,0,-0.00648385917019409,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.172637502336833,0,0,0,-0.205889779110827,0,0,0,0,0.0840760568797315,0,0,0,0,0,0,0.182377233961994,0,0.105807024231835,0.0601032643036022,0,0,0,0,0,0,0,0.245930461959292,0,0,0,0,0,0,0,-0.15174138990037,0,-0.0180688405488523,0,0.169060575483226,-0.661400379672469,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.187930411688514,0,0,0,0,-0.108589569583546,0,0,0,0.224937425599421,0,0,0,0,0,0.0883535917850627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178787002930887,0,-0.0432764361157951,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.076469627838643,0,0,0,0,0,0.165656822387437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569423575842672,0.0182069747306878,0,0,0.0268423356718238,0,0,0,0,0,0,0.0257590706495958,0,0,0.228010863334432,0,0,6.93889390390723e-18,0,0,-0.0561139407604083,0,0,0,0,0,0,0
