,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X002371.SZ,X000625.SZ,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X002179.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X002236.SZ,X600741.SH,X000977.SZ,X600066.SH,X002049.SZ,X002241.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600522.SH,X600584.SH,X000800.SZ,X601877.SH,X002129.SZ,X601799.SH,X600183.SH,X600566.SH,X002223.SZ,X600060.SH,X002007.SZ,X600418.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.141465348130408,0,0.0269278752307759,0.219240795628789,0,0,0,0,0,0,0,0,0,0,0,0.0707365513534189,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408138090409237,0,0,0,0,0,0,0,0.0826555645567115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.282700692662732,0,0,0,0,0,0,0,0,0,0,0,0.0741257183745233,0,0,0,0,0,0.0442492023127013,0,0,0,0,0,0,0,0,0.0468212127763992,0,0,0,0,0,0.0672758503364707,0,0,0.0461067860336295,0,0.0301050256799997,0,0,0,0,0,0,0,-0.044237150618691,0,0,0,0,0,0,0
X600809.SH,0.517115066809937,0,0,0,0,0,0,0,0,0.00115499568293714,0,0,0,0,0,0,0.0993136533810584,0.208215989876681,0,0,0,-0.026437227343021,0,0,0,0,0,0,0,0,0,0.00453614176325269,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0835122436202509,0,0,0,-0.018756784655474,0,0.000504643097911524,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.109010603725237,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0.0226551471688948,0,0.0414321240449075,0,-0.0622600233096141,0,0,0,0.11920996626434,0,0,0,0.0785615623892974,0,-0.0542472959181011,0,0,0,0.0671926716693982,0.075780678665019,0,0,0,0,0.0189429387339902,0,0,0,0,0,0,-0.00808103078397381,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0854108058444396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252331660356562,0,0.0249787752854711,0.114817509502669,0,0,0,0,0.080481231084105,0,0,0.0563293737131347,0.0715474921186162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.961626491292488,0.0714705686751799,0,0,0,0,0,0,-0.0218737487514553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111835492609409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107593854011655,0,0,0,0,0,0,0,0,0,0.0219584188267803,0.00386401686931498,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0777177180876291,0,0,0,0,0,0,0,0,0.0108135093526492,0,0,0,0,0,0.0701939971069718,0,0,-0.0484691342981795,0,0,-0.00832348920272303,0,0,0,0,0,0,0.161736636187952,0,0,0,0,0,0,0,0,0,0,0.0409587889966785,0,0.00143587643653811,0,0,-0.000565331149163608,8.67361737988404e-19,-0.0599638920918681,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.162510509338758,0,0.187549774743266,0,0.0592894582872937,0,0,0,-0.0407621164740619,0,0.185225076361817,0.000529267017047854,0,0.0639929388250878,0,0,0.144033891399895,0,0,0,0.0859833874018032,0,0,0,-0.0150233361928222,0,0,0,0,0,0,0.109269330512813,-0.0137606305088393,0,0,0,-0.078555664547458,0,0,0.101168907205434,0,0,0,0,-0.096811823994508,0,0,0.0178588964080908,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.222030765376979,0,0,0,0,0,0,0,0,0,0,0,0,0.169616889884651,0,0,-3.46944695195361e-18,0,0.0522282823314843,0,0,0,0,-0.103965220890218,0,0,0,0,0,0,0.119270785033648,0,0,0,0,0,0,0,0,0.33500705813169,0,0.0893200825116166,0,0,0,0,-0.0145102898545233,-0.0953650309470156,0,0,0,0,0,0
X002475.SZ,0.0898675624019785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798474329193352,0,0,0,0,-0.0539144704364222,0.25835319298939,0,0,0,0,0,0,0,0,-0.0573357142771338,0,0.432618999741811,0,0,0,0,0.0271460080558676,0,0,0,0,0.0111528256077353,0,0,0,0,0.0664706415731589,0,0,0,-0.0304032148527007,-0.109871358824904,-0.227383119084993,0,0,0,0
X600104.SH,0,0,0.08624258327316,0,0,0,0,0,0.0155380073607904,0,0,0.0229186808202298,0,0,0.0527166177965568,0,0,0,0,0,0,0,0,0.0147624391393166,0,0,0,0,0,0,0,0.00286177689174837,0.00141181509814409,0,0,0,0,-0.00921257215767137,0.0162142552360591,0,0,0,0,0,0.0649220525663356,0,0,0,0.0440585767569695,0,0,-0.00839350779834883,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126104463941007,0,0,0,0,0,0,0,0,0,0.0470464516674745,0,0,0,0,0,0,0,0,0,0.025644169210062,0,0,0.19530483067192,0,0,0,0,0,0,0.0426297092243084,0,0,-8.67361737988404e-19,0.0211815852877256,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192926351817473,0,0,0,0,0,0,0,0.0340820292597178,0,0,0,0,0,0,0,0,0,0,0.130693567627328,0.00831620408598013,0,0,0,0,0.432862318498979,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.11992982774996,0,0,0,0,0,0,0,0,0,0,0,0,0.11137648894525,0,0,0,0,0,0,0,0,0.0584480852780076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374092249661684,0,0,0,0,0.0162867868667271,0,0,-0.00872084962692599,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.019830360877823,0,0,0.305999353323164,0,0,0,0,-0.0381169494094026,0,0,0,0,0,0,0,0,0,0,0,0.0380910469132275,0.0448771974142772,0,0,0,0,0,0.0985554328729472,0,0,0,0,0,0,0.0184557323420498,0,0,0.129602308014964,0,0.0257612191872576,0.00449931688233404,0.0706309154577362,0,0.0869707005685228,0,0,0,-0.0168358152273979,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.055124796633843,0,0,0,0.0933509948821593,0,0,0,0.119515160943146,0,0,0,0,0,0,0.115753811103907,0,0.210036974634508,0,0,0,0,0,0,0,0,-0.0447312560616669,0.222107815122833,-0.0131185672520094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00482870314845603,0,-0.0869458979170217,0,0,0,0,0
X002304.SZ,0,0,0.0445255061924642,0,0,0.137017197333159,0,0,0,0,0,0,0,0,0,0,0,0.123898032580931,0,0,0,0,0,0.0702712759475763,0,0,0,0,0,0,0,0,0.0662485855452124,0,0,0,0,0.0838852391063305,0,0,0,0.00125832384896201,0,0.02520335097366,0,0,0,0,0,0,0,-0.0123328299109601,0,0,0,0,0,0,0
X000596.SZ,0,0.0794307261440516,0.209863859506186,0,0,0.402247666631525,0,0,0,0,0,0,0.0366692109386224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227628559862809,0,0,0,0,0,0,0,0.013733900941998,0,0,0,0,0,0,0,0,0,0.180051666683701,0,0,0,0,0,-0.0134797426171712,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623616998728731,0.00557699288221863,0,0,0,0.137303143938763,0,0.360330218184255,0,0,0.0647484203716839,0,0,0,0,0,0.0848295848334523,0,0,0,0,0,0,0,0,0,0,-0.0142583168162033,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.104852874129115,0.1474952400018,0,0,0.0636364126023301,0,0.0120201392642744,0,0,0,0.116364326148033,0,0,0,-0.0120495595418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229170922543088,0,0,0.0503653188335768,0,0,0,0,0,0,-0.0892430591576919,0.0818584188248725,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368653289371308,0,0,0,0,0.0978576080757627,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00462427804627349,0,0,0,0,0,0.0399274423802916,0,0.121693559674361,0,0,0,0.0321263185674867,0.0951504260586174,0,0,0,0.015311295022848,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22349164093198,0,0,0,0.106888498156205,0,0,0,0,0,0,0,0,0,0,0.0594587337581255,0,0,0,0,0.10753534667875,0,0,0,0,0,0,0,0,0.0961994492448933,0,0.0295721808723751,0,0,0,0,-0.0404217266736524,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0.0647050664174502,0,0,0,0,0.0852127686346977,0,0,0.00758797656952947,0,0,0,0,0,0.0888111674354805,0,0,0,0,0.125437177915803,0,0,0.098986148902285,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.147730062888244,0,0,0,0,0,0,0,0,0,0
