,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600867.SH,X000625.SZ,X600809.SH,X002456.SZ,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X300142.SZ,X000661.SZ,X000596.SZ,X002508.SZ,X002049.SZ,X002180.SZ,X000157.SZ,X000050.SZ,X000977.SZ,X002179.SZ,X002038.SZ,X300136.SZ,X600522.SH,X002129.SZ,X600089.SH,X600498.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0276900096721063,0.388155854185738,0,0,0,0,0,0,0.0590990150144709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896728965594718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203639566523216,0.0310310464525696,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.301100137971664,0,0,0,0,0,0,0.0400036927234183,0,0,0,0,-0.0370928455923477,0.0438218295028517,0,0,0,0,0,0,0.0371276437337089,0,0,0,0,-0.0688083351038961,0,0,0.0545504390552835,0,0,0,0,0.0573004253025777,-0.113238415955268,0,0,0,0,-0.0313011749582183,-0.0514164891942926,0,0,0,0,0,0
X002415.SZ,0.282436402076235,0,0,0,0,0,0,0,0,0,0,0,0,0.185140261689969,0,0.0748720141167992,0,0,0,0,0,0,0,0,0,0,0,0.353466606998048,0,0,0,0.00763475947485608,0.0981037798917713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281171623565726,0,0,0,0,0,0,0
X000858.SZ,0.165035745644347,0,0,0,0.063760801347075,0,0,0,0,0.0755934812344695,0.576956924255259,0,0,0.0211341653634269,0,0,0.00797502001272916,0,0,0,0,-0.0293071995630918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201486618560657,0,0,0,0,0,0,0,0,0.0160181112359506,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.286613701791884,0,0,0,0,0,0.366912150011523,0,0,0,0,0,0,0,0.0371637849556976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768020391959463,0,0,0,0,-0.0116845753829881,0,0,0,0,0,0,0,0,0,-0.000431169369037933,0.0371072273600926,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.146879940636291,0,0,0,0.0613437956388232,0,0,0,0,0.319233025918877,0,0,0,0,0,0,0,0.0432399400053408,0,0,0,0.132271258762603,0,0,0,0,0,0,0.0124236545680094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227652418954672,0.0428381207923725,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.219035361678544,0,0.231015118535971,0,0,0,0,0,0,0,0,0,0,0.0548070902264725,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.340635534086996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174137876101853,-0.0460007457540465,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.248697872477906,0,0,0,0,0,0,0.0193488678859724,0,0.145613128597984,0,0,0,0,0,0,0,0,0,0.129532971293887,0.258571470964252,0,0,0,0,0,0,0,0.000770846381969296,0,0,0,0,0,0,0,0,0,-0.00584888437969301,0.13471914961945,0,0,0,-0.0127845125209345,0.0548045973692921,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.142705975413256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403218191720504,0,0,0,0.00801650498508638,0,0,0,0,0,0,0,0,0,0.0109441024703196,0,0,0,0,0.129800117704922,0,0.192333905299056,0,0,0.0174025768464681,0.0472076068656097,0,0,0,0,0,0
X600690.SH,0,0,0,0.452495189758574,0.095942757570923,0,0.0415490081229765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780968612518562,0,0,0,0,0,-0.0149662626725302,0,0,0,0,0,0,0,0,0,-0.0106225042681838,0,0,0,0,0,0
