,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002506.SZ,X002241.SZ,X002292.SZ,X600066.SH,X600031.SH,X002236.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X600867.SH,X002294.SZ,X300003.SZ,X002456.SZ,X002074.SZ,X002007.SZ,X002129.SZ,X000869.SZ,X300146.SZ,X002426.SZ,X002085.SZ,X600498.SH,X601877.SH,X000550.SZ,X600584.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.102696720684755,0,0,0,0,0.0416533592585474,0,0.0718123892325954,0,0,0,0,0,0.0830392207139449,0,0,0,0,0,-0.0190589951304275,0,0,0,0,0,0,0,0,0,0,0.114165778303428,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0241312821689854,0,0,0,0,0,0.0148245016700597,0,0,0,0,0,0,0
X600104.SH,0,0,0.0180056802522452,0.00756693026773556,0,0,0,0,0,0,0,0,0,0,0.181918131724603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976795351141104,0,0,0,0,0.0286973487175408,0,0,0.0282568914871551,0,0,0,0,0.0322730429339672,0,0,0,0,0,-0.0194502626248054,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0340710253223077,0.00758098483488527,0,0,0.0314424157390189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368396806436715,0,0,0,0,0,0,0.0604172555867286,0,0,0,0,0,0.0542885379183602,0,0,0,0,0,-0.00216048589092974,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534292416529506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115675890791241,0,0,0,0,0.0824964782267686,0,0,0,0,0.0302681782720507,0,0,0,0,0,0,0.328842920709276,0,0,-0.0180346499243664,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.164399315564891,0,0.0913615496695152,0,0,0.0048666011422748,0,0.0149442355725406,0,0,0,0.0671862102753356,0,0.0384963344347843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232839878010392,0,0.0824016593829772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0215639377940872,0,0,0,0,0,8.67361737988404e-19,-3.46944695195361e-18,0,0.0830678652762312,0,0,0,0.0341293628056858,0,0,0,0,0,0,0,0,0.165667837364452,0,0,0,0.0271115997195707,0.0733335569096163,0,0.104875201254801,0,0,0,0,0,0,0,0,0.0504982132544858,0,0,-0.00238058216159799,0,0,0,0,0,0
X002304.SZ,0,0,0.0392276744544974,0.0367577334038494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156027977755766,0,0,0,0,0,0,0,0,0.143079155810273,0,0.147743301243481,0.0515561199982402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116041720086229,0,0,0,0,0,0
X600276.SH,0,0,0.0739609766003598,0,0,0,0,0,0,0,0,0,0,0,0,0.00963599465533906,0,0,0,0,-0.0361733546292257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143853797245988,0,0,0.0335038925022221,0.092438279614706,0,0,0,0,0,0,-0.0160239418998186,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263130102017309,0,0,0,0,0,0,0,0,0.0056076383320294,0,0,0,0,0,0,0.0248041934821027,0,0.140444155773459,0,0,0,0,0,0,0.200651997277965,0,0,-0.00497584991462096,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.105768352727734,0,0,0,0,0,0.0854639838141778,0,0,0,0,0,0,0.128690316851015,0,0,0,0,0,0,0,0.100216084521481,0.16494450307063,0,0,0,0,0,0.0265851490311467,0,0,0,0.11614162322878,0,0,0,0,0,0.0145301450515045,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124224304912643,0,0,0,0,-1.0842021724855e-19,0,0.143467527388119,0,0,0,0,0,0,0,0,0,0,0,0,0.167630719866819,0,0,0,0,0.0467627448337628,0,0.00357444578181153,0.0672888983224754,0.12127354212881,0,0,0.0623916897535671,0,0,-0.00194064209668447,0,0,0,0,0,0
X600741.SH,0,0,0.025819887439111,0,0,0,0,0,0.146928332514802,0,0,0,0,0,0.0438415538924167,0,0,0,0,0.0818950427748253,0,0.0357982322501118,0,0,0.025150487126202,0,0,0,0,0,0,0.0668516556960055,0,0,0.101301975142084,0,0,0,0,0,0,0,0,0,0,0,0.0810755305492118,0,0,-0.0128769489018587,0,0,0,0,0,0
X000100.SZ,0,0,0.0276214201977929,0,0,0,0,0,0.105817580818731,0,0,0,0,0,2.16840434497101e-19,0.0209735581309594,0,0,0,0,0,0.0110105832900741,0,0,0,0,0,0,0,0.0191248677701743,0.0813105899633879,0.00936066198835879,0,0,0.179457950858925,0,0,0.0679792863859693,0,0,0,0,0,0,0,0,0.0395417450730603,0,0,-0.0595042551913533,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0.114752154562337,0,0,0,0,0,0,0,0.216963193752833,0,0,0,0,0.0324212222622762,0,0,0,-0.0551775718315429,0,0,0.294485558308216,0,0,0,0,0,0,0.274590824001737,0,0,0.155513172759778,0,0,-0.0992475549261464,0,0.032545020940356,-0.106103679664556,0,0.177965799900032,0,0,-0.0275142888167682,-0.00804574634739236,0,0,0,-0.0342215719182605,0,0
X002241.SZ,0,0,0.0277255778818818,0,0,0,0,0,0,0,0.0327156148063932,0,0,0,0,0,0,0,0,0.128775097608674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132276797154898,0,0,0.169941142247716,0,0,0,0,0.116548855149482,0,0,0,0.210285000993182,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,-0.0939288142164895,0,0,0,0,0,0,0,0,0,0.0596492390182457,0,0,0,0,0,0.218593788080928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354863268496128,0.368349436539506,0,0,0,0,0,0,0,0,0,0,0,0,-0.00581561327941503,-0.082554943252209,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.0628752976145189,0,0,0,0,0,0,0,0,0,0,0.171315744098913,-0.0190302920282986,0.14918454626863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359524041149728,0,0,0.216046074847552,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0794696433749951,0,0,0.121989411840131,0,0,0,0,0,0,0,0,0.0256587465770835,0,0,0,0,0,0,0,0,0.253715269741962,0,0,0,0.0177119633050395,0,0,0.150727137413428,0,0,0,0,0,0,0,0,0,0,0,-0.0145428521154253,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0.0661617930605594,0,0,0.29462053395142,0.0715557553265301,0.037105560768731,0.0354236672181302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758559199823813,0.0801575245314436,0,0,0,0,0.0055524070607423,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139334694905718,0,0,0,0,0,0,0,0,0.0310549705926259,0,0,0,0,0,0,0,0,0,0.318613010109916,0,0,0,0,0,0.067588869646524,0.00304900945960243,0,0,0,0,0.135159431086707,0,0,0,0,0,0,0,0,0
