,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X002236.SZ,X600118.SH,X000581.SZ,X601877.SH,X002475.SZ,X000550.SZ,X600177.SH,X000800.SZ,X600582.SH,X002129.SZ,X000568.SZ,X300124.SZ,X002294.SZ,X000559.SZ,X000623.SZ,X002292.SZ,X600060.SH,X000050.SZ,X300003.SZ,X002456.SZ,X000400.SZ,X000869.SZ,X300146.SZ,X000977.SZ,X002465.SZ,X600839.SH,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.19443484611495,0,0,0,0.0713800091253224,0,0.147855602033451,0.139409953856587,0,0,0.181574853601009,0,0,0,0,0.0969169776953083,0,0,0,0,0,0,0,0.056650207198286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0.140486837628689,-0.0238387931677214,0,0,0.138153705794273,0.19191700247488,0,0.0234575381240262,0,0.00617934426917078,0,0,0,0,0,0,0,0,0,-0.0221571498915703,0,0,0,0.076494467966112,-0.0195804234833896,0,0.0478813428766711,0,0,0,0,0,0,0,0,0,0.00255039565099587,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165685681269137,0,0,0,0,0,0
X000651.SZ,0.248849218094809,0,0,0,0.171109712048116,0.180484654211825,0,0,0,0,0,0,0.0162367195463958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749241142902291,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.20455565302206,0,0,0,-0.00278556595752264,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.296792458197333,0,0,0,0,0,0,0.0725547657729014,0,0,0,0,0,0,0,0,0,0.196406045952659,0,0,0,0,0.126774921894199,0,0.0261669108203482,0,0,0,0,0,0,0,0,0,0,0.0535261992909126,0,0.0621726566656793,0,0,0,0.0116502149212041,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0461358420651788,0,0,0,0,0,0,0,0,0,0.1004132320723,0,0,0,0.210868708078324,0,0,0,0,0.0188393172331387,0,0.0923831379438654,0,0,0,0,0.0942611410539539,0.0875347633666163,0,0,0.0687458948255342,0,0,0,0.0754367999301351,0,0,0,0,0,0,0,0,0,0.127484205707915,0.11359623597084,0,0,0,0,0.00874295764520229,0,0,0,0,0,0
X000625.SZ,0.337961886061963,0,0.0293726363235863,0.098667839021624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236132548540712,0,0,0,0,0,0.0449706526203356,0,0,0.144184293795531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256861690406037,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.140239396464975,0.0636098871601232,0,0.220198852614103,0,0,0,0,0,0,0,0,0.0395078194650281,0,-0.0270421142647332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475671454730523,0,0.389852500422159,0,0,0,0,0,0,0,0,0.00115793469919321,0,0,0,0,0,0
X000858.SZ,0,0,0.0387795660168316,0,0.00350273843935992,0,0,0,0.0827236488856035,0.106059555738117,0,0.00793379733474748,0.075990464538944,0.10684697112974,0,0,0.164189979507235,0,0,0,0,0,0,0,0,0,0,0,0,0.0620529891065997,0,0,0.044436398923926,0,0,0,0,0,0,0.0508992377247466,0,0,0,0.0273671434677203,0,0,0,0,0,0,0,0,-0.00705978596522267,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0730743602403737,0,0.193380470787023,0,0,0,0,0.0274165884124016,0,0,0,0,0,0,0,0,0,0.0608708118387651,0.0103474130063268,0,0,0,0,0,0,0.128282963692225,0,0.0462854532236508,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.00581312248409581,0,0,0,0,0,0
X600690.SH,-1.73472347597681e-18,0.0140507186987186,0.0792887212690364,0,0,0,0,0.205812093901501,0.0230496578558261,0,0,0,0.178718237978088,0.143401182740419,0,0.00482072480904719,0,0,0,0,0,0,0,0,0,0,0,0.0770147231808495,0.0237661301708907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0.00102432334867101,0,0,0.0367811026194334,0,-0.082138215272716,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0178507836944373,0.180504352395218,0,0,0.149435152984642,0,0,0,0.0314906029417091,0,0,0,0,0.124846379832934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142218485835582,0,0,0,0,0,0
X600031.SH,0.0991558156186831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789753886216739,0,0,0,0,0,0,0,0,0,0,-0.0154841780984657,0.0738134634811656,0,0,0,0,0,0,0,0,0,-0.00909248586099014,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174052160507461,0,0,0,0,0,0,0
X000100.SZ,0.082688993662516,0,0,0,0.19802230480227,0,0,0.0683387537638202,0,0.0150192241225626,0,0.0640480646030511,0,0.0465678985400819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369239793092384,0,0,0,0,0,0,0,0,0,0,0.282059995234196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016908938372606,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0775484826977163,0.0754095826785336,0,0,0,0,0,0,0.628357058671501,0,0.0426026088121074,0,0,0.0273624311003342,0,0,0,0,0,0,0,0,0,0,0,0.0377711978842523,0,0.0037382329261536,0,0,0.0669738832950278,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
