,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002304.SZ,X000568.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002129.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000063.SZ,X002049.SZ,X601877.SH,X003816.SZ,X300142.SZ,X000596.SZ,X002179.SZ,X000661.SZ,X000100.SZ,X600089.SH,X600741.SH,X600460.SH,X002236.SZ,X002074.SZ,X000157.SZ,X000799.SZ,X002414.SZ,X600702.SH,X600584.SH,X000733.SZ,X600884.SH,X600779.SH,X601799.SH,X600183.SH,X002007.SZ,X000800.SZ,X002008.SZ,X300003.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.235431902014858,0,0.031956600992251,0,0,0.0562435143114797,0.056046889972538,0,0,0,0,0,0,0.0375729068096193,0,0,0.110732187352429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151334698589119,0,0,0,0,0,0.077286059837516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890102306187414,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.11518049765768,0,0,0.198528801620238,0,0,0,0,0.0862153250972573,0,0,0,0,0.0188793836340906,0,0,0,0,0,0,0,0,0,0,0.11422101497067,0,0,0,0,0,0.0103670505782374,0.0188756124852924,0.120382175845046,0,0,0,0,0,0.169920789029339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.120549057138216,0,0,0,0,0,0,0,0,0,0,0.000979603389727306,0.0445355300133339,0,0,0,0.102641957060896,0.166842089887572,0,0,0,0,0,0,0.0274199617388157,0,0,0.0156436343295954,0,0,0,0,0,0,0,0,0,0,0,0,0.10747275211135,0,0,0,0.0325364144139675,0,0,0,0,0,0.00380166036881907,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.146427659800489,0.258698722778268,0,0,0,0,0,-0.0774535618772303,0,-0.00198165368301256,0,-0.0875776978050649,0,0,-0.0329275244552061,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.447425821507428,0,0.117236677475441,-0.0174154604892176,0,0,0.0145223054772249,0,0,0,0,0,0,0,0,-0.0420594631937437,0.0569486925662146,0,0,0,0,0,0
X600276.SH,0,0.217153400392861,0,0,0,0,0,0,0,-0.00050292976635391,0,0,0,0,0.13787283444,0,0,0.0439851738474193,0,0,0,0,-0.150840907059078,0,0,0,0,0,0.168038684412984,0,0,0,0,0,0,0,0.119485842800822,0,0,0,0,0.176599469992654,0,0,-0.0010450906105114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.165139092447207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00372391545950699,0,0,0.243144930248763,0,0,0,0,0,0,0.0972180750269476,0,0,0,0,0,0,0.021617806710432,0,0,0,0,0,0,0,0,-0.0105735961515867,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.250577481547178,0,0,0,0.390756978835389,0,0,0,0,0,-0.021087450485944,0,0,0,0,0.080688234430679,0,0,0.10303883285528,0,0.0608410259282812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765314429510681,0,0,0,0.022815708627474,0,-0.0686352170900411,0.0115077768976494,0,0,0,0,0,0
X000568.SZ,0,0.134551724711836,0,0.129900591179525,0,0,0.130209632914482,0,0,0,0,0,0,0,0,-0.0771340842805205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167674841295704,0,0,0,0,0,0.0742160977748394,0,0,0,0,0,0,0,0,-0.0182735201499975,0.0225697664056021,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851144900989091,0,0,0,0,0.170367741480284,0,0,0,0,-0.0199332823765694,0,0.0559305992943297,0,0,0,-0.041933467106638,0,0,0.00602141951861681,0,0,0,0,0,0,0.0413707220871944,-0.043585065976899,0,0,0,0,0,0,0,-0.0251816573032398,0.0769929481529663,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0927470736964156,0,0,0,0,0,0,0,0,0,0,0,0.0999622610564544,0,0,0,0.168482619988023,0.0496653353299028,0,0.190424624944904,-0.112900420517106,0,0,-0.0225359717808824,0,0,0,-0.166532431025473,0,0.0988481229894981,0,0,0,0,0,0,0,0,0,0,0.061729388395625,0,0,0,-0.078836313397079,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138429749287362,0,0,0,0.120184191221069,0,0,0,0,0.100234746623093,0,0.0481029565440734,0,0,0,0.082282823535431,0,0,0,0,0.0528789532129418,0,0,0,-0.0875636334695101,0.00136716418945575,0,0,0,0,0,0,0,0,0,0,-0.0397345596516174,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000414518078921956,0,0,0,0,0,0,0,0,0,0,0,0.322735357579396,0,0.0435747954460861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110506132785691,0,0,0,0,0,-0.0345766118550237,0,0,0,0,0,0
X600031.SH,0,0.085710760927822,0,0,0,0,0,0,0,0,0,0,0,0,0.0968326598881899,0,0,0,0.168745700568334,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458672385893293,0,0,0.222975383445591,0,0,0.00998433803076109,0,0,0,0,0.100227324665085,0,0,0,0,0,0,0,0.0395715143009893,0.0242151736041309,0,0,0,0.084852395089951,0,0
X300014.SZ,0,0,0.232498857547175,0,0,0,0,0,0,0,0,0,0,0,0.0193013246014874,0,0,0.323317974511372,0.0550585231124075,0,0.270552802341444,0,0,0,0,0,0,0,0,0,0.149418708933663,0,0,0,0.183551441552656,0,0,0,0,0,0,0,0,0,-0.0695609634736866,0,0,0,0,0.0379272656088126,0,0,0,0,0,0,0,0,0
