,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X601877.SH,X002456.SZ,X600487.SH,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002294.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X000157.SZ,X000596.SZ,X600177.SH,X600498.SH,X600699.SH,X002179.SZ,X000661.SZ,X600566.SH,X002129.SZ,X600118.SH,X002049.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.208224412656371,0,0.522081847743193,0,0,0.0806196673516299,0.0428591024975542,0,0,0,0,0,0,0,0,0,0,-0.0224524079915399,0.00591668491695343,0,0,0,0,0,0,0,0,0,0.0346676702519683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474656284782784,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0488293478524605,0.07500522253289,0,0.210414996527913,0.113011295157,0,0,0,0,0,0,0.00765200073574981,0,0,0,0.0271847687122423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292864869369663,-0.0426699350860657,0,-0.0160926694097348,0.0190111330009595,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0548368630666536,0,0,0,0,0.148481321943666,0,0,0,0.0486158526720851,0,0.158143365317862,0,0.345299299631703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610956116354477,0,0,0,0,0,0.0792604683106565,0,-0.0111536134049579,5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0.121135394006245,0,0,0,0,0,0,0.130105258766923,0,0,0,0.307398953232454,0,0,0,0,0,0,0,0,0,0.050684009636668,0,0,0.0201843423369382,0,0.266006668424623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519675247342591,0.0366886098640498,0,0,0,0,0,0
X000651.SZ,0,0,0,0.330714957088161,0,0,0,0,0.105331451985957,0,0,0,0.0164144761039792,0,0,0.112604834592981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231563789456229,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389196698136636,0,0,0.082955521515621,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.290037286299904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135633194274288,0,0,0,0.0398558564300928,0.10630377735932,0,0,0,0,0,0,0.213642652485436,0,0,0,0,0,0,0,0,0,0,0.203896018538651,0,-0.0429619175437531,0.0631454386952516,0,0,0,0,0,0
X600276.SH,0.00748296167049684,0,0.0803789511402537,0,0,0,0,0,0.073641146989837,0.0708265438182467,0.176381901666858,0.123887646167231,0,0,0,0,0.0459455491240087,0,0,0,-0.191125421227499,0.0457569401209753,0,0,0,0.124679692941698,0,0,0,0,0,0,0,0,0,0,0,0,0.0451733126331318,0,0,0,0,0,0,0,0,-0.0384879245394793,0,0,0,-0.0215970449534986,0.0484986663121046,0,0,0,0,0,0
X002304.SZ,0.222601487193507,0,0,0.281140455313925,0,0,0,0,0,0,0,0.0924901852393757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956043275019752,0,0,0,0,0,0,0,-0.00779125828577772,-0.0117092758856696,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.226868895808043,0,0,0,0,0,0,0,0,0,0,0,0,0.048157424878414,0,0,0,0,0.0520023471504369,0,0,0,0,0,0,0,0.0803913893573463,0.169181619842908,0,0,0,0,0,0,0,0.414836747107877,0,0,0,0,0,0,0.102910616527907,0,0.157313287606941,0,-0.0055648948820252,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0293322857272799,0.231223606260386,0,0,0,0,0,0,0,0.0275199632558683,0,0,0,0,0,0,0,0,0,0,0.403901517474642,0,0,0,0,0,0,0,0.0404509029976222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000847708894076568,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.126848058254037,0,0.035976377744007,0,0,0,0,0.142883746140274,0,0,0,0,0,0.0363631172205129,0,0,0,0.0551978932967449,0,0.076993407685616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269392096630275,0,0,0,0,0,0,0.189895764772479,0,0,0,-0.0273991365327511,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.427340071964839,0,0,0,0,0,0,0,0,0,0.0371457945598121,0,0.0935350526215901,0,0,0,0,0,0,0,0.060892735210588,0,0,0.0219846921398962,0,0,0,0,0,0,0,0,0,0,0,0.0777862974761659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.274448840239004,0.00823451714777878,0.0983389311888878,0,0,0,0,-0.0840715655660031,0.115752582808736,0,0.0674812716972768,0,0,0,0,0,0,0,0,0,0,0,0.0505028276884071,0,0.00938729673632252,0,0,0,0,0,0,0,0,0.0414450916238533,0,0,-0.0840147454643907,0,0,0,0,0,-0.0393941498389945,0.0843957158874102,0,0,0,0,0,0
