,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X600118.SH,X600372.SH,X600271.SH,X000157.SZ,X002129.SZ,X000338.SZ,X600703.SH,X000559.SZ,X600839.SH,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X600066.SH,X600582.SH,X002456.SZ,X600198.SH,X002292.SZ,X002236.SZ,X002475.SZ,X000800.SZ,X300124.SZ,X002465.SZ,X600060.SH,X300003.SZ,X600435.SH,X000568.SZ,X002008.SZ,X000977.SZ,X601877.SH,X000727.SZ,X000581.SZ,X002223.SZ,X600166.SH,X000869.SZ,X000050.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0379098003041607,0,0,0,0,0,0,0,0,0,0.0793859034362176,0,0,0,0,0,0,0.0841727199595469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862016965869991,0,0,0.134731787375428,0,0,0,0,0,0.00718046405817988,0,0,0,0,0,0,0.0121017689130163,0,0,0,0,0,0
X600104.SH,0,0,0,0.0374701375203878,0.025091004624144,0,0,0,0,0,0,0,0,0,0.0340061700040608,0.029729289934579,0,0,0,0,0,0.0359216725660472,1.73472347597681e-18,0,0,0.0435597365426857,0,0,0,0,0,0,0.0327320453516178,0.0344428845923548,0,0,0,0,0,0.307410899349805,0,0,0,0,0,0,0,0,0,0.0708547966028669,0,-0.00482404458356555,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0616588522921835,0,0,0,0,0,0,0.132372882212302,0,0,0,0,0,0.117074835036608,0,0.041761458669534,0.0942850264820518,0,0,0,0,0.0927051455489419,0,0,0,0,1.73472347597681e-18,0.050357606776327,0,0,0,0.101070621581982,0,0.0795448172146109,0,0,0,0.0490819420915942,0,0,0,0,0.0566601844239197,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0906125489241824,0,0,0,0,0,0,0.0527273444706684,0,0,0,-5.42101086242752e-20,0,0,0.0628960832107003,0,0.0205516288149987,0,0,0,0,0,0,0,0,0,0,0.00518657011028185,0,0,0,0,0.0265932537974705,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.00182871771090483,0.00461710613314841,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0818285860438553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210509758819785,0,0,0,0.0870219916731549,0,-1.73472347597681e-18,0.0796365726815452,0,0,0.0684362613540777,0,0,0,0.138308882564877,0,0,0,0,0,-0.0136090760890036,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0188115186363537,0.0586020031637926,0,0.0753648364553011,0,0,0,0,0,0.0274780124415887,0,0,0.00197188722286078,0,0,0,0,0,0,0,0,0,0,0.0150603943155111,0,0,0,0,0,0,0,0.00631541357691588,0,0.196448560711835,0,0,0,0,0,0.000896566257773505,0,0.122351381370122,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0197004517221738,0,0,0,0,0,0,0,0,0,0.109368856418539,0,0,0.000443446742948153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819225779872313,0,0.13046245497973,0,0.0496326551017166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.0970061878589209,0,0,0,0.0431525230247946,0,0,0,0,0,0,0,0,0,0.0342230132420459,0.00902480178265344,0,0,0,0,0,0.12261309869263,0.106385149668202,0,0,0.206871642783719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832039800112091,0,0,0,0,0,0,0,0,0,-0.00727895940499151,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.055376716103877,0,0,0,0,0,0,0,0,0,0.0225773392236234,0,0,0,0,0,0,0,0,0,0.0218497342931051,0,0,0.00459757767754526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117226162513424,0.0449504314378916,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083842662168916,0,0,0,0.0223032487715162,0,0,0,0,0,0,0,0.0689676431216929,0,0,0,0,0,0,0,0.0428627747738216,0,0,0,0,0,0,0,0,0,0,0,0,0.20761008129262,0,-0.000184838071468289,0.0153803859592006,0,0,0,0,0,0
